listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0000067,2025-01-01 01:00:00,P00219,NA,I0033,2,36.52,2025-01-02 06:00:00
L0000083,2025-01-01 01:00:00,P00338,EU,I0039,1,55.66,2025-01-02 09:00:00
L0000084,2025-01-01 01:00:00,P00350,EU,I0023,1,344.87,2025-01-02 08:00:00
L0000085,2025-01-01 01:00:00,P00384,EU,I0000,2,44.45,2025-01-02 00:00:00
L0000086,2025-01-01 01:00:00,P00415,EU,I0028,3,53.06,2025-01-02 10:00:00
L0000064,2025-01-01 01:00:00,P00196,EU,I0012,2,43.94,2025-01-01 23:00:00
L0000077,2025-01-01 01:00:00,P00285,ASIA,I0033,1,47.74,2025-01-01 13:00:00
L0000066,2025-01-01 01:00:00,P00216,EU,I0020,1,43.99,2025-01-01 20:00:00
L0000056,2025-01-01 01:00:00,P00083,ASIA,I0005,5,43.14,2025-01-02 02:00:00
L0000070,2025-01-01 01:00:00,P00228,ASIA,I0036,1,417.71,2025-01-01 19:00:00
L0000054,2025-01-01 01:00:00,P00071,EU,I0033,1,38.92,2025-01-01 14:00:00
L0004529,2025-01-01 01:01:00,P00455,,I0023,1,832.68,2025-01-01 07:01:00
L0004499,2025-01-01 01:03:00,P00296,,I0014,1,85.82,2025-01-01 07:03:00
L0004498,2025-01-01 01:05:00,P00148,,I0014,1,85.82,2025-01-01 07:05:00
L0004521,2025-01-01 01:06:00,P00033,,I0008,1,41.32,2025-01-01 07:06:00
L0004524,2025-01-01 01:07:00,P00033,,I0008,1,41.32,2025-01-01 07:07:00
L0004503,2025-01-01 01:08:00,P00173,,I0023,1,832.68,2025-01-01 07:08:00
L0004510,2025-01-01 01:08:00,P00114,,I0015,1,67.78,2025-01-01 07:08:00
L0004519,2025-01-01 01:08:00,P00430,,I0008,1,41.32,2025-01-01 07:08:00
L0004525,2025-01-01 01:09:00,P00430,,I0008,1,41.32,2025-01-01 07:09:00
L0004532,2025-01-01 01:10:00,P00455,,I0023,1,832.68,2025-01-01 07:10:00
L0004511,2025-01-01 01:10:00,P00594,,I0015,1,67.78,2025-01-01 07:10:00
L0004527,2025-01-01 01:15:00,P00310,,I0023,1,832.68,2025-01-01 07:15:00
L0004507,2025-01-01 01:17:00,P00135,,I0023,1,832.68,2025-01-01 07:17:00
L0004505,2025-01-01 01:17:00,P00593,,I0023,1,832.68,2025-01-01 07:17:00
L0004508,2025-01-01 01:18:00,P00593,,I0023,1,832.68,2025-01-01 07:18:00
L0004514,2025-01-01 01:18:00,P00594,,I0015,1,67.78,2025-01-01 07:18:00
L0004497,2025-01-01 01:20:00,P00291,,I0014,1,85.82,2025-01-01 07:20:00
L0004516,2025-01-01 01:20:00,P00114,,I0015,1,67.78,2025-01-01 07:20:00
L0004494,2025-01-01 01:21:00,P00291,,I0014,1,85.82,2025-01-01 07:21:00
L0004540,2025-01-01 01:22:00,P00517,,I0017,1,840.25,2025-01-01 07:22:00
L0004522,2025-01-01 01:26:00,P00430,,I0008,1,41.32,2025-01-01 07:26:00
L0004523,2025-01-01 01:26:00,P00011,,I0008,1,41.32,2025-01-01 07:26:00
L0004533,2025-01-01 01:26:00,P00310,,I0023,1,832.68,2025-01-01 07:26:00
L0004501,2025-01-01 01:29:00,P00148,,I0014,1,85.82,2025-01-01 07:29:00
L0004520,2025-01-01 01:30:00,P00011,,I0008,1,41.32,2025-01-01 07:30:00
L0004539,2025-01-01 01:31:00,P00481,,I0017,1,840.25,2025-01-01 07:31:00
L0004528,2025-01-01 01:32:00,P00575,,I0023,1,832.68,2025-01-01 07:32:00
L0004537,2025-01-01 01:38:00,P00517,,I0017,1,840.25,2025-01-01 07:38:00
L0004515,2025-01-01 01:38:00,P00503,,I0015,1,67.78,2025-01-01 07:38:00
L0004500,2025-01-01 01:39:00,P00291,,I0014,1,85.82,2025-01-01 07:39:00
L0004541,2025-01-01 01:42:00,P00277,,I0017,1,840.25,2025-01-01 07:42:00
L0004513,2025-01-01 01:43:00,P00114,,I0015,1,67.78,2025-01-01 07:43:00
L0004517,2025-01-01 01:43:00,P00594,,I0015,1,67.78,2025-01-01 07:43:00
L0004506,2025-01-01 01:48:00,P00173,,I0023,1,832.68,2025-01-01 07:48:00
L0000148,2025-01-01 02:00:00,P00556,EU,I0028,1,49.55,2025-01-02 01:00:00
L0000146,2025-01-01 02:00:00,P00551,ASIA,I0015,2,39.44,2025-01-01 15:00:00
L0000128,2025-01-01 02:00:00,P00326,EU,I0026,1,305.85,2025-01-02 13:00:00
L0000142,2025-01-01 02:00:00,P00488,ASIA,I0021,2,62.35,2025-01-02 02:00:00
L0000144,2025-01-01 02:00:00,P00535,EU,I0020,1,45.44,2025-01-01 20:00:00
L0000108,2025-01-01 02:00:00,P00074,NA,I0012,1,52.02,2025-01-02 11:00:00
L0000118,2025-01-01 02:00:00,P00199,NA,I0038,2,51.46,2025-01-02 10:00:00
L0000119,2025-01-01 02:00:00,P00211,NA,I0003,1,433.56,2025-01-01 18:00:00
L0000116,2025-01-01 02:00:00,P00161,NA,I0018,1,38.45,2025-01-02 07:00:00
L0000117,2025-01-01 02:00:00,P00194,NA,I0039,1,60.49,2025-01-01 18:00:00
L0000125,2025-01-01 02:00:00,P00277,NA,I0020,2,37.34,2025-01-02 13:00:00
L0000104,2025-01-01 02:00:00,P00043,NA,I0018,1,46.76,2025-01-02 11:00:00
L0000120,2025-01-01 02:00:00,P00212,EU,I0034,1,252.51,2025-01-02 07:00:00
L0000121,2025-01-01 02:00:00,P00215,NA,I0002,3,470.61,2025-01-01 15:00:00
L0000110,2025-01-01 02:00:00,P00100,ASIA,I0009,1,44.83,2025-01-01 19:00:00
L0000114,2025-01-01 02:00:00,P00149,EU,I0000,3,54.1,2025-01-02 03:00:00
L0000115,2025-01-01 02:00:00,P00155,EU,I0027,1,40.55,2025-01-02 04:00:00
L0000149,2025-01-01 02:00:00,P00592,EU,I0037,2,48.34,2025-01-01 14:00:00
L0000113,2025-01-01 02:00:00,P00148,EU,I0035,1,42.93,2025-01-01 15:00:00
L0000112,2025-01-01 02:00:00,P00133,EU,I0036,1,281.8,2025-01-01 17:00:00
L0000111,2025-01-01 02:00:00,P00128,NA,I0018,1,47.22,2025-01-02 01:00:00
L0000123,2025-01-01 02:00:00,P00253,NA,I0014,1,59.3,2025-01-01 17:00:00
L0000122,2025-01-01 02:00:00,P00222,EU,I0013,3,54.08,2025-01-01 14:00:00
L0000150,2025-01-01 02:00:00,P00596,EU,I0028,2,56.01,2025-01-02 05:00:00
L0000147,2025-01-01 02:00:00,P00555,NA,I0018,1,44.55,2025-01-01 16:00:00
L0000140,2025-01-01 02:00:00,P00474,NA,I0011,1,34.63,2025-01-01 18:00:00
L0000133,2025-01-01 02:00:00,P00374,ASIA,I0009,1,41.35,2025-01-02 04:00:00
L0000127,2025-01-01 02:00:00,P00288,NA,I0007,3,36.74,2025-01-02 12:00:00
L0000135,2025-01-01 02:00:00,P00382,EU,I0033,1,36.28,2025-01-02 02:00:00
L0000136,2025-01-01 02:00:00,P00409,EU,I0033,1,33.45,2025-01-02 09:00:00
L0000137,2025-01-01 02:00:00,P00438,EU,I0036,2,310.08,2025-01-02 05:00:00
L0000130,2025-01-01 02:00:00,P00347,NA,I0012,1,48.25,2025-01-02 04:00:00
L0000129,2025-01-01 02:00:00,P00328,EU,I0027,1,45.86,2025-01-01 14:00:00
L0000139,2025-01-01 02:00:00,P00455,EU,I0039,1,66.71,2025-01-02 00:00:00
L0000138,2025-01-01 02:00:00,P00446,NA,I0029,2,62.65,2025-01-02 11:00:00
L0000145,2025-01-01 02:00:00,P00542,EU,I0004,1,54.46,2025-01-02 02:00:00
L0000141,2025-01-01 02:00:00,P00484,NA,I0037,2,43.2,2025-01-01 23:00:00
L0000131,2025-01-01 02:00:00,P00366,NA,I0009,3,41.66,2025-01-02 12:00:00
L0000107,2025-01-01 02:00:00,P00069,NA,I0036,2,376.18,2025-01-02 02:00:00
L0000132,2025-01-01 02:00:00,P00368,ASIA,I0024,2,46.07,2025-01-02 07:00:00
L0000134,2025-01-01 02:00:00,P00377,ASIA,I0009,2,53.48,2025-01-02 06:00:00
L0000124,2025-01-01 02:00:00,P00269,NA,I0005,1,35.17,2025-01-02 13:00:00
L0000102,2025-01-01 02:00:00,P00004,NA,I0020,2,37.95,2025-01-01 17:00:00
L0000126,2025-01-01 02:00:00,P00285,ASIA,I0014,1,58.08,2025-01-01 16:00:00
L0000105,2025-01-01 02:00:00,P00044,NA,I0011,1,44.63,2025-01-02 09:00:00
L0000106,2025-01-01 02:00:00,P00064,EU,I0013,2,57.68,2025-01-02 06:00:00
L0000143,2025-01-01 02:00:00,P00515,NA,I0025,1,51.66,2025-01-01 20:00:00
L0000109,2025-01-01 02:00:00,P00089,EU,I0033,2,41.75,2025-01-02 11:00:00
L0000103,2025-01-01 02:00:00,P00027,NA,I0013,2,66.11,2025-01-01 14:00:00
L0004509,2025-01-01 02:03:00,P00173,,I0023,1,832.68,2025-01-01 08:03:00
L0000189,2025-01-01 03:00:00,P00555,NA,I0024,2,46.1,2025-01-01 17:00:00
L0000182,2025-01-01 03:00:00,P00469,EU,I0025,1,41.42,2025-01-02 00:00:00
L0000188,2025-01-01 03:00:00,P00552,EU,I0011,2,42.07,2025-01-02 09:00:00
L0000186,2025-01-01 03:00:00,P00506,EU,I0032,1,365.57,2025-01-01 15:00:00
L0000185,2025-01-01 03:00:00,P00501,EU,I0009,1,37.67,2025-01-01 15:00:00
L0000159,2025-01-01 03:00:00,P00110,NA,I0023,2,460.2,2025-01-02 02:00:00
L0000184,2025-01-01 03:00:00,P00480,EU,I0013,1,60.81,2025-01-02 02:00:00
L0000183,2025-01-01 03:00:00,P00477,NA,I0038,2,46.17,2025-01-02 01:00:00
L0000158,2025-01-01 03:00:00,P00108,NA,I0007,1,31.91,2025-01-02 08:00:00
L0000168,2025-01-01 03:00:00,P00261,ASIA,I0014,1,55.0,2025-01-01 21:00:00
L0000162,2025-01-01 03:00:00,P00168,EU,I0007,1,35.25,2025-01-02 08:00:00
L0000165,2025-01-01 03:00:00,P00215,NA,I0000,2,49.67,2025-01-02 06:00:00
L0000166,2025-01-01 03:00:00,P00226,EU,I0027,3,49.16,2025-01-02 11:00:00
L0000167,2025-01-01 03:00:00,P00236,EU,I0027,2,56.49,2025-01-02 10:00:00
L0000160,2025-01-01 03:00:00,P00125,ASIA,I0032,3,357.9,2025-01-02 09:00:00
L0000164,2025-01-01 03:00:00,P00205,EU,I0033,1,33.25,2025-01-01 21:00:00
L0000163,2025-01-01 03:00:00,P00177,EU,I0028,1,51.95,2025-01-01 19:00:00
L0000190,2025-01-01 03:00:00,P00578,NA,I0001,3,66.04,2025-01-02 04:00:00
L0000154,2025-01-01 03:00:00,P00065,EU,I0021,2,58.61,2025-01-02 00:00:00
L0000173,2025-01-01 03:00:00,P00339,NA,I0001,3,66.9,2025-01-02 03:00:00
L0000174,2025-01-01 03:00:00,P00346,NA,I0013,1,53.64,2025-01-02 11:00:00
L0000179,2025-01-01 03:00:00,P00434,NA,I0008,2,25.34,2025-01-01 22:00:00
L0000171,2025-01-01 03:00:00,P00319,EU,I0039,2,54.48,2025-01-01 21:00:00
L0000178,2025-01-01 03:00:00,P00429,EU,I0027,1,51.52,2025-01-02 04:00:00
L0000180,2025-01-01 03:00:00,P00453,NA,I0001,3,76.23,2025-01-02 01:00:00
L0000176,2025-01-01 03:00:00,P00412,EU,I0014,2,44.87,2025-01-01 19:00:00
L0000177,2025-01-01 03:00:00,P00423,NA,I0024,2,39.53,2025-01-01 15:00:00
L0000161,2025-01-01 03:00:00,P00126,NA,I0036,1,396.53,2025-01-02 14:00:00
L0000181,2025-01-01 03:00:00,P00460,EU,I0035,2,58.24,2025-01-01 15:00:00
L0000187,2025-01-01 03:00:00,P00536,ASIA,I0029,1,44.74,2025-01-01 22:00:00
L0000175,2025-01-01 03:00:00,P00389,NA,I0000,1,48.15,2025-01-01 15:00:00
L0000156,2025-01-01 03:00:00,P00084,NA,I0035,1,49.11,2025-01-02 07:00:00
L0000155,2025-01-01 03:00:00,P00072,EU,I0004,3,51.09,2025-01-02 08:00:00
L0000153,2025-01-01 03:00:00,P00052,NA,I0019,1,39.86,2025-01-01 23:00:00
L0000152,2025-01-01 03:00:00,P00025,NA,I0016,1,450.71,2025-01-02 05:00:00
L0000151,2025-01-01 03:00:00,P00006,EU,I0027,3,46.64,2025-01-02 05:00:00
L0000170,2025-01-01 03:00:00,P00297,NA,I0012,1,51.94,2025-01-01 22:00:00
L0000169,2025-01-01 03:00:00,P00267,EU,I0019,2,51.26,2025-01-02 06:00:00
L0000157,2025-01-01 03:00:00,P00092,EU,I0015,1,40.22,2025-01-02 02:00:00
L0000172,2025-01-01 03:00:00,P00327,NA,I0030,1,3116.89,2025-01-02 07:00:00
L0000210,2025-01-01 04:00:00,P00215,NA,I0012,2,49.65,2025-01-01 16:00:00
L0000211,2025-01-01 04:00:00,P00235,EU,I0024,3,54.36,2025-01-01 16:00:00
L0000216,2025-01-01 04:00:00,P00284,EU,I0011,2,37.82,2025-01-01 23:00:00
L0000213,2025-01-01 04:00:00,P00259,EU,I0035,1,44.03,2025-01-01 21:00:00
L0000214,2025-01-01 04:00:00,P00270,EU,I0021,1,37.67,2025-01-02 15:00:00
L0000206,2025-01-01 04:00:00,P00147,NA,I0022,1,52.45,2025-01-02 06:00:00
L0000217,2025-01-01 04:00:00,P00286,EU,I0039,2,67.26,2025-01-01 22:00:00
L0000205,2025-01-01 04:00:00,P00146,EU,I0014,1,47.73,2025-01-02 10:00:00
L0000194,2025-01-01 04:00:00,P00016,EU,I0005,1,40.63,2025-01-01 16:00:00
L0000204,2025-01-01 04:00:00,P00129,NA,I0025,2,49.29,2025-01-02 11:00:00
L0000209,2025-01-01 04:00:00,P00209,EU,I0018,1,38.35,2025-01-02 14:00:00
L0000215,2025-01-01 04:00:00,P00273,EU,I0028,2,55.17,2025-01-02 13:00:00
L0000208,2025-01-01 04:00:00,P00202,EU,I0038,2,44.43,2025-01-02 08:00:00
L0000224,2025-01-01 04:00:00,P00365,EU,I0034,1,406.46,2025-01-02 13:00:00
L0000212,2025-01-01 04:00:00,P00239,EU,I0033,2,32.25,2025-01-02 09:00:00
L0000232,2025-01-01 04:00:00,P00442,NA,I0000,3,51.99,2025-01-01 19:00:00
L0000231,2025-01-01 04:00:00,P00433,NA,I0028,1,47.43,2025-01-02 01:00:00
L0000230,2025-01-01 04:00:00,P00412,EU,I0020,1,49.41,2025-01-02 13:00:00
L0000200,2025-01-01 04:00:00,P00075,ASIA,I0018,1,37.76,2025-01-02 10:00:00
L0000229,2025-01-01 04:00:00,P00406,EU,I0016,1,551.39,2025-01-02 14:00:00
L0000228,2025-01-01 04:00:00,P00397,NA,I0021,2,51.86,2025-01-02 15:00:00
L0000193,2025-01-01 04:00:00,P00013,EU,I0029,1,56.72,2025-01-02 07:00:00
L0000222,2025-01-01 04:00:00,P00343,NA,I0022,1,56.84,2025-01-02 10:00:00
L0000223,2025-01-01 04:00:00,P00354,EU,I0021,2,55.39,2025-01-02 04:00:00
L0000192,2025-01-01 04:00:00,P00006,EU,I0005,1,42.67,2025-01-02 08:00:00
L0000203,2025-01-01 04:00:00,P00125,ASIA,I0035,2,57.08,2025-01-01 23:00:00
L0000207,2025-01-01 04:00:00,P00175,EU,I0017,2,373.33,2025-01-02 10:00:00
L0000225,2025-01-01 04:00:00,P00373,EU,I0039,1,45.25,2025-01-01 17:00:00
L0000221,2025-01-01 04:00:00,P00342,EU,I0030,1,2569.84,2025-01-02 00:00:00
L0000233,2025-01-01 04:00:00,P00446,NA,I0033,1,45.75,2025-01-01 18:00:00
L0000239,2025-01-01 04:00:00,P00524,NA,I0032,2,346.22,2025-01-01 21:00:00
L0000241,2025-01-01 04:00:00,P00533,NA,I0039,2,60.26,2025-01-02 00:00:00
L0000238,2025-01-01 04:00:00,P00521,ASIA,I0036,1,405.58,2025-01-02 09:00:00
L0000237,2025-01-01 04:00:00,P00502,ASIA,I0015,1,41.33,2025-01-02 12:00:00
L0000243,2025-01-01 04:00:00,P00556,EU,I0005,1,43.46,2025-01-01 21:00:00
L0000234,2025-01-01 04:00:00,P00464,ASIA,I0005,1,44.97,2025-01-02 02:00:00
L0000240,2025-01-01 04:00:00,P00531,NA,I0017,1,494.2,2025-01-02 01:00:00
L0000247,2025-01-01 04:00:00,P00594,ASIA,I0001,2,73.35,2025-01-01 22:00:00
L0000202,2025-01-01 04:00:00,P00096,NA,I0025,2,47.0,2025-01-02 08:00:00
L0000242,2025-01-01 04:00:00,P00536,ASIA,I0023,1,487.03,2025-01-02 06:00:00
L0000219,2025-01-01 04:00:00,P00307,EU,I0037,1,48.99,2025-01-02 05:00:00
L0000195,2025-01-01 04:00:00,P00032,NA,I0004,1,63.26,2025-01-02 11:00:00
L0000196,2025-01-01 04:00:00,P00033,NA,I0028,1,48.48,2025-01-02 05:00:00
L0000236,2025-01-01 04:00:00,P00500,NA,I0038,3,49.4,2025-01-02 06:00:00
L0000199,2025-01-01 04:00:00,P00068,NA,I0019,1,54.25,2025-01-02 05:00:00
L0000198,2025-01-01 04:00:00,P00063,NA,I0038,2,46.48,2025-01-02 14:00:00
L0000227,2025-01-01 04:00:00,P00392,NA,I0011,2,44.07,2025-01-02 10:00:00
L0000244,2025-01-01 04:00:00,P00563,NA,I0031,1,369.19,2025-01-02 07:00:00
L0000246,2025-01-01 04:00:00,P00593,EU,I0007,1,29.8,2025-01-01 20:00:00
L0000226,2025-01-01 04:00:00,P00379,ASIA,I0020,1,41.18,2025-01-02 11:00:00
L0000245,2025-01-01 04:00:00,P00591,NA,I0021,2,57.26,2025-01-02 11:00:00
L0000235,2025-01-01 04:00:00,P00471,EU,I0001,1,62.14,2025-01-01 16:00:00
