listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0000004,2025-01-01 00:00:00,P00032,EU,I0012,2,495.21,2025-01-02 00:00:00
L0000005,2025-01-01 00:00:00,P00062,EU,I0005,1,43.69,2025-01-02 08:00:00
L0000007,2025-01-01 00:00:00,P00096,ASIA,I0035,1,461.36,2025-01-02 05:00:00
L0000009,2025-01-01 00:00:00,P00103,NA,I0033,1,49.54,2025-01-02 10:00:00
L0000008,2025-01-01 00:00:00,P00100,NA,I0024,1,54.0,2025-01-01 23:00:00
L0000006,2025-01-01 00:00:00,P00095,EU,I0009,1,35.03,2025-01-02 11:00:00
L0000011,2025-01-01 00:00:00,P00123,EU,I0039,5,64.52,2025-01-01 18:00:00
L0000013,2025-01-01 00:00:00,P00138,NA,I0028,3,58.26,2025-01-02 04:00:00
L0000014,2025-01-01 00:00:00,P00151,EU,I0020,1,55.95,2025-01-01 18:00:00
L0000015,2025-01-01 00:00:00,P00168,EU,I0002,1,1198.41,2025-01-01 13:00:00
L0000016,2025-01-01 00:00:00,P00189,NA,I0023,2,41.88,2025-01-01 16:00:00
L0000017,2025-01-01 00:00:00,P00216,EU,I0016,1,69.02,2025-01-02 09:00:00
L0000018,2025-01-01 00:00:00,P00231,NA,I0016,1,94.15,2025-01-01 15:00:00
L0000010,2025-01-01 00:00:00,P00109,EU,I0025,2,49.24,2025-01-02 00:00:00
L0004573,2025-01-01 00:40:00,P00191,,I0014,1,139.99,2025-01-01 06:40:00
L0004581,2025-01-01 00:42:00,P00485,,I0039,1,93.35,2025-01-01 06:42:00
L0004605,2025-01-01 00:45:00,P00110,,I0022,1,107.73,2025-01-01 06:45:00
L0004591,2025-01-01 00:51:00,P00219,,I0016,1,136.29,2025-01-01 06:51:00
L0004589,2025-01-01 00:52:00,P00332,,I0016,1,136.29,2025-01-01 06:52:00
L0004586,2025-01-01 00:56:00,P00493,,I0039,1,93.35,2025-01-01 06:56:00
L0004614,2025-01-01 00:56:00,P00115,,I0010,1,41.14,2025-01-01 06:56:00
L0004599,2025-01-01 00:59:00,P00245,,I0033,1,91.17,2025-01-01 06:59:00
L0004601,2025-01-01 00:59:00,P00201,,I0033,1,91.17,2025-01-01 06:59:00
L0000067,2025-01-01 01:00:00,P00370,ASIA,I0015,2,56.94,2025-01-01 13:00:00
L0000068,2025-01-01 01:00:00,P00378,ASIA,I0015,1,55.12,2025-01-01 15:00:00
L0000066,2025-01-01 01:00:00,P00353,ASIA,I0026,1,59.04,2025-01-02 05:00:00
L0000074,2025-01-01 01:00:00,P00450,ASIA,I0014,1,79.16,2025-01-02 05:00:00
L0000046,2025-01-01 01:00:00,P00055,NA,I0028,1,48.69,2025-01-02 11:00:00
L0000075,2025-01-01 01:00:00,P00462,EU,I0013,1,56.1,2025-01-01 16:00:00
L0000085,2025-01-01 01:00:00,P00587,EU,I0010,1,22.06,2025-01-02 07:00:00
L0000077,2025-01-01 01:00:00,P00508,ASIA,I0015,1,63.8,2025-01-01 14:00:00
L0000078,2025-01-01 01:00:00,P00510,EU,I0014,1,77.31,2025-01-02 03:00:00
L0000069,2025-01-01 01:00:00,P00385,EU,I0036,3,52.34,2025-01-02 09:00:00
L0000081,2025-01-01 01:00:00,P00548,ASIA,I0000,1,56.93,2025-01-01 14:00:00
L0000043,2025-01-01 01:00:00,P00026,NA,I0029,1,75.84,2025-01-01 19:00:00
L0000042,2025-01-01 01:00:00,P00014,EU,I0023,3,36.22,2025-01-02 10:00:00
L0000062,2025-01-01 01:00:00,P00285,NA,I0029,2,66.16,2025-01-01 14:00:00
L0000079,2025-01-01 01:00:00,P00514,EU,I0025,1,47.54,2025-01-02 00:00:00
L0000064,2025-01-01 01:00:00,P00302,NA,I0009,1,47.93,2025-01-01 23:00:00
L0000083,2025-01-01 01:00:00,P00580,EU,I0032,2,61.14,2025-01-02 04:00:00
L0000080,2025-01-01 01:00:00,P00521,EU,I0020,1,81.17,2025-01-01 23:00:00
L0000076,2025-01-01 01:00:00,P00493,EU,I0027,1,64.43,2025-01-01 14:00:00
L0000065,2025-01-01 01:00:00,P00310,ASIA,I0004,2,69.52,2025-01-01 19:00:00
L0000086,2025-01-01 01:00:00,P00595,ASIA,I0000,1,54.06,2025-01-01 16:00:00
L0000084,2025-01-01 01:00:00,P00582,EU,I0017,1,71.21,2025-01-01 20:00:00
L0000082,2025-01-01 01:00:00,P00570,ASIA,I0020,1,62.26,2025-01-01 13:00:00
L0000070,2025-01-01 01:00:00,P00405,EU,I0030,1,43.41,2025-01-01 13:00:00
L0000057,2025-01-01 01:00:00,P00218,NA,I0016,2,61.95,2025-01-02 12:00:00
L0000072,2025-01-01 01:00:00,P00419,EU,I0013,2,46.21,2025-01-01 22:00:00
L0004578,2025-01-01 01:00:00,P00052,,I0014,1,139.99,2025-01-01 07:00:00
L0000049,2025-01-01 01:00:00,P00082,NA,I0022,2,57.97,2025-01-02 09:00:00
L0000050,2025-01-01 01:00:00,P00083,EU,I0029,2,50.0,2025-01-01 14:00:00
L0000051,2025-01-01 01:00:00,P00104,EU,I0000,1,55.11,2025-01-01 16:00:00
L0000041,2025-01-01 01:00:00,P00000,NA,I0012,2,429.27,2025-01-02 01:00:00
L0000053,2025-01-01 01:00:00,P00116,EU,I0022,3,68.35,2025-01-01 15:00:00
L0000052,2025-01-01 01:00:00,P00110,NA,I0031,1,59.2,2025-01-02 07:00:00
L0000061,2025-01-01 01:00:00,P00273,NA,I0014,2,63.46,2025-01-01 18:00:00
L0000060,2025-01-01 01:00:00,P00264,ASIA,I0020,1,54.94,2025-01-02 04:00:00
L0000063,2025-01-01 01:00:00,P00301,NA,I0016,2,64.75,2025-01-02 04:00:00
L0000058,2025-01-01 01:00:00,P00236,ASIA,I0017,2,82.83,2025-01-02 10:00:00
L0000055,2025-01-01 01:00:00,P00189,NA,I0009,1,38.17,2025-01-02 10:00:00
L0000054,2025-01-01 01:00:00,P00185,EU,I0010,1,24.99,2025-01-01 19:00:00
L0004606,2025-01-01 01:00:00,P00527,,I0022,1,107.73,2025-01-01 07:00:00
L0000048,2025-01-01 01:00:00,P00068,EU,I0012,1,458.58,2025-01-02 01:00:00
L0000059,2025-01-01 01:00:00,P00243,ASIA,I0022,1,62.76,2025-01-02 00:00:00
L0000047,2025-01-01 01:00:00,P00065,ASIA,I0028,2,54.97,2025-01-02 06:00:00
L0000044,2025-01-01 01:00:00,P00037,EU,I0003,2,29.76,2025-01-02 02:00:00
L0000045,2025-01-01 01:00:00,P00044,EU,I0013,2,43.83,2025-01-02 11:00:00
L0000073,2025-01-01 01:00:00,P00421,ASIA,I0000,1,61.97,2025-01-01 13:00:00
L0000056,2025-01-01 01:00:00,P00212,NA,I0036,1,49.0,2025-01-01 19:00:00
L0000071,2025-01-01 01:00:00,P00415,EU,I0025,2,55.08,2025-01-02 04:00:00
L0004583,2025-01-01 01:01:00,P00493,,I0039,1,93.35,2025-01-01 07:01:00
L0004593,2025-01-01 01:01:00,P00268,,I0016,1,136.29,2025-01-01 07:01:00
L0004598,2025-01-01 01:02:00,P00201,,I0033,1,91.17,2025-01-01 07:02:00
L0004613,2025-01-01 01:03:00,P00483,,I0010,1,41.14,2025-01-01 07:03:00
L0004608,2025-01-01 01:03:00,P00110,,I0022,1,107.73,2025-01-01 07:03:00
L0004577,2025-01-01 01:03:00,P00582,,I0014,1,139.99,2025-01-01 07:03:00
L0004574,2025-01-01 01:04:00,P00582,,I0014,1,139.99,2025-01-01 07:04:00
L0004616,2025-01-01 01:05:00,P00483,,I0010,1,41.14,2025-01-01 07:05:00
L0004620,2025-01-01 01:07:00,P00115,,I0010,1,41.14,2025-01-01 07:07:00
L0004618,2025-01-01 01:08:00,P00237,,I0010,1,41.14,2025-01-01 07:08:00
L0004584,2025-01-01 01:08:00,P00485,,I0039,1,93.35,2025-01-01 07:08:00
L0004596,2025-01-01 01:09:00,P00268,,I0016,1,136.29,2025-01-01 07:09:00
L0004597,2025-01-01 01:11:00,P00542,,I0033,1,91.17,2025-01-01 07:11:00
L0004603,2025-01-01 01:13:00,P00542,,I0033,1,91.17,2025-01-01 07:13:00
L0004576,2025-01-01 01:18:00,P00191,,I0014,1,139.99,2025-01-01 07:18:00
L0004610,2025-01-01 01:18:00,P00106,,I0022,1,107.73,2025-01-01 07:18:00
L0004602,2025-01-01 01:19:00,P00245,,I0033,1,91.17,2025-01-01 07:19:00
L0004580,2025-01-01 01:20:00,P00582,,I0014,1,139.99,2025-01-01 07:20:00
L0004588,2025-01-01 01:21:00,P00518,,I0039,1,93.35,2025-01-01 07:21:00
L0004619,2025-01-01 01:22:00,P00483,,I0010,1,41.14,2025-01-01 07:22:00
L0004590,2025-01-01 01:24:00,P00268,,I0016,1,136.29,2025-01-01 07:24:00
L0004604,2025-01-01 01:24:00,P00201,,I0033,1,91.17,2025-01-01 07:24:00
L0004595,2025-01-01 01:25:00,P00332,,I0016,1,136.29,2025-01-01 07:25:00
L0004582,2025-01-01 01:25:00,P00518,,I0039,1,93.35,2025-01-01 07:25:00
L0004585,2025-01-01 01:26:00,P00518,,I0039,1,93.35,2025-01-01 07:26:00
L0004615,2025-01-01 01:27:00,P00237,,I0010,1,41.14,2025-01-01 07:27:00
L0004617,2025-01-01 01:27:00,P00115,,I0010,1,41.14,2025-01-01 07:27:00
L0004607,2025-01-01 01:28:00,P00106,,I0022,1,107.73,2025-01-01 07:28:00
L0004575,2025-01-01 01:28:00,P00052,,I0014,1,139.99,2025-01-01 07:28:00
L0004612,2025-01-01 01:29:00,P00527,,I0022,1,107.73,2025-01-01 07:29:00
L0004609,2025-01-01 01:33:00,P00527,,I0022,1,107.73,2025-01-01 07:33:00
L0004592,2025-01-01 01:33:00,P00332,,I0016,1,136.29,2025-01-01 07:33:00
L0004600,2025-01-01 01:38:00,P00542,,I0033,1,91.17,2025-01-01 07:38:00
L0004611,2025-01-01 01:42:00,P00110,,I0022,1,107.73,2025-01-01 07:42:00
L0004594,2025-01-01 01:48:00,P00219,,I0016,1,136.29,2025-01-01 07:48:00
L0004587,2025-01-01 01:58:00,P00485,,I0039,1,93.35,2025-01-01 07:58:00
L0004579,2025-01-01 01:59:00,P00191,,I0014,1,139.99,2025-01-01 07:59:00
L0000132,2025-01-01 02:00:00,P00599,NA,I0023,1,54.09,2025-01-01 17:00:00
L0000113,2025-01-01 02:00:00,P00376,ASIA,I0026,1,60.75,2025-01-01 20:00:00
L0000114,2025-01-01 02:00:00,P00377,EU,I0017,1,65.94,2025-01-01 21:00:00
L0000115,2025-01-01 02:00:00,P00387,NA,I0019,1,58.99,2025-01-02 00:00:00
L0000116,2025-01-01 02:00:00,P00393,NA,I0025,1,61.2,2025-01-01 14:00:00
L0000117,2025-01-01 02:00:00,P00425,EU,I0030,1,44.64,2025-01-02 09:00:00
L0000118,2025-01-01 02:00:00,P00433,NA,I0020,1,58.58,2025-01-02 10:00:00
L0000120,2025-01-01 02:00:00,P00462,EU,I0032,1,61.62,2025-01-02 10:00:00
L0000121,2025-01-01 02:00:00,P00464,EU,I0031,1,52.45,2025-01-02 10:00:00
L0000123,2025-01-01 02:00:00,P00469,ASIA,I0024,2,56.9,2025-01-01 20:00:00
L0000127,2025-01-01 02:00:00,P00517,ASIA,I0021,2,47.32,2025-01-02 06:00:00
L0000125,2025-01-01 02:00:00,P00503,EU,I0028,2,60.75,2025-01-02 05:00:00
L0000126,2025-01-01 02:00:00,P00510,EU,I0024,2,57.3,2025-01-02 08:00:00
L0000128,2025-01-01 02:00:00,P00559,NA,I0032,3,70.64,2025-01-02 01:00:00
L0000129,2025-01-01 02:00:00,P00574,EU,I0017,1,57.58,2025-01-02 07:00:00
L0000130,2025-01-01 02:00:00,P00575,ASIA,I0015,1,53.22,2025-01-02 09:00:00
L0000131,2025-01-01 02:00:00,P00578,NA,I0017,1,74.25,2025-01-02 11:00:00
L0000111,2025-01-01 02:00:00,P00350,NA,I0036,2,62.16,2025-01-02 12:00:00
L0000122,2025-01-01 02:00:00,P00467,EU,I0028,2,53.0,2025-01-02 12:00:00
L0000097,2025-01-01 02:00:00,P00163,NA,I0020,1,82.93,2025-01-01 18:00:00
L0000124,2025-01-01 02:00:00,P00478,EU,I0004,1,76.36,2025-01-02 02:00:00
L0000106,2025-01-01 02:00:00,P00269,ASIA,I0007,1,56.91,2025-01-02 00:00:00
L0000119,2025-01-01 02:00:00,P00454,ASIA,I0007,1,55.16,2025-01-02 11:00:00
L0000105,2025-01-01 02:00:00,P00267,NA,I0039,1,50.54,2025-01-02 04:00:00
L0000093,2025-01-01 02:00:00,P00147,NA,I0006,1,58.52,2025-01-02 10:00:00
L0000110,2025-01-01 02:00:00,P00349,ASIA,I0025,2,50.68,2025-01-01 14:00:00
L0000108,2025-01-01 02:00:00,P00301,NA,I0005,1,43.43,2025-01-02 09:00:00
L0000109,2025-01-01 02:00:00,P00309,EU,I0036,1,47.3,2025-01-02 11:00:00
L0000087,2025-01-01 02:00:00,P00027,EU,I0009,1,42.02,2025-01-01 17:00:00
L0000088,2025-01-01 02:00:00,P00047,NA,I0035,1,415.14,2025-01-02 04:00:00
L0000107,2025-01-01 02:00:00,P00281,EU,I0030,1,41.41,2025-01-02 05:00:00
L0000090,2025-01-01 02:00:00,P00121,ASIA,I0032,1,85.04,2025-01-01 21:00:00
L0000091,2025-01-01 02:00:00,P00138,NA,I0029,2,58.78,2025-01-01 15:00:00
L0000094,2025-01-01 02:00:00,P00154,EU,I0032,2,58.97,2025-01-02 08:00:00
L0000095,2025-01-01 02:00:00,P00155,EU,I0013,1,44.93,2025-01-02 02:00:00
L0000089,2025-01-01 02:00:00,P00087,NA,I0001,3,362.98,2025-01-01 21:00:00
L0000092,2025-01-01 02:00:00,P00144,EU,I0038,1,264.41,2025-01-01 16:00:00
L0000096,2025-01-01 02:00:00,P00161,ASIA,I0015,2,64.78,2025-01-02 11:00:00
L0000104,2025-01-01 02:00:00,P00264,ASIA,I0017,1,68.36,2025-01-02 13:00:00
L0000103,2025-01-01 02:00:00,P00247,EU,I0012,1,411.22,2025-01-02 10:00:00
L0000102,2025-01-01 02:00:00,P00234,EU,I0031,1,62.6,2025-01-02 13:00:00
L0000112,2025-01-01 02:00:00,P00370,ASIA,I0039,1,43.14,2025-01-01 14:00:00
L0000100,2025-01-01 02:00:00,P00207,EU,I0027,2,57.0,2025-01-01 14:00:00
L0000099,2025-01-01 02:00:00,P00198,NA,I0004,2,69.42,2025-01-02 02:00:00
L0000098,2025-01-01 02:00:00,P00180,EU,I0020,1,62.28,2025-01-01 16:00:00
L0000101,2025-01-01 02:00:00,P00219,EU,I0036,1,62.19,2025-01-01 14:00:00
L0000146,2025-01-01 03:00:00,P00193,EU,I0000,3,52.54,2025-01-02 08:00:00
L0000157,2025-01-01 03:00:00,P00272,EU,I0026,1,95.84,2025-01-02 04:00:00
L0000155,2025-01-01 03:00:00,P00252,NA,I0033,2,44.91,2025-01-02 08:00:00
L0000154,2025-01-01 03:00:00,P00249,ASIA,I0010,3,30.66,2025-01-02 12:00:00
L0000152,2025-01-01 03:00:00,P00220,NA,I0023,2,35.77,2025-01-01 20:00:00
L0000151,2025-01-01 03:00:00,P00216,EU,I0027,1,51.92,2025-01-02 02:00:00
L0000150,2025-01-01 03:00:00,P00212,NA,I0022,2,59.33,2025-01-02 06:00:00
L0000149,2025-01-01 03:00:00,P00209,EU,I0025,1,54.59,2025-01-02 05:00:00
L0000148,2025-01-01 03:00:00,P00196,EU,I0031,2,60.18,2025-01-02 05:00:00
L0000147,2025-01-01 03:00:00,P00195,EU,I0008,1,48.57,2025-01-02 10:00:00
L0000133,2025-01-01 03:00:00,P00004,EU,I0027,1,46.66,2025-01-02 10:00:00
L0000178,2025-01-01 03:00:00,P00542,EU,I0000,4,49.38,2025-01-01 20:00:00
L0000139,2025-01-01 03:00:00,P00095,EU,I0036,2,58.38,2025-01-02 02:00:00
L0000143,2025-01-01 03:00:00,P00156,ASIA,I0016,2,68.37,2025-01-02 04:00:00
L0000142,2025-01-01 03:00:00,P00145,EU,I0005,1,61.05,2025-01-01 18:00:00
L0000141,2025-01-01 03:00:00,P00141,NA,I0008,2,40.26,2025-01-01 17:00:00
L0000140,2025-01-01 03:00:00,P00113,NA,I0032,1,61.98,2025-01-02 08:00:00
L0000138,2025-01-01 03:00:00,P00091,EU,I0028,2,63.09,2025-01-01 17:00:00
L0000137,2025-01-01 03:00:00,P00077,NA,I0012,1,419.15,2025-01-02 01:00:00
L0000136,2025-01-01 03:00:00,P00074,NA,I0013,1,51.42,2025-01-02 02:00:00
L0000135,2025-01-01 03:00:00,P00043,EU,I0003,1,47.69,2025-01-01 21:00:00
L0000134,2025-01-01 03:00:00,P00019,EU,I0031,1,70.79,2025-01-02 10:00:00
L0000144,2025-01-01 03:00:00,P00167,EU,I0032,1,60.24,2025-01-02 09:00:00
L0000156,2025-01-01 03:00:00,P00258,EU,I0039,2,63.1,2025-01-02 14:00:00
L0000158,2025-01-01 03:00:00,P00289,ASIA,I0033,1,57.22,2025-01-02 10:00:00
L0000153,2025-01-01 03:00:00,P00224,EU,I0014,2,99.49,2025-01-01 21:00:00
L0000159,2025-01-01 03:00:00,P00292,ASIA,I0028,2,66.72,2025-01-01 21:00:00
L0000164,2025-01-01 03:00:00,P00366,EU,I0035,2,463.62,2025-01-01 18:00:00
L0000166,2025-01-01 03:00:00,P00390,ASIA,I0028,1,72.2,2025-01-02 03:00:00
L0000167,2025-01-01 03:00:00,P00410,NA,I0010,4,24.46,2025-01-02 12:00:00
L0000168,2025-01-01 03:00:00,P00415,EU,I0005,2,47.44,2025-01-02 00:00:00
L0000169,2025-01-01 03:00:00,P00438,NA,I0017,3,72.78,2025-01-02 02:00:00
L0000145,2025-01-01 03:00:00,P00187,EU,I0029,1,66.26,2025-01-02 11:00:00
L0000161,2025-01-01 03:00:00,P00342,EU,I0006,1,61.5,2025-01-02 02:00:00
L0000160,2025-01-01 03:00:00,P00338,ASIA,I0036,2,63.03,2025-01-01 19:00:00
L0000182,2025-01-01 03:00:00,P00587,EU,I0032,3,83.1,2025-01-02 14:00:00
L0000181,2025-01-01 03:00:00,P00583,ASIA,I0017,1,103.37,2025-01-01 19:00:00
L0000180,2025-01-01 03:00:00,P00557,NA,I0016,1,78.62,2025-01-01 17:00:00
L0000179,2025-01-01 03:00:00,P00550,ASIA,I0025,3,54.14,2025-01-02 14:00:00
L0000172,2025-01-01 03:00:00,P00470,ASIA,I0019,2,41.06,2025-01-02 06:00:00
L0000176,2025-01-01 03:00:00,P00512,EU,I0024,1,55.97,2025-01-02 03:00:00
L0000175,2025-01-01 03:00:00,P00487,EU,I0024,2,64.26,2025-01-02 02:00:00
L0000174,2025-01-01 03:00:00,P00484,EU,I0005,1,49.67,2025-01-01 16:00:00
L0000173,2025-01-01 03:00:00,P00472,ASIA,I0006,1,65.28,2025-01-01 22:00:00
L0000183,2025-01-01 03:00:00,P00590,EU,I0031,1,59.68,2025-01-01 16:00:00
L0000171,2025-01-01 03:00:00,P00461,NA,I0036,1,61.24,2025-01-02 13:00:00
L0000165,2025-01-01 03:00:00,P00385,EU,I0021,2,44.84,2025-01-01 18:00:00
L0000170,2025-01-01 03:00:00,P00446,NA,I0023,1,42.01,2025-01-02 01:00:00
L0000162,2025-01-01 03:00:00,P00351,EU,I0003,2,42.99,2025-01-01 16:00:00
L0000163,2025-01-01 03:00:00,P00356,EU,I0039,1,48.3,2025-01-02 02:00:00
L0000177,2025-01-01 03:00:00,P00524,NA,I0039,1,60.3,2025-01-01 23:00:00
L0000211,2025-01-01 04:00:00,P00237,EU,I0028,3,63.08,2025-01-02 11:00:00
L0000193,2025-01-01 04:00:00,P00074,NA,I0009,2,46.89,2025-01-01 19:00:00
L0000194,2025-01-01 04:00:00,P00090,NA,I0013,1,53.54,2025-01-02 01:00:00
L0000195,2025-01-01 04:00:00,P00107,NA,I0017,2,66.65,2025-01-02 08:00:00
L0000185,2025-01-01 04:00:00,P00028,EU,I0028,2,58.72,2025-01-02 01:00:00
L0000205,2025-01-01 04:00:00,P00197,NA,I0023,1,37.07,2025-01-02 01:00:00
L0000196,2025-01-01 04:00:00,P00115,NA,I0021,1,45.67,2025-01-02 13:00:00
L0000208,2025-01-01 04:00:00,P00215,EU,I0027,2,59.46,2025-01-02 01:00:00
L0000206,2025-01-01 04:00:00,P00207,EU,I0022,1,68.83,2025-01-02 12:00:00
L0000192,2025-01-01 04:00:00,P00073,EU,I0000,1,60.81,2025-01-01 20:00:00
L0000197,2025-01-01 04:00:00,P00118,EU,I0023,1,48.13,2025-01-02 13:00:00
L0000190,2025-01-01 04:00:00,P00060,ASIA,I0003,1,40.07,2025-01-01 23:00:00
L0000232,2025-01-01 04:00:00,P00507,NA,I0022,1,63.15,2025-01-02 00:00:00
L0000188,2025-01-01 04:00:00,P00048,EU,I0027,1,65.41,2025-01-01 22:00:00
L0000187,2025-01-01 04:00:00,P00038,EU,I0014,2,80.04,2025-01-01 16:00:00
L0000186,2025-01-01 04:00:00,P00034,NA,I0017,1,74.73,2025-01-02 15:00:00
L0000210,2025-01-01 04:00:00,P00230,ASIA,I0007,1,57.01,2025-01-01 19:00:00
L0000209,2025-01-01 04:00:00,P00220,NA,I0011,1,34.86,2025-01-01 21:00:00
L0000200,2025-01-01 04:00:00,P00153,ASIA,I0022,2,64.83,2025-01-01 22:00:00
L0000191,2025-01-01 04:00:00,P00061,EU,I0022,3,57.88,2025-01-02 01:00:00
L0000222,2025-01-01 04:00:00,P00354,ASIA,I0019,2,56.62,2025-01-01 16:00:00
L0000204,2025-01-01 04:00:00,P00196,EU,I0023,2,43.66,2025-01-02 15:00:00
L0000207,2025-01-01 04:00:00,P00214,EU,I0028,3,66.19,2025-01-02 04:00:00
L0000202,2025-01-01 04:00:00,P00163,NA,I0036,3,53.68,2025-01-02 09:00:00
L0000189,2025-01-01 04:00:00,P00051,NA,I0010,1,22.85,2025-01-01 20:00:00
L0000225,2025-01-01 04:00:00,P00439,ASIA,I0003,1,40.19,2025-01-01 16:00:00
L0000184,2025-01-01 04:00:00,P00008,NA,I0006,1,54.94,2025-01-02 01:00:00
L0000236,2025-01-01 04:00:00,P00557,NA,I0020,2,51.93,2025-01-01 18:00:00
L0000198,2025-01-01 04:00:00,P00123,EU,I0033,2,55.61,2025-01-02 15:00:00
L0000203,2025-01-01 04:00:00,P00193,EU,I0027,1,54.11,2025-01-01 21:00:00
L0000223,2025-01-01 04:00:00,P00366,EU,I0015,1,50.15,2025-01-02 13:00:00
L0000201,2025-01-01 04:00:00,P00160,NA,I0023,4,43.59,2025-01-01 22:00:00
L0000212,2025-01-01 04:00:00,P00245,NA,I0019,1,43.66,2025-01-02 00:00:00
L0000235,2025-01-01 04:00:00,P00553,NA,I0027,2,48.62,2025-01-01 19:00:00
L0000234,2025-01-01 04:00:00,P00542,EU,I0031,2,69.73,2025-01-02 14:00:00
L0000221,2025-01-01 04:00:00,P00335,EU,I0039,1,47.75,2025-01-02 14:00:00
L0000233,2025-01-01 04:00:00,P00532,ASIA,I0016,1,87.78,2025-01-01 19:00:00
L0000231,2025-01-01 04:00:00,P00499,EU,I0013,2,47.99,2025-01-01 19:00:00
L0000230,2025-01-01 04:00:00,P00493,EU,I0026,1,67.57,2025-01-02 13:00:00
L0000229,2025-01-01 04:00:00,P00488,EU,I0027,1,54.95,2025-01-01 23:00:00
L0000199,2025-01-01 04:00:00,P00133,EU,I0027,2,51.71,2025-01-02 03:00:00
L0000227,2025-01-01 04:00:00,P00466,NA,I0026,1,60.05,2025-01-02 02:00:00
L0000228,2025-01-01 04:00:00,P00472,ASIA,I0022,1,56.93,2025-01-02 07:00:00
L0000220,2025-01-01 04:00:00,P00316,EU,I0019,3,53.25,2025-01-01 22:00:00
L0000218,2025-01-01 04:00:00,P00298,NA,I0030,2,40.7,2025-01-01 19:00:00
L0000214,2025-01-01 04:00:00,P00272,EU,I0023,1,49.11,2025-01-01 20:00:00
L0000216,2025-01-01 04:00:00,P00278,NA,I0000,1,57.18,2025-01-02 11:00:00
L0000219,2025-01-01 04:00:00,P00311,EU,I0038,1,297.6,2025-01-02 13:00:00
L0000213,2025-01-01 04:00:00,P00271,EU,I0035,1,682.76,2025-01-02 00:00:00
L0000217,2025-01-01 04:00:00,P00287,NA,I0004,2,56.56,2025-01-02 02:00:00
L0000224,2025-01-01 04:00:00,P00397,EU,I0036,2,70.39,2025-01-02 05:00:00
L0000226,2025-01-01 04:00:00,P00460,NA,I0001,1,397.83,2025-01-02 04:00:00
L0000237,2025-01-01 04:00:00,P00592,ASIA,I0029,1,66.28,2025-01-01 20:00:00
L0000215,2025-01-01 04:00:00,P00276,EU,I0003,2,31.7,2025-01-02 08:00:00
L0000255,2025-01-01 05:00:00,P00264,ASIA,I0023,1,34.84,2025-01-02 09:00:00
L0000261,2025-01-01 05:00:00,P00344,EU,I0011,2,48.33,2025-01-01 20:00:00
L0000254,2025-01-01 05:00:00,P00248,NA,I0016,1,90.04,2025-01-02 14:00:00
L0000253,2025-01-01 05:00:00,P00240,NA,I0007,2,49.22,2025-01-02 03:00:00
L0000252,2025-01-01 05:00:00,P00201,NA,I0020,2,66.78,2025-01-02 16:00:00
