entity_type,entity_id,fraud_type,is_fraud
trade,T0005675,wash_trading,1
listing,L0004605,wash_trading,1
trade,T0005676,wash_trading,1
listing,L0004606,wash_trading,1
trade,T0005677,wash_trading,1
listing,L0004607,wash_trading,1
trade,T0005678,wash_trading,1
listing,L0004608,wash_trading,1
trade,T0005679,wash_trading,1
listing,L0004609,wash_trading,1
trade,T0005680,wash_trading,1
listing,L0004610,wash_trading,1
trade,T0005681,wash_trading,1
listing,L0004611,wash_trading,1
trade,T0005682,wash_trading,1
listing,L0004612,wash_trading,1
trade,T0005683,wash_trading,1
listing,L0004613,wash_trading,1
trade,T0005684,wash_trading,1
listing,L0004614,wash_trading,1
trade,T0005685,wash_trading,1
listing,L0004615,wash_trading,1
trade,T0005686,wash_trading,1
listing,L0004616,wash_trading,1
trade,T0005687,wash_trading,1
listing,L0004617,wash_trading,1
trade,T0005688,wash_trading,1
listing,L0004618,wash_trading,1
trade,T0005689,wash_trading,1
listing,L0004619,wash_trading,1
trade,T0005690,wash_trading,1
listing,L0004620,wash_trading,1
trade,T0005691,mule_transfer,1
listing,L0004621,mule_transfer,1
account,P00199,mule_transfer,1
trade,T0005692,mule_transfer,1
listing,L0004622,mule_transfer,1
account,P00286,mule_transfer,1
trade,T0005693,mule_transfer,1
listing,L0004623,mule_transfer,1
account,P00274,mule_transfer,1
trade,T0005694,mule_transfer,1
listing,L0004624,mule_transfer,1
account,P00552,mule_transfer,1
trade,T0005695,mule_transfer,1
listing,L0004625,mule_transfer,1
account,P00511,mule_transfer,1
trade,T0005696,mule_transfer,1
listing,L0004626,mule_transfer,1
account,P00291,mule_transfer,1
trade,T0005697,mule_transfer,1
listing,L0004627,mule_transfer,1
account,P00557,mule_transfer,1
trade,T0005698,mule_transfer,1
listing,L0004628,mule_transfer,1
account,P00597,mule_transfer,1
trade,T0005699,mule_transfer,1
listing,L0004629,mule_transfer,1
account,P00147,mule_transfer,1
trade,T0005700,mule_transfer,1
listing,L0004630,mule_transfer,1
account,P00454,mule_transfer,1
trade,T0005701,mule_transfer,1
listing,L0004631,mule_transfer,1
account,P00190,mule_transfer,1
trade,T0005702,mule_transfer,1
listing,L0004632,mule_transfer,1
account,P00110,mule_transfer,1
trade,T0005703,collusive_flip,1
listing,L0004633,collusive_flip,1
trade,T0005704,collusive_flip,1
listing,L0004634,collusive_flip,1
trade,T0005705,collusive_flip,1
listing,L0004635,collusive_flip,1
trade,T0005706,collusive_flip,1
listing,L0004636,collusive_flip,1
trade,T0005707,collusive_flip,1
listing,L0004637,collusive_flip,1
trade,T0005708,collusive_flip,1
listing,L0004638,collusive_flip,1
trade,T0005709,collusive_flip,1
listing,L0004639,collusive_flip,1
trade,T0005710,collusive_flip,1
listing,L0004640,collusive_flip,1
trade,T0005711,collusive_flip,1
listing,L0004641,collusive_flip,1
trade,T0005712,collusive_flip,1
listing,L0004642,collusive_flip,1
trade,T0005713,collusive_flip,1
listing,L0004643,collusive_flip,1
trade,T0005714,collusive_flip,1
listing,L0004644,collusive_flip,1
trade,T0005715,collusive_flip,1
listing,L0004645,collusive_flip,1
trade,T0005716,collusive_flip,1
listing,L0004646,collusive_flip,1
trade,T0005717,collusive_flip,1
listing,L0004647,collusive_flip,1
trade,T0005718,collusive_flip,1
listing,L0004648,collusive_flip,1
trade,T0005719,collusive_flip,1
listing,L0004649,collusive_flip,1
trade,T0005720,collusive_flip,1
listing,L0004650,collusive_flip,1
trade,T0005721,collusive_flip,1
listing,L0004651,collusive_flip,1
trade,T0005722,collusive_flip,1
listing,L0004652,collusive_flip,1
