entity_type,entity_id,fraud_type,is_fraud
listing,L0004565,collusive_flip,1
trade,T0005843,collusive_flip,1
listing,L0004566,collusive_flip,1
trade,T0005844,collusive_flip,1
listing,L0004567,collusive_flip,1
trade,T0005845,collusive_flip,1
listing,L0004568,collusive_flip,1
trade,T0005846,collusive_flip,1
listing,L0004569,collusive_flip,1
trade,T0005847,collusive_flip,1
listing,L0004570,collusive_flip,1
trade,T0005848,collusive_flip,1
listing,L0004571,collusive_flip,1
trade,T0005849,collusive_flip,1
listing,L0004572,collusive_flip,1
trade,T0005850,collusive_flip,1
listing,L0004573,collusive_flip,1
