entity_type,entity_id,fraud_type,is_fraud
listing,L0004546,wash_trading,1
trade,T0005715,wash_trading,1
listing,L0004547,wash_trading,1
trade,T0005716,wash_trading,1
listing,L0004548,wash_trading,1
trade,T0005717,wash_trading,1
listing,L0004549,wash_trading,1
trade,T0005718,wash_trading,1
listing,L0004550,wash_trading,1
trade,T0005719,wash_trading,1
listing,L0004551,wash_trading,1
trade,T0005720,wash_trading,1
listing,L0004552,wash_trading,1
trade,T0005721,wash_trading,1
listing,L0004553,wash_trading,1
trade,T0005722,wash_trading,1
listing,L0004554,wash_trading,1
trade,T0005723,wash_trading,1
listing,L0004555,wash_trading,1
trade,T0005724,wash_trading,1
listing,L0004556,wash_trading,1
trade,T0005725,mule_transfer,1
listing,L0004557,mule_transfer,1
account,P00090,mule_transfer,1
trade,T0005726,mule_transfer,1
listing,L0004558,mule_transfer,1
account,P00116,mule_transfer,1
trade,T0005727,mule_transfer,1
listing,L0004559,mule_transfer,1
account,P00435,mule_transfer,1
trade,T0005728,mule_transfer,1
listing,L0004560,mule_transfer,1
account,P00312,mule_transfer,1
trade,T0005729,mule_transfer,1
listing,L0004561,mule_transfer,1
account,P00344,mule_transfer,1
trade,T0005730,mule_transfer,1
listing,L0004562,mule_transfer,1
account,P00330,mule_transfer,1
trade,T0005731,mule_transfer,1
listing,L0004563,mule_transfer,1
account,P00464,mule_transfer,1
trade,T0005732,mule_transfer,1
listing,L0004564,mule_transfer,1
account,P00126,mule_transfer,1
trade,T0005733,mule_transfer,1
listing,L0004565,mule_transfer,1
account,P00245,mule_transfer,1
trade,T0005734,mule_transfer,1
listing,L0004566,mule_transfer,1
account,P00342,mule_transfer,1
trade,T0005735,mule_transfer,1
listing,L0004567,mule_transfer,1
account,P00006,mule_transfer,1
trade,T0005736,mule_transfer,1
listing,L0004568,mule_transfer,1
account,P00441,mule_transfer,1
trade,T0005737,collusive_flip,1
listing,L0004569,collusive_flip,1
trade,T0005738,collusive_flip,1
listing,L0004570,collusive_flip,1
trade,T0005739,collusive_flip,1
listing,L0004571,collusive_flip,1
trade,T0005740,collusive_flip,1
listing,L0004572,collusive_flip,1
trade,T0005741,collusive_flip,1
listing,L0004573,collusive_flip,1
trade,T0005742,collusive_flip,1
listing,L0004574,collusive_flip,1
trade,T0005743,collusive_flip,1
listing,L0004575,collusive_flip,1
trade,T0005744,collusive_flip,1
listing,L0004576,collusive_flip,1
trade,T0005745,collusive_flip,1
listing,L0004577,collusive_flip,1
trade,T0005746,collusive_flip,1
listing,L0004578,collusive_flip,1
trade,T0005747,collusive_flip,1
listing,L0004579,collusive_flip,1
trade,T0005748,collusive_flip,1
listing,L0004580,collusive_flip,1
trade,T0005749,collusive_flip,1
listing,L0004581,collusive_flip,1
trade,T0005750,collusive_flip,1
listing,L0004582,collusive_flip,1
trade,T0005751,collusive_flip,1
listing,L0004583,collusive_flip,1
trade,T0005752,collusive_flip,1
listing,L0004584,collusive_flip,1
trade,T0005753,collusive_flip,1
listing,L0004585,collusive_flip,1
trade,T0005754,collusive_flip,1
listing,L0004586,collusive_flip,1
trade,T0005755,collusive_flip,1
listing,L0004587,collusive_flip,1
trade,T0005756,collusive_flip,1
listing,L0004588,collusive_flip,1
