trade_id,ts,buyer_id,seller_id,item_id,qty,price,listing_id
T0000018,2025-01-01 00:00:00,P00563,P00445,I0020,1,57.63,L0000029
T0000019,2025-01-01 00:00:00,P00255,P00225,I0015,1,58.55,L0000017
T0000011,2025-01-01 00:00:00,P00193,P00473,I0016,1,49.42,L0000031
T0000020,2025-01-01 00:00:00,P00469,P00258,I0028,1,54.83,L0000019
T0000081,2025-01-01 01:00:00,P00452,P00037,I0039,1,50.89,L0000001
T0000080,2025-01-01 01:00:00,P00426,P00550,I0019,1,55.73,L0000084
T0000079,2025-01-01 01:00:00,P00092,P00185,I0022,1,411.5,L0000056
T0000078,2025-01-01 01:00:00,P00540,P00275,I0007,1,426.48,L0000063
T0000077,2025-01-01 01:00:00,P00068,P00275,I0007,1,426.48,L0000063
T0000073,2025-01-01 01:00:00,P00527,P00045,I0018,1,40.28,L0000002
T0000075,2025-01-01 01:00:00,P00530,P00141,I0034,1,32.47,L0000052
T0000074,2025-01-01 01:00:00,P00349,P00117,I0038,1,368.76,L0000008
T0000082,2025-01-01 01:00:00,P00038,P00164,I0023,1,398.64,L0000011
T0000072,2025-01-01 01:00:00,P00124,P00095,I0025,1,314.27,L0000007
T0000076,2025-01-01 01:00:00,P00435,P00400,I0017,1,60.25,L0000027
T0000083,2025-01-01 01:00:00,P00348,P00215,I0031,1,41.08,L0000015
T0000094,2025-01-01 01:00:00,P00240,P00516,I0015,1,46.91,L0000080
T0000085,2025-01-01 01:00:00,P00453,P00004,I0009,1,38.11,L0000041
T0000086,2025-01-01 01:00:00,P00194,P00198,I0021,1,55.46,L0000013
T0000087,2025-01-01 01:00:00,P00458,P00516,I0015,1,46.91,L0000080
T0000088,2025-01-01 01:00:00,P00566,P00215,I0031,1,41.08,L0000015
T0000089,2025-01-01 01:00:00,P00089,P00180,I0037,1,38.19,L0000012
T0000091,2025-01-01 01:00:00,P00401,P00004,I0009,1,38.11,L0000041
T0000092,2025-01-01 01:00:00,P00315,P00065,I0027,1,51.74,L0000046
T0000093,2025-01-01 01:00:00,P00342,P00282,I0010,1,44.51,L0000064
T0000095,2025-01-01 01:00:00,P00123,P00305,I0004,1,51.9,L0000065
T0000096,2025-01-01 01:00:00,P00546,P00065,I0027,1,51.74,L0000046
T0000071,2025-01-01 01:00:00,P00027,P00282,I0010,1,44.51,L0000064
T0000084,2025-01-01 01:00:00,P00031,P00164,I0023,1,398.64,L0000011
T0000070,2025-01-01 01:00:00,P00543,P00516,I0015,1,46.91,L0000080
T0000090,2025-01-01 01:00:00,P00097,P00550,I0019,1,55.73,L0000084
T0000068,2025-01-01 01:00:00,P00251,P00275,I0007,1,426.48,L0000063
T0000044,2025-01-01 01:00:00,P00193,P00448,I0026,1,48.33,L0000074
T0000045,2025-01-01 01:00:00,P00444,P00117,I0038,1,368.76,L0000008
T0000046,2025-01-01 01:00:00,P00296,P00480,I0028,1,49.52,L0000077
T0000047,2025-01-01 01:00:00,P00478,P00453,I0020,1,38.89,L0000075
T0000048,2025-01-01 01:00:00,P00200,P00037,I0039,1,50.89,L0000001
T0000049,2025-01-01 01:00:00,P00167,P00576,I0005,1,381.7,L0000086
T0000050,2025-01-01 01:00:00,P00195,P00576,I0005,1,381.7,L0000086
T0000051,2025-01-01 01:00:00,P00173,P00473,I0016,1,49.42,L0000031
T0000052,2025-01-01 01:00:00,P00305,P00004,I0009,1,38.11,L0000041
T0000053,2025-01-01 01:00:00,P00399,P00065,I0027,1,51.74,L0000046
T0000054,2025-01-01 01:00:00,P00217,P00116,I0032,1,32.64,L0000051
T0000055,2025-01-01 01:00:00,P00274,P00004,I0009,1,38.11,L0000041
T0000069,2025-01-01 01:00:00,P00219,P00065,I0027,1,51.74,L0000046
T0000057,2025-01-01 01:00:00,P00186,P00516,I0015,1,46.91,L0000080
T0000056,2025-01-01 01:00:00,P00336,P00282,I0010,1,44.51,L0000064
T0000067,2025-01-01 01:00:00,P00013,P00198,I0021,1,55.46,L0000013
T0000066,2025-01-01 01:00:00,P00489,P00550,I0019,1,55.73,L0000084
T0000065,2025-01-01 01:00:00,P00570,P00367,I0003,1,53.12,L0000067
T0000063,2025-01-01 01:00:00,P00109,P00599,I0012,1,528.37,L0000040
T0000064,2025-01-01 01:00:00,P00410,P00198,I0021,1,55.46,L0000013
T0000061,2025-01-01 01:00:00,P00164,P00448,I0026,1,48.33,L0000074
T0000060,2025-01-01 01:00:00,P00081,P00539,I0030,1,56.04,L0000082
T0000059,2025-01-01 01:00:00,P00061,P00367,I0003,1,53.12,L0000067
T0000058,2025-01-01 01:00:00,P00413,P00141,I0034,1,32.47,L0000052
T0000062,2025-01-01 01:00:00,P00408,P00095,I0025,1,314.27,L0000007
T0000137,2025-01-01 02:00:00,P00089,P00037,I0039,1,50.89,L0000001
T0000134,2025-01-01 02:00:00,P00415,P00539,I0028,1,40.8,L0000143
T0000136,2025-01-01 02:00:00,P00159,P00285,I0014,1,513.32,L0000115
T0000135,2025-01-01 02:00:00,P00020,P00539,I0028,1,40.8,L0000143
T0000133,2025-01-01 02:00:00,P00373,P00198,I0021,1,55.46,L0000013
T0000128,2025-01-01 02:00:00,P00485,P00312,I0011,1,44.98,L0000023
T0000131,2025-01-01 02:00:00,P00108,P00185,I0022,1,411.5,L0000056
T0000130,2025-01-01 02:00:00,P00435,P00396,I0003,1,49.05,L0000129
T0000129,2025-01-01 02:00:00,P00106,P00516,I0015,1,46.91,L0000080
T0000138,2025-01-01 02:00:00,P00533,P00198,I0021,1,55.46,L0000013
T0000127,2025-01-01 02:00:00,P00125,P00022,I0010,1,38.21,L0000090
T0000132,2025-01-01 02:00:00,P00395,P00222,I0004,1,49.34,L0000109
T0000139,2025-01-01 02:00:00,P00104,P00539,I0028,1,40.8,L0000143
T0000145,2025-01-01 02:00:00,P00252,P00117,I0038,1,368.76,L0000008
T0000141,2025-01-01 02:00:00,P00599,P00539,I0028,1,40.8,L0000143
T0000142,2025-01-01 02:00:00,P00348,P00285,I0014,1,513.32,L0000115
T0000143,2025-01-01 02:00:00,P00530,P00550,I0019,1,55.73,L0000084
T0000144,2025-01-01 02:00:00,P00492,P00552,I0016,1,41.31,L0000145
T0000146,2025-01-01 02:00:00,P00280,P00539,I0028,1,40.8,L0000143
T0000147,2025-01-01 02:00:00,P00194,P00116,I0032,1,32.64,L0000051
T0000148,2025-01-01 02:00:00,P00164,P00185,I0022,1,411.5,L0000056
T0000149,2025-01-01 02:00:00,P00488,P00570,I0024,1,33.88,L0000037
T0000150,2025-01-01 02:00:00,P00061,P00117,I0038,1,368.76,L0000008
T0000151,2025-01-01 02:00:00,P00509,P00095,I0025,1,314.27,L0000007
T0000126,2025-01-01 02:00:00,P00324,P00198,I0021,1,55.46,L0000013
T0000153,2025-01-01 02:00:00,P00172,P00516,I0015,1,46.91,L0000080
T0000154,2025-01-01 02:00:00,P00591,P00448,I0026,1,48.33,L0000074
T0000140,2025-01-01 02:00:00,P00173,P00552,I0016,1,41.31,L0000145
T0000152,2025-01-01 02:00:00,P00236,P00116,I0032,1,32.64,L0000051
T0000125,2025-01-01 02:00:00,P00023,P00141,I0034,1,32.47,L0000052
T0000123,2025-01-01 02:00:00,P00032,P00312,I0011,1,44.98,L0000023
T0000124,2025-01-01 02:00:00,P00383,P00004,I0009,1,38.11,L0000041
T0000098,2025-01-01 02:00:00,P00511,P00453,I0020,1,38.89,L0000075
T0000099,2025-01-01 02:00:00,P00571,P00599,I0012,1,528.37,L0000040
T0000100,2025-01-01 02:00:00,P00515,P00180,I0037,1,38.19,L0000012
T0000101,2025-01-01 02:00:00,P00545,P00599,I0012,1,528.37,L0000040
T0000102,2025-01-01 02:00:00,P00328,P00037,I0039,1,50.89,L0000001
T0000103,2025-01-01 02:00:00,P00347,P00539,I0028,1,40.8,L0000143
T0000104,2025-01-01 02:00:00,P00166,P00037,I0039,1,50.89,L0000001
T0000105,2025-01-01 02:00:00,P00477,P00142,I0033,1,43.69,L0000053
T0000106,2025-01-01 02:00:00,P00335,P00037,I0039,1,50.89,L0000001
T0000107,2025-01-01 02:00:00,P00048,P00059,I0029,1,407.87,L0000094
T0000108,2025-01-01 02:00:00,P00393,P00095,I0025,1,314.27,L0000007
T0000109,2025-01-01 02:00:00,P00424,P00453,I0020,1,38.89,L0000075
T0000097,2025-01-01 02:00:00,P00218,P00448,I0026,1,48.33,L0000074
T0000111,2025-01-01 02:00:00,P00322,P00117,I0038,1,368.76,L0000008
T0000122,2025-01-01 02:00:00,P00259,P00065,I0027,1,51.74,L0000046
T0000121,2025-01-01 02:00:00,P00502,P00164,I0023,1,398.64,L0000011
T0000120,2025-01-01 02:00:00,P00453,P00065,I0027,1,51.74,L0000046
T0000110,2025-01-01 02:00:00,P00277,P00114,I0017,1,34.6,L0000099
T0000118,2025-01-01 02:00:00,P00459,P00312,I0011,1,44.98,L0000023
T0000119,2025-01-01 02:00:00,P00250,P00117,I0038,1,368.76,L0000008
T0000116,2025-01-01 02:00:00,P00308,P00004,I0009,1,38.11,L0000041
T0000115,2025-01-01 02:00:00,P00255,P00552,I0016,1,41.31,L0000145
T0000114,2025-01-01 02:00:00,P00589,P00117,I0038,1,368.76,L0000008
T0000113,2025-01-01 02:00:00,P00066,P00004,I0009,1,38.11,L0000041
T0000112,2025-01-01 02:00:00,P00220,P00448,I0026,1,48.33,L0000074
T0000117,2025-01-01 02:00:00,P00418,P00218,I0008,1,44.26,L0000057
T0000192,2025-01-01 03:00:00,P00089,P00285,I0014,1,513.32,L0000115
T0000191,2025-01-01 03:00:00,P00167,P00560,I0036,1,40.34,L0000085
T0000190,2025-01-01 03:00:00,P00391,P00222,I0004,1,49.34,L0000109
T0000189,2025-01-01 03:00:00,P00068,P00539,I0028,1,40.8,L0000143
T0000183,2025-01-01 03:00:00,P00374,P00539,I0028,1,40.8,L0000143
T0000187,2025-01-01 03:00:00,P00510,P00396,I0003,1,49.05,L0000129
T0000186,2025-01-01 03:00:00,P00517,P00114,I0017,1,34.6,L0000099
T0000185,2025-01-01 03:00:00,P00472,P00516,I0015,1,46.91,L0000080
T0000184,2025-01-01 03:00:00,P00361,P00379,I0010,1,31.59,L0000175
T0000193,2025-01-01 03:00:00,P00283,P00095,I0025,1,314.27,L0000007
T0000188,2025-01-01 03:00:00,P00364,P00516,I0015,1,46.91,L0000080
T0000194,2025-01-01 03:00:00,P00224,P00529,I0005,1,362.73,L0000141
T0000200,2025-01-01 03:00:00,P00410,P00448,I0026,1,48.33,L0000074
T0000196,2025-01-01 03:00:00,P00239,P00126,I0021,1,54.43,L0000156
T0000197,2025-01-01 03:00:00,P00287,P00599,I0029,1,397.6,L0000193
T0000198,2025-01-01 03:00:00,P00547,P00275,I0007,1,426.48,L0000063
T0000199,2025-01-01 03:00:00,P00243,P00222,I0004,1,49.34,L0000109
T0000201,2025-01-01 03:00:00,P00091,P00560,I0036,1,40.34,L0000085
T0000202,2025-01-01 03:00:00,P00544,P00185,I0022,1,411.5,L0000056
T0000203,2025-01-01 03:00:00,P00146,P00379,I0010,1,31.59,L0000175
T0000204,2025-01-01 03:00:00,P00219,P00599,I0012,1,528.37,L0000040
T0000205,2025-01-01 03:00:00,P00300,P00539,I0028,1,40.8,L0000143
T0000206,2025-01-01 03:00:00,P00130,P00448,I0026,1,48.33,L0000074
T0000182,2025-01-01 03:00:00,P00406,P00312,I0011,1,44.98,L0000023
T0000195,2025-01-01 03:00:00,P00148,P00164,I0023,1,398.64,L0000011
T0000181,2025-01-01 03:00:00,P00506,P00146,I0030,1,54.94,L0000102
T0000177,2025-01-01 03:00:00,P00029,P00599,I0012,1,528.37,L0000040
T0000179,2025-01-01 03:00:00,P00207,P00516,I0015,1,46.91,L0000080
T0000155,2025-01-01 03:00:00,P00015,P00218,I0008,1,44.26,L0000057
T0000156,2025-01-01 03:00:00,P00575,P00570,I0024,1,33.88,L0000037
T0000157,2025-01-01 03:00:00,P00272,P00095,I0025,1,314.27,L0000007
T0000158,2025-01-01 03:00:00,P00248,P00069,I0019,1,51.42,L0000152
T0000159,2025-01-01 03:00:00,P00025,P00126,I0021,1,54.43,L0000156
T0000160,2025-01-01 03:00:00,P00435,P00453,I0020,1,38.89,L0000075
T0000162,2025-01-01 03:00:00,P00073,P00117,I0038,1,368.76,L0000008
T0000163,2025-01-01 03:00:00,P00094,P00599,I0012,1,528.37,L0000040
T0000164,2025-01-01 03:00:00,P00022,P00004,I0009,1,38.11,L0000041
T0000165,2025-01-01 03:00:00,P00114,P00037,I0039,1,50.89,L0000001
T0000166,2025-01-01 03:00:00,P00117,P00185,I0022,1,411.5,L0000056
T0000161,2025-01-01 03:00:00,P00315,P00379,I0010,1,31.59,L0000175
T0000168,2025-01-01 03:00:00,P00183,P00126,I0021,1,54.43,L0000156
T0000167,2025-01-01 03:00:00,P00275,P00552,I0016,1,41.31,L0000145
T0000180,2025-01-01 03:00:00,P00309,P00117,I0038,1,368.76,L0000008
T0000176,2025-01-01 03:00:00,P00017,P00141,I0034,1,32.47,L0000052
T0000175,2025-01-01 03:00:00,P00595,P00599,I0012,1,528.37,L0000040
T0000174,2025-01-01 03:00:00,P00092,P00114,I0017,1,34.6,L0000099
T0000178,2025-01-01 03:00:00,P00502,P00142,I0033,1,43.69,L0000053
T0000172,2025-01-01 03:00:00,P00366,P00448,I0026,1,48.33,L0000074
T0000171,2025-01-01 03:00:00,P00545,P00215,I0031,1,41.08,L0000015
T0000170,2025-01-01 03:00:00,P00138,P00141,I0034,1,32.47,L0000052
T0000169,2025-01-01 03:00:00,P00451,P00037,I0039,1,50.89,L0000001
T0000173,2025-01-01 03:00:00,P00156,P00570,I0024,1,33.88,L0000037
T0000247,2025-01-01 04:00:00,P00566,P00570,I0024,1,33.88,L0000037
T0000246,2025-01-01 04:00:00,P00337,P00396,I0003,1,49.05,L0000129
T0000245,2025-01-01 04:00:00,P00465,P00222,I0004,1,49.34,L0000109
T0000244,2025-01-01 04:00:00,P00502,P00560,I0036,1,40.34,L0000085
T0000243,2025-01-01 04:00:00,P00356,P00114,I0017,1,34.6,L0000099
T0000240,2025-01-01 04:00:00,P00576,P00116,I0032,1,32.64,L0000051
T0000241,2025-01-01 04:00:00,P00314,P00037,I0039,1,50.89,L0000001
T0000239,2025-01-01 04:00:00,P00178,P00222,I0004,1,49.34,L0000109
T0000238,2025-01-01 04:00:00,P00200,P00114,I0017,1,34.6,L0000099
T0000237,2025-01-01 04:00:00,P00516,P00146,I0030,1,54.94,L0000102
T0000242,2025-01-01 04:00:00,P00007,P00552,I0016,1,41.31,L0000145
T0000248,2025-01-01 04:00:00,P00593,P00146,I0030,1,54.94,L0000102
T0000261,2025-01-01 04:00:00,P00164,P00126,I0021,1,54.43,L0000156
T0000250,2025-01-01 04:00:00,P00273,P00539,I0028,1,40.8,L0000143
T0000251,2025-01-01 04:00:00,P00293,P00114,I0017,1,34.6,L0000099
T0000252,2025-01-01 04:00:00,P00000,P00180,I0037,1,38.19,L0000012
T0000253,2025-01-01 04:00:00,P00511,P00116,I0032,1,32.64,L0000051
T0000254,2025-01-01 04:00:00,P00390,P00516,I0015,1,46.91,L0000080
T0000255,2025-01-01 04:00:00,P00176,P00164,I0023,1,398.64,L0000011
T0000256,2025-01-01 04:00:00,P00472,P00539,I0028,1,40.8,L0000143
T0000257,2025-01-01 04:00:00,P00295,P00037,I0039,1,50.89,L0000001
T0000258,2025-01-01 04:00:00,P00251,P00222,I0004,1,49.34,L0000109
T0000259,2025-01-01 04:00:00,P00227,P00448,I0026,1,48.33,L0000074
T0000260,2025-01-01 04:00:00,P00146,P00037,I0039,1,50.89,L0000001
T0000235,2025-01-01 04:00:00,P00190,P00116,I0032,1,32.64,L0000051
T0000249,2025-01-01 04:00:00,P00025,P00126,I0021,1,54.43,L0000156
T0000234,2025-01-01 04:00:00,P00170,P00065,I0027,1,51.74,L0000046
T0000236,2025-01-01 04:00:00,P00527,P00065,I0027,1,51.74,L0000046
T0000232,2025-01-01 04:00:00,P00105,P00516,I0015,1,46.91,L0000080
T0000233,2025-01-01 04:00:00,P00393,P00552,I0016,1,41.31,L0000145
T0000207,2025-01-01 04:00:00,P00050,P00379,I0010,1,31.59,L0000175
T0000208,2025-01-01 04:00:00,P00217,P00185,I0022,1,411.5,L0000056
T0000209,2025-01-01 04:00:00,P00079,P00215,I0031,1,41.08,L0000015
T0000210,2025-01-01 04:00:00,P00596,P00438,I0018,1,38.46,L0000133
T0000211,2025-01-01 04:00:00,P00026,P00180,I0037,1,38.19,L0000012
T0000212,2025-01-01 04:00:00,P00049,P00396,I0003,1,49.05,L0000129
T0000213,2025-01-01 04:00:00,P00388,P00146,I0030,1,54.94,L0000102
T0000215,2025-01-01 04:00:00,P00419,P00004,I0009,1,38.11,L0000041
T0000216,2025-01-01 04:00:00,P00312,P00037,I0039,1,50.89,L0000001
T0000217,2025-01-01 04:00:00,P00590,P00599,I0029,1,397.6,L0000193
T0000218,2025-01-01 04:00:00,P00089,P00004,I0009,1,38.11,L0000041
T0000219,2025-01-01 04:00:00,P00041,P00570,I0024,1,33.88,L0000037
T0000214,2025-01-01 04:00:00,P00437,P00078,I0033,1,39.64,L0000198
T0000221,2025-01-01 04:00:00,P00275,P00126,I0021,1,54.43,L0000156
T0000220,2025-01-01 04:00:00,P00292,P00126,I0021,1,54.43,L0000156
T0000231,2025-01-01 04:00:00,P00506,P00065,I0027,1,51.74,L0000046
T0000230,2025-01-01 04:00:00,P00182,P00599,I0012,1,528.37,L0000040
T0000229,2025-01-01 04:00:00,P00570,P00560,I0036,1,40.34,L0000085
T0000227,2025-01-01 04:00:00,P00490,P00078,I0033,1,39.64,L0000198
T0000228,2025-01-01 04:00:00,P00483,P00396,I0003,1,49.05,L0000129
T0000225,2025-01-01 04:00:00,P00149,P00448,I0026,1,48.33,L0000074
T0000224,2025-01-01 04:00:00,P00281,P00180,I0037,1,38.19,L0000012
T0000223,2025-01-01 04:00:00,P00494,P00438,I0018,1,38.46,L0000133
T0000222,2025-01-01 04:00:00,P00529,P00078,I0033,1,39.64,L0000198
T0000226,2025-01-01 04:00:00,P00537,P00095,I0025,1,314.27,L0000007
T0000300,2025-01-01 05:00:00,P00337,P00180,I0037,1,38.19,L0000012
T0000303,2025-01-01 05:00:00,P00378,P00185,I0022,1,411.5,L0000056
T0000302,2025-01-01 05:00:00,P00076,P00438,I0018,1,38.46,L0000133
T0000301,2025-01-01 05:00:00,P00222,P00396,I0003,1,49.05,L0000129
T0000299,2025-01-01 05:00:00,P00174,P00453,I0020,1,38.89,L0000075
T0000293,2025-01-01 05:00:00,P00166,P00394,I0034,1,28.61,L0000271
T0000297,2025-01-01 05:00:00,P00587,P00448,I0026,1,48.33,L0000074
T0000296,2025-01-01 05:00:00,P00260,P00065,I0027,1,51.74,L0000046
T0000295,2025-01-01 05:00:00,P00440,P00215,I0031,1,41.08,L0000015
T0000294,2025-01-01 05:00:00,P00172,P00599,I0029,1,397.6,L0000193
T0000304,2025-01-01 05:00:00,P00082,P00599,I0029,1,397.6,L0000193
T0000298,2025-01-01 05:00:00,P00439,P00117,I0038,1,368.76,L0000008
T0000305,2025-01-01 05:00:00,P00588,P00599,I0012,1,528.37,L0000040
T0000318,2025-01-01 05:00:00,P00523,P00078,I0033,1,39.64,L0000198
T0000307,2025-01-01 05:00:00,P00036,P00379,I0010,1,31.59,L0000175
T0000308,2025-01-01 05:00:00,P00238,P00502,I0006,1,434.3,L0000281
T0000309,2025-01-01 05:00:00,P00104,P00448,I0026,1,48.33,L0000074
T0000310,2025-01-01 05:00:00,P00512,P00151,I0035,1,3382.46,L0000202
T0000311,2025-01-01 05:00:00,P00562,P00218,I0008,1,44.26,L0000057
T0000312,2025-01-01 05:00:00,P00547,P00117,I0038,1,368.76,L0000008
T0000313,2025-01-01 05:00:00,P00543,P00004,I0009,1,38.11,L0000041
T0000319,2025-01-01 05:00:00,P00207,P00448,I0026,1,48.33,L0000074
T0000314,2025-01-01 05:00:00,P00158,P00394,I0034,1,28.61,L0000271
T0000315,2025-01-01 05:00:00,P00526,P00448,I0026,1,48.33,L0000074
T0000316,2025-01-01 05:00:00,P00373,P00599,I0029,1,397.6,L0000193
T0000317,2025-01-01 05:00:00,P00566,P00502,I0006,1,434.3,L0000281
T0000292,2025-01-01 05:00:00,P00007,P00551,I0019,1,45.01,L0000236
T0000306,2025-01-01 05:00:00,P00452,P00215,I0031,1,41.08,L0000015
T0000291,2025-01-01 05:00:00,P00568,P00599,I0012,1,528.37,L0000040
T0000267,2025-01-01 05:00:00,P00106,P00516,I0015,1,46.91,L0000080
T0000289,2025-01-01 05:00:00,P00429,P00285,I0014,1,513.32,L0000115
T0000290,2025-01-01 05:00:00,P00139,P00570,I0024,1,33.88,L0000037
T0000262,2025-01-01 05:00:00,P00591,P00189,I0039,1,50.52,L0000257
T0000263,2025-01-01 05:00:00,P00194,P00170,I0021,1,49.31,L0000256
T0000264,2025-01-01 05:00:00,P00493,P00114,I0017,1,34.6,L0000099
T0000265,2025-01-01 05:00:00,P00341,P00095,I0025,1,314.27,L0000007
T0000266,2025-01-01 05:00:00,P00359,P00189,I0039,1,50.52,L0000257
T0000269,2025-01-01 05:00:00,P00024,P00394,I0034,1,28.61,L0000271
T0000270,2025-01-01 05:00:00,P00406,P00164,I0023,1,398.64,L0000011
T0000271,2025-01-01 05:00:00,P00536,P00599,I0029,1,397.6,L0000193
T0000272,2025-01-01 05:00:00,P00117,P00078,I0033,1,39.64,L0000198
T0000273,2025-01-01 05:00:00,P00420,P00215,I0031,1,41.08,L0000015
T0000274,2025-01-01 05:00:00,P00028,P00374,I0030,1,54.06,L0000266
T0000275,2025-01-01 05:00:00,P00212,P00180,I0037,1,38.19,L0000012
T0000268,2025-01-01 05:00:00,P00395,P00285,I0014,1,513.32,L0000115
T0000277,2025-01-01 05:00:00,P00232,P00590,I0007,1,355.88,L0000239
T0000288,2025-01-01 05:00:00,P00432,P00448,I0026,1,48.33,L0000074
T0000276,2025-01-01 05:00:00,P00310,P00551,I0019,1,45.01,L0000236
T0000287,2025-01-01 05:00:00,P00033,P00529,I0005,1,362.73,L0000141
T0000286,2025-01-01 05:00:00,P00307,P00222,I0004,1,49.34,L0000109
T0000284,2025-01-01 05:00:00,P00361,P00551,I0019,1,45.01,L0000236
T0000283,2025-01-01 05:00:00,P00561,P00151,I0035,1,3382.46,L0000202
T0000285,2025-01-01 05:00:00,P00539,P00394,I0034,1,28.61,L0000271
T0000282,2025-01-01 05:00:00,P00080,P00215,I0031,1,41.08,L0000015
T0000281,2025-01-01 05:00:00,P00459,P00215,I0031,1,41.08,L0000015
T0000280,2025-01-01 05:00:00,P00110,P00215,I0031,1,41.08,L0000015
T0000279,2025-01-01 05:00:00,P00497,P00379,I0010,1,31.59,L0000175
T0000278,2025-01-01 05:00:00,P00015,P00374,I0030,1,54.06,L0000266
T0000366,2025-01-01 06:00:00,P00450,P00570,I0024,1,33.88,L0000037
T0000370,2025-01-01 06:00:00,P00278,P00394,I0034,1,28.61,L0000271
T0000369,2025-01-01 06:00:00,P00153,P00529,I0005,1,362.73,L0000141
T0000368,2025-01-01 06:00:00,P00345,P00552,I0016,1,41.31,L0000145
T0000367,2025-01-01 06:00:00,P00192,P00114,I0017,1,34.6,L0000099
T0000371,2025-01-01 06:00:00,P00300,P00215,I0031,1,41.08,L0000015
T0000365,2025-01-01 06:00:00,P00378,P00396,I0003,1,49.05,L0000129
T0000359,2025-01-01 06:00:00,P00359,P00065,I0027,1,51.74,L0000046
T0000363,2025-01-01 06:00:00,P00212,P00570,I0024,1,33.88,L0000037
T0000362,2025-01-01 06:00:00,P00514,P00599,I0012,1,528.37,L0000040
T0000361,2025-01-01 06:00:00,P00056,P00095,I0025,1,314.27,L0000007
T0000358,2025-01-01 06:00:00,P00314,P00553,I0030,1,54.03,L0000333
T0000357,2025-01-01 06:00:00,P00111,P00116,I0032,1,32.64,L0000051
T0000372,2025-01-01 06:00:00,P00150,P00185,I0022,1,411.5,L0000056
T0000364,2025-01-01 06:00:00,P00483,P00438,I0018,1,38.46,L0000133
T0000373,2025-01-01 06:00:00,P00180,P00215,I0031,1,41.08,L0000015
T0000387,2025-01-01 06:00:00,P00388,P00218,I0008,1,44.26,L0000057
T0000375,2025-01-01 06:00:00,P00004,P00116,I0032,1,32.64,L0000051
T0000356,2025-01-01 06:00:00,P00492,P00438,I0018,1,38.46,L0000133
T0000389,2025-01-01 06:00:00,P00517,P00570,I0024,1,33.88,L0000037
