player_id,region,playstyle,account_age_days
P00364,EU,casual,908
P00365,EU,casual,206
P00366,EU,farmer,255
P00367,ASIA,casual,193
P00368,NA,casual,832
P00369,EU,trader,140
P00370,EU,casual,243
P00371,NA,casual,65
P00372,ASIA,casual,19
P00373,NA,casual,944
P00374,EU,casual,711
P00375,ASIA,trader,1008
P00376,NA,trader,654
P00377,NA,farmer,959
P00378,EU,trader,443
P00379,NA,casual,763
P00380,NA,casual,691
P00381,EU,casual,750
P00382,NA,casual,98
P00383,ASIA,trader,386
P00384,NA,casual,1
P00385,NA,casual,102
P00386,ASIA,casual,730
P00387,ASIA,casual,863
P00388,NA,trader,585
P00389,NA,raider,989
P00390,EU,casual,693
P00391,NA,raider,1055
P00392,ASIA,raider,487
P00393,ASIA,raider,1055
P00394,ASIA,trader,238
P00395,EU,raider,842
P00396,NA,raider,901
P00397,EU,casual,850
P00398,EU,raider,374
P00399,NA,casual,231
P00400,NA,casual,854
P00401,NA,farmer,331
P00402,ASIA,raider,826
P00403,NA,trader,432
P00404,EU,casual,467
P00405,EU,casual,674
P00406,EU,casual,682
P00407,NA,farmer,405
P00408,NA,farmer,461
P00409,NA,casual,27
P00410,NA,casual,362
P00411,EU,raider,1040
P00412,ASIA,casual,632
P00413,EU,casual,19
P00414,NA,raider,732
P00415,ASIA,casual,306
P00416,EU,raider,368
P00417,NA,casual,504
P00418,NA,casual,326
P00419,ASIA,casual,204
P00420,EU,raider,297
P00421,NA,casual,997
P00422,EU,raider,208
P00423,NA,raider,1072
P00424,NA,casual,639
P00425,EU,casual,762
P00426,EU,casual,719
P00427,NA,trader,865
P00428,EU,casual,434
P00429,EU,casual,1089
P00430,EU,casual,801
P00431,EU,trader,79
P00432,EU,farmer,1009
P00433,EU,casual,978
P00434,NA,raider,720
P00435,EU,casual,453
P00436,EU,trader,101
P00437,NA,casual,726
P00438,EU,casual,716
P00439,NA,casual,83
P00440,EU,trader,735
P00441,NA,farmer,392
P00442,EU,casual,1012
P00443,EU,casual,677
P00444,ASIA,casual,374
P00445,NA,raider,717
P00446,EU,casual,890
P00447,EU,casual,1021
P00448,EU,casual,1012
P00449,EU,raider,99
P00450,EU,casual,640
P00451,NA,casual,279
P00452,NA,raider,243
P00453,EU,raider,807
P00454,EU,casual,724
P00455,EU,casual,827
P00456,ASIA,casual,65
P00457,NA,casual,125
P00458,NA,raider,377
P00459,EU,trader,224
P00460,EU,farmer,791
P00461,EU,casual,306
P00462,EU,trader,501
P00463,EU,casual,711
P00464,EU,casual,548
P00465,NA,trader,1008
P00466,EU,casual,789
P00467,ASIA,casual,282
P00468,EU,casual,622
P00469,EU,casual,54
P00470,NA,casual,733
P00471,NA,casual,744
P00472,EU,raider,8
P00473,ASIA,casual,555
P00474,ASIA,raider,302
P00475,EU,casual,362
P00476,EU,casual,273
P00477,EU,casual,51
P00478,EU,raider,502
P00479,NA,casual,913
P00480,EU,farmer,74
P00481,NA,trader,687
P00482,ASIA,casual,433
P00483,EU,casual,32
P00484,NA,casual,462
P00485,NA,farmer,415
P00486,EU,farmer,443
P00487,EU,farmer,407
P00488,EU,trader,382
P00489,EU,casual,216
P00490,NA,raider,728
P00491,ASIA,farmer,454
P00492,NA,casual,1020
P00493,EU,raider,66
P00494,EU,casual,540
P00495,ASIA,trader,1014
P00496,ASIA,farmer,313
P00497,NA,casual,74
P00498,EU,farmer,293
P00499,EU,farmer,108
P00500,EU,casual,505
P00501,ASIA,farmer,239
P00502,NA,farmer,446
P00503,NA,casual,1019
P00504,EU,casual,672
P00505,NA,casual,500
P00506,EU,casual,600
P00507,ASIA,casual,415
P00508,NA,casual,379
P00509,EU,trader,466
P00510,ASIA,trader,669
P00511,EU,trader,725
P00512,EU,casual,486
P00513,NA,casual,835
P00514,EU,trader,194
P00515,NA,trader,952
P00516,EU,raider,653
P00517,NA,casual,182
P00518,ASIA,trader,50
P00519,NA,casual,168
P00520,EU,raider,5
P00521,NA,casual,421
P00522,NA,farmer,821
P00523,EU,raider,969
P00524,EU,casual,496
P00525,EU,casual,396
P00526,ASIA,casual,102
P00527,NA,casual,847
P00528,ASIA,raider,105
P00529,ASIA,casual,98
P00530,EU,casual,379
P00531,NA,trader,914
P00532,EU,trader,1050
P00533,EU,raider,201
P00534,EU,casual,757
P00535,ASIA,trader,596
P00536,EU,raider,629
P00537,NA,casual,449
P00538,EU,casual,577
P00539,ASIA,farmer,295
P00540,NA,casual,297
P00541,EU,casual,151
P00542,EU,trader,636
P00543,EU,casual,323
P00544,EU,trader,1012
P00545,NA,raider,743
P00546,EU,casual,937
P00547,ASIA,casual,955
P00548,NA,farmer,929
P00549,ASIA,casual,136
P00550,EU,raider,68
P00551,EU,farmer,805
P00552,NA,trader,626
P00553,NA,casual,67
P00554,ASIA,raider,142
P00555,EU,trader,1072
P00556,NA,casual,487
P00557,EU,trader,1022
P00558,EU,casual,211
P00559,NA,casual,534
P00560,NA,casual,259
P00561,EU,trader,844
P00562,EU,casual,657
P00563,EU,casual,624
P00564,EU,raider,941
P00565,EU,casual,151
P00566,EU,raider,768
P00567,EU,farmer,889
P00568,EU,trader,620
P00569,EU,raider,745
P00570,ASIA,casual,201
P00571,ASIA,trader,654
P00572,NA,casual,988
P00573,NA,casual,590
P00574,EU,casual,1005
P00575,EU,farmer,89
P00576,EU,casual,775
P00577,NA,casual,896
P00578,NA,raider,316
P00579,EU,casual,329
P00580,EU,trader,1026
P00581,ASIA,raider,723
P00582,EU,casual,340
P00583,NA,casual,922
P00584,ASIA,casual,429
P00585,EU,farmer,1038
P00586,NA,farmer,542
P00587,ASIA,farmer,79
P00588,ASIA,casual,171
P00589,EU,trader,312
P00590,NA,raider,395
P00591,EU,trader,6
P00592,ASIA,trader,1066
P00593,EU,raider,256
P00594,ASIA,raider,475
P00595,NA,raider,350
P00596,NA,raider,172
P00597,EU,casual,20
P00598,NA,casual,896
P00599,EU,casual,148
