entity_type,entity_id,fraud_type,is_fraud
trade,T0005982,wash_trading,1
listing,L0004560,wash_trading,1
trade,T0005983,wash_trading,1
listing,L0004561,wash_trading,1
trade,T0005984,wash_trading,1
listing,L0004562,wash_trading,1
trade,T0005985,wash_trading,1
listing,L0004563,wash_trading,1
trade,T0005986,wash_trading,1
listing,L0004564,wash_trading,1
trade,T0005987,wash_trading,1
listing,L0004565,wash_trading,1
trade,T0005988,wash_trading,1
listing,L0004566,wash_trading,1
trade,T0005989,wash_trading,1
listing,L0004567,wash_trading,1
trade,T0005990,wash_trading,1
listing,L0004568,wash_trading,1
trade,T0005991,wash_trading,1
listing,L0004569,wash_trading,1
trade,T0005992,wash_trading,1
listing,L0004570,wash_trading,1
trade,T0005993,wash_trading,1
listing,L0004571,wash_trading,1
trade,T0005994,wash_trading,1
listing,L0004572,wash_trading,1
trade,T0005995,wash_trading,1
listing,L0004573,wash_trading,1
trade,T0005996,wash_trading,1
listing,L0004574,wash_trading,1
trade,T0005997,wash_trading,1
listing,L0004575,wash_trading,1
trade,T0005998,wash_trading,1
listing,L0004576,wash_trading,1
trade,T0005999,mule_transfer,1
listing,L0004577,mule_transfer,1
account,P00384,mule_transfer,1
trade,T0006000,mule_transfer,1
listing,L0004578,mule_transfer,1
account,P00014,mule_transfer,1
trade,T0006001,mule_transfer,1
listing,L0004579,mule_transfer,1
account,P00520,mule_transfer,1
trade,T0006002,mule_transfer,1
listing,L0004580,mule_transfer,1
account,P00591,mule_transfer,1
trade,T0006003,mule_transfer,1
listing,L0004581,mule_transfer,1
account,P00071,mule_transfer,1
trade,T0006004,mule_transfer,1
listing,L0004582,mule_transfer,1
account,P00472,mule_transfer,1
trade,T0006005,mule_transfer,1
listing,L0004583,mule_transfer,1
account,P00271,mule_transfer,1
trade,T0006006,mule_transfer,1
listing,L0004584,mule_transfer,1
account,P00121,mule_transfer,1
trade,T0006007,mule_transfer,1
listing,L0004585,mule_transfer,1
account,P00259,mule_transfer,1
trade,T0006008,mule_transfer,1
listing,L0004586,mule_transfer,1
account,P00413,mule_transfer,1
trade,T0006009,mule_transfer,1
listing,L0004587,mule_transfer,1
account,P00372,mule_transfer,1
trade,T0006010,mule_transfer,1
listing,L0004588,mule_transfer,1
account,P00597,mule_transfer,1
trade,T0006011,collusive_flip,1
listing,L0004589,collusive_flip,1
trade,T0006012,collusive_flip,1
listing,L0004590,collusive_flip,1
trade,T0006013,collusive_flip,1
listing,L0004591,collusive_flip,1
trade,T0006014,collusive_flip,1
listing,L0004592,collusive_flip,1
trade,T0006015,collusive_flip,1
listing,L0004593,collusive_flip,1
trade,T0006016,collusive_flip,1
listing,L0004594,collusive_flip,1
trade,T0006017,collusive_flip,1
listing,L0004595,collusive_flip,1
trade,T0006018,collusive_flip,1
listing,L0004596,collusive_flip,1
trade,T0006019,collusive_flip,1
listing,L0004597,collusive_flip,1
trade,T0006020,collusive_flip,1
listing,L0004598,collusive_flip,1
trade,T0006021,collusive_flip,1
listing,L0004599,collusive_flip,1
trade,T0006022,collusive_flip,1
listing,L0004600,collusive_flip,1
trade,T0006023,collusive_flip,1
listing,L0004601,collusive_flip,1
trade,T0006024,collusive_flip,1
listing,L0004602,collusive_flip,1
trade,T0006025,collusive_flip,1
listing,L0004603,collusive_flip,1
trade,T0006026,collusive_flip,1
listing,L0004604,collusive_flip,1
trade,T0006027,collusive_flip,1
listing,L0004605,collusive_flip,1
trade,T0006028,collusive_flip,1
listing,L0004606,collusive_flip,1
trade,T0006029,collusive_flip,1
listing,L0004607,collusive_flip,1
trade,T0006030,collusive_flip,1
listing,L0004608,collusive_flip,1
