player_id,region,playstyle,account_age_days
P00172,NA,casual,830
P00173,EU,casual,326
P00174,NA,casual,583
P00175,ASIA,farmer,634
P00176,NA,raider,595
P00177,NA,casual,349
P00178,EU,casual,29
P00179,ASIA,casual,623
P00180,EU,raider,251
P00181,EU,casual,55
P00182,ASIA,casual,226
P00183,ASIA,casual,832
P00184,ASIA,casual,444
P00185,EU,raider,1049
P00186,ASIA,casual,1035
P00187,EU,casual,982
P00188,EU,raider,648
P00189,NA,farmer,835
P00190,ASIA,farmer,17
P00191,EU,raider,329
P00192,ASIA,farmer,229
P00193,EU,farmer,463
P00194,EU,casual,569
P00195,EU,farmer,325
P00196,EU,casual,534
P00197,NA,casual,758
P00198,NA,casual,830
P00199,ASIA,trader,3
P00200,EU,raider,664
P00201,NA,trader,38
P00202,NA,casual,387
P00203,EU,casual,254
P00204,ASIA,casual,895
P00205,EU,raider,54
P00206,ASIA,casual,436
P00207,EU,trader,929
P00208,ASIA,farmer,449
P00209,EU,farmer,683
P00210,NA,farmer,829
P00211,EU,trader,836
P00212,NA,casual,126
P00213,EU,casual,144
P00214,EU,casual,562
P00215,EU,casual,914
P00216,EU,farmer,810
P00217,NA,raider,269
P00218,NA,casual,788
P00219,EU,raider,572
P00220,NA,casual,159
P00221,ASIA,casual,1021
P00222,EU,casual,1008
P00223,EU,casual,578
P00224,EU,casual,226
P00225,ASIA,trader,524
P00226,NA,farmer,580
P00227,NA,casual,772
P00228,NA,farmer,1075
P00229,EU,raider,615
P00230,ASIA,casual,815
P00231,NA,casual,695
P00232,NA,raider,994
P00233,NA,raider,325
P00234,EU,casual,544
P00235,NA,farmer,191
P00236,ASIA,casual,255
P00237,EU,trader,987
P00238,ASIA,casual,696
P00239,EU,trader,1020
P00240,NA,casual,551
P00241,NA,farmer,45
P00242,EU,casual,1056
P00243,ASIA,raider,70
P00244,NA,farmer,343
P00245,NA,raider,289
P00246,EU,trader,99
P00247,EU,farmer,657
P00248,NA,casual,595
P00249,ASIA,farmer,485
P00250,ASIA,trader,94
P00251,ASIA,casual,156
P00252,NA,casual,400
P00253,ASIA,casual,389
P00254,EU,casual,963
P00255,EU,casual,500
P00256,EU,casual,332
P00257,ASIA,raider,719
P00258,EU,raider,313
P00259,NA,trader,632
P00260,ASIA,casual,554
P00261,NA,raider,154
P00262,EU,trader,1065
P00263,NA,trader,225
P00264,ASIA,trader,447
P00265,ASIA,trader,701
P00266,NA,raider,677
P00267,NA,trader,855
P00268,NA,trader,126
P00269,ASIA,casual,728
P00270,EU,casual,620
P00271,EU,casual,182
P00272,EU,farmer,40
P00273,NA,casual,983
P00274,ASIA,raider,5
P00275,NA,casual,1044
P00276,EU,casual,450
P00277,NA,casual,688
P00278,NA,casual,1091
P00279,NA,casual,39
P00280,EU,casual,552
P00281,EU,casual,84
P00282,EU,casual,972
P00283,NA,farmer,764
P00284,NA,trader,317
P00285,NA,raider,433
P00286,EU,casual,5
P00287,NA,trader,180
P00288,NA,farmer,382
P00289,ASIA,casual,692
P00290,EU,casual,790
P00291,EU,casual,10
P00292,ASIA,casual,97
P00293,NA,casual,192
P00294,ASIA,trader,72
P00295,NA,casual,22
P00296,NA,casual,135
P00297,EU,raider,964
P00298,NA,casual,974
P00299,EU,casual,594
P00300,ASIA,casual,468
P00301,NA,trader,61
P00302,NA,raider,811
P00303,EU,casual,575
P00304,EU,farmer,567
P00305,EU,casual,120
P00306,EU,casual,333
P00307,NA,casual,313
P00308,NA,raider,298
P00309,EU,casual,386
P00310,ASIA,casual,925
P00311,EU,trader,652
P00312,ASIA,casual,495
P00313,NA,farmer,268
P00314,NA,farmer,110
P00315,NA,casual,118
P00316,EU,trader,1062
P00317,EU,casual,42
P00318,EU,raider,451
P00319,NA,casual,182
P00320,EU,trader,739
P00321,EU,raider,449
P00322,EU,casual,107
P00323,NA,casual,85
P00324,EU,casual,332
P00325,ASIA,trader,568
P00326,NA,casual,549
P00327,NA,raider,756
P00328,EU,trader,356
P00329,ASIA,casual,368
P00330,ASIA,trader,1088
P00331,NA,casual,1005
P00332,NA,raider,662
P00333,EU,casual,20
P00334,ASIA,casual,1000
P00335,EU,casual,886
P00336,ASIA,casual,668
P00337,NA,casual,887
P00338,ASIA,trader,47
P00339,NA,casual,325
P00340,ASIA,raider,109
P00341,NA,raider,340
P00342,EU,casual,665
P00343,EU,raider,601
P00344,EU,casual,92
P00345,NA,casual,846
P00346,NA,farmer,397
P00347,EU,farmer,782
P00348,EU,farmer,729
P00349,ASIA,casual,1017
P00350,NA,farmer,324
P00351,EU,farmer,250
P00352,EU,trader,872
P00353,ASIA,casual,490
P00354,ASIA,casual,236
P00355,EU,casual,1003
P00356,EU,casual,831
P00357,EU,casual,183
P00358,EU,farmer,221
P00359,NA,casual,591
P00360,NA,farmer,348
P00361,ASIA,farmer,415
P00362,EU,casual,137
P00363,ASIA,raider,537
P00364,ASIA,casual,674
P00365,EU,raider,790
P00366,EU,raider,31
P00367,ASIA,farmer,82
P00368,ASIA,casual,763
P00369,NA,casual,96
P00370,ASIA,casual,118
P00371,NA,casual,431
P00372,ASIA,casual,411
P00373,EU,raider,664
P00374,EU,casual,516
P00375,NA,raider,314
P00376,ASIA,casual,603
P00377,EU,casual,340
P00378,ASIA,casual,983
P00379,EU,casual,550
P00380,EU,casual,779
P00381,EU,raider,839
P00382,EU,trader,1029
P00383,EU,casual,554
P00384,NA,casual,929
P00385,EU,casual,251
P00386,ASIA,casual,1014
P00387,NA,trader,117
P00388,EU,casual,328
P00389,NA,casual,468
P00390,ASIA,casual,762
P00391,ASIA,casual,87
P00392,NA,casual,524
P00393,NA,raider,678
P00394,NA,casual,231
P00395,EU,raider,581
P00396,EU,farmer,305
P00397,EU,casual,145
P00398,EU,trader,346
P00399,NA,casual,604
P00400,EU,casual,914
P00401,EU,farmer,839
P00402,NA,casual,366
P00403,EU,farmer,812
P00404,EU,casual,605
P00405,EU,casual,618
P00406,EU,casual,501
P00407,EU,casual,693
P00408,NA,casual,285
P00409,NA,casual,327
P00410,NA,casual,719
P00411,ASIA,trader,319
P00412,EU,farmer,997
P00413,EU,farmer,716
P00414,EU,raider,126
P00415,EU,casual,828
P00416,ASIA,farmer,974
P00417,EU,casual,468
P00418,EU,trader,820
P00419,EU,casual,202
P00420,EU,casual,927
P00421,ASIA,farmer,897
P00422,NA,casual,195
P00423,NA,trader,838
P00424,EU,casual,694
P00425,EU,farmer,817
P00426,EU,casual,710
P00427,EU,raider,299
P00428,NA,casual,549
P00429,NA,casual,594
P00430,EU,raider,515
P00431,EU,casual,994
P00432,EU,farmer,149
P00433,NA,raider,745
P00434,EU,farmer,1082
P00435,EU,trader,595
P00436,EU,trader,469
P00437,EU,raider,231
P00438,NA,casual,545
P00439,ASIA,casual,512
P00440,ASIA,casual,113
P00441,ASIA,farmer,554
P00442,EU,trader,260
P00443,ASIA,farmer,586
P00444,ASIA,casual,394
P00445,ASIA,casual,843
P00446,NA,raider,723
P00447,ASIA,raider,374
P00448,ASIA,farmer,797
P00449,ASIA,raider,151
P00450,ASIA,casual,336
P00451,EU,casual,36
P00452,ASIA,farmer,494
P00453,EU,farmer,219
P00454,ASIA,trader,17
P00455,NA,casual,288
P00456,NA,farmer,226
P00457,ASIA,casual,507
P00458,NA,trader,82
P00459,ASIA,trader,892
P00460,NA,farmer,221
P00461,NA,casual,216
P00462,EU,casual,703
P00463,EU,casual,227
P00464,EU,casual,721
P00465,EU,raider,349
P00466,NA,casual,1057
P00467,EU,casual,79
P00468,EU,farmer,914
P00469,ASIA,casual,702
P00470,ASIA,raider,384
P00471,NA,raider,311
P00472,ASIA,casual,386
P00473,EU,casual,699
P00474,ASIA,farmer,131
P00475,EU,casual,690
P00476,EU,casual,270
P00477,NA,casual,1026
P00478,EU,casual,481
P00479,ASIA,farmer,917
P00480,ASIA,raider,148
P00481,ASIA,trader,864
P00482,EU,casual,762
P00483,NA,trader,221
P00484,EU,casual,564
P00485,ASIA,trader,775
P00486,EU,casual,1028
P00487,EU,casual,404
P00488,EU,farmer,317
P00489,NA,farmer,491
P00490,EU,casual,776
P00491,ASIA,farmer,58
P00492,EU,raider,930
P00493,EU,trader,708
P00494,EU,casual,417
P00495,NA,casual,856
P00496,ASIA,casual,402
P00497,ASIA,farmer,195
P00498,NA,farmer,857
P00499,EU,casual,800
P00500,NA,casual,609
P00501,EU,casual,135
P00502,ASIA,trader,1025
P00503,EU,casual,88
P00504,ASIA,casual,648
P00505,ASIA,farmer,360
P00506,EU,trader,563
P00507,NA,casual,246
P00508,ASIA,casual,485
P00509,EU,farmer,404
P00510,EU,farmer,578
P00511,ASIA,casual,10
P00512,EU,trader,371
P00513,NA,casual,944
P00514,EU,casual,35
P00515,ASIA,casual,160
P00516,NA,casual,1038
P00517,ASIA,raider,95
P00518,EU,trader,828
P00519,EU,casual,874
P00520,ASIA,raider,959
P00521,EU,casual,932
P00522,NA,casual,522
P00523,EU,casual,915
P00524,NA,casual,966
P00525,EU,casual,913
P00526,NA,casual,342
P00527,NA,raider,623
P00528,ASIA,casual,180
P00529,EU,casual,697
P00530,NA,casual,276
P00531,ASIA,trader,314
P00532,ASIA,casual,401
P00533,EU,casual,159
P00534,EU,casual,925
P00535,ASIA,raider,587
P00536,ASIA,casual,818
P00537,ASIA,casual,1050
P00538,EU,casual,844
P00539,EU,casual,143
P00540,EU,casual,564
P00541,ASIA,casual,1008
P00542,EU,raider,469
P00543,ASIA,casual,764
P00544,NA,raider,380
P00545,EU,raider,737
P00546,EU,raider,248
P00547,NA,raider,240
P00548,ASIA,casual,527
P00549,EU,farmer,838
P00550,ASIA,farmer,904
P00551,EU,casual,968
P00552,EU,casual,8
P00553,NA,trader,1090
P00554,ASIA,trader,134
P00555,ASIA,farmer,699
P00556,EU,trader,430
P00557,NA,farmer,14
P00558,NA,raider,1037
P00559,NA,trader,253
P00560,NA,casual,557
P00561,EU,casual,955
P00562,NA,casual,326
P00563,ASIA,casual,398
P00564,EU,farmer,113
P00565,EU,farmer,66
P00566,EU,farmer,338
P00567,EU,farmer,665
P00568,NA,casual,570
P00569,ASIA,farmer,894
P00570,ASIA,raider,461
P00571,NA,casual,943
P00572,EU,raider,1086
P00573,ASIA,farmer,882
P00574,EU,casual,410
P00575,ASIA,casual,582
P00576,EU,farmer,309
P00577,NA,casual,1041
P00578,NA,raider,714
P00579,EU,casual,152
P00580,EU,trader,1065
P00581,ASIA,casual,276
P00582,EU,trader,171
P00583,ASIA,casual,313
P00584,NA,casual,565
P00585,EU,trader,782
P00586,EU,casual,691
P00587,EU,casual,102
P00588,NA,casual,922
P00589,ASIA,raider,26
P00590,EU,raider,845
P00591,NA,casual,606
P00592,ASIA,trader,1033
P00593,NA,casual,1004
P00594,EU,casual,820
P00595,ASIA,casual,807
P00596,ASIA,trader,105
P00597,ASIA,casual,16
P00598,EU,casual,877
P00599,NA,farmer,294
