entity_type,entity_id,fraud_type,is_fraud
listing,L0004504,wash_trading,1
trade,T0005690,wash_trading,1
listing,L0004505,wash_trading,1
trade,T0005691,wash_trading,1
listing,L0004506,wash_trading,1
trade,T0005692,wash_trading,1
listing,L0004507,wash_trading,1
trade,T0005693,wash_trading,1
listing,L0004508,wash_trading,1
trade,T0005694,wash_trading,1
listing,L0004509,wash_trading,1
trade,T0005695,wash_trading,1
listing,L0004510,wash_trading,1
trade,T0005696,wash_trading,1
listing,L0004511,wash_trading,1
trade,T0005697,wash_trading,1
listing,L0004512,wash_trading,1
trade,T0005698,wash_trading,1
listing,L0004513,wash_trading,1
trade,T0005699,wash_trading,1
listing,L0004514,wash_trading,1
trade,T0005700,wash_trading,1
listing,L0004515,wash_trading,1
trade,T0005701,wash_trading,1
listing,L0004516,wash_trading,1
trade,T0005702,wash_trading,1
listing,L0004517,wash_trading,1
trade,T0005703,wash_trading,1
listing,L0004518,wash_trading,1
trade,T0005704,wash_trading,1
listing,L0004519,wash_trading,1
trade,T0005705,wash_trading,1
listing,L0004520,wash_trading,1
trade,T0005706,mule_transfer,1
listing,L0004521,mule_transfer,1
account,P00292,mule_transfer,1
trade,T0005707,mule_transfer,1
listing,L0004522,mule_transfer,1
account,P00230,mule_transfer,1
trade,T0005708,mule_transfer,1
listing,L0004523,mule_transfer,1
account,P00305,mule_transfer,1
trade,T0005709,mule_transfer,1
listing,L0004524,mule_transfer,1
account,P00002,mule_transfer,1
trade,T0005710,mule_transfer,1
listing,L0004525,mule_transfer,1
account,P00300,mule_transfer,1
trade,T0005711,mule_transfer,1
listing,L0004526,mule_transfer,1
account,P00047,mule_transfer,1
trade,T0005712,mule_transfer,1
listing,L0004527,mule_transfer,1
account,P00193,mule_transfer,1
trade,T0005713,mule_transfer,1
listing,L0004528,mule_transfer,1
account,P00034,mule_transfer,1
trade,T0005714,mule_transfer,1
listing,L0004529,mule_transfer,1
account,P00301,mule_transfer,1
trade,T0005715,mule_transfer,1
listing,L0004530,mule_transfer,1
account,P00564,mule_transfer,1
trade,T0005716,mule_transfer,1
listing,L0004531,mule_transfer,1
account,P00502,mule_transfer,1
trade,T0005717,mule_transfer,1
listing,L0004532,mule_transfer,1
account,P00153,mule_transfer,1
trade,T0005718,collusive_flip,1
listing,L0004533,collusive_flip,1
trade,T0005719,collusive_flip,1
listing,L0004534,collusive_flip,1
trade,T0005720,collusive_flip,1
listing,L0004535,collusive_flip,1
trade,T0005721,collusive_flip,1
listing,L0004536,collusive_flip,1
trade,T0005722,collusive_flip,1
listing,L0004537,collusive_flip,1
trade,T0005723,collusive_flip,1
listing,L0004538,collusive_flip,1
trade,T0005724,collusive_flip,1
listing,L0004539,collusive_flip,1
trade,T0005725,collusive_flip,1
listing,L0004540,collusive_flip,1
trade,T0005726,collusive_flip,1
listing,L0004541,collusive_flip,1
trade,T0005727,collusive_flip,1
listing,L0004542,collusive_flip,1
trade,T0005728,collusive_flip,1
listing,L0004543,collusive_flip,1
trade,T0005729,collusive_flip,1
listing,L0004544,collusive_flip,1
trade,T0005730,collusive_flip,1
listing,L0004545,collusive_flip,1
trade,T0005731,collusive_flip,1
listing,L0004546,collusive_flip,1
trade,T0005732,collusive_flip,1
listing,L0004547,collusive_flip,1
trade,T0005733,collusive_flip,1
listing,L0004548,collusive_flip,1
trade,T0005734,collusive_flip,1
listing,L0004549,collusive_flip,1
trade,T0005735,collusive_flip,1
listing,L0004550,collusive_flip,1
trade,T0005736,collusive_flip,1
listing,L0004551,collusive_flip,1
trade,T0005737,collusive_flip,1
listing,L0004552,collusive_flip,1
