player_id,day,top_features,top_feature_abs_z,anomaly_score,is_suspicious
P00017,2025-01-02,max_pair_as_buyer;b_items;b_counterparties,3.46;1.91;1.89,0.5522073481561504,0
P00017,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.08501099291296683,0
P00017,2025-01-04,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.08010356720946664,0
P00018,2025-01-01,seller_hour_entropy;s_counterparties;s_trades,2.94;2.8;2.72,0.4373444923349054,0
P00018,2025-01-03,max_pair_as_buyer;max_pair_as_seller;seller_hour_entropy,3.14;3.08;2.84,0.5303713200717506,0
P00018,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.06965750235125391,0
P00019,2025-01-01,buyer_hour_entropy;s_items;b_price_z_max,0.54;0.49;0.49,0.012078284863572646,0
P00019,2025-01-02,b_price_z_mean;b_price_z_max;s_items,0.91;0.65;0.49,0.05566960534471834,0
P00019,2025-01-03,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.0025521638653678317,0
P00019,2025-01-04,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.009135337561939,0
P00020,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.04939528900417749,0
P00020,2025-01-02,b_price_z_mean;s_items;max_pair_as_seller,0.66;0.49;0.47,0.011284888166759625,0
P00020,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.08010356720946664,0
P00020,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.014767350125623238,0
P00021,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07541805919343873,0
P00021,2025-01-02,s_items;b_price_z_max;max_pair_as_seller,0.49;0.49;0.47,0.0037136575734427507,0
P00021,2025-01-03,b_price_z_mean;buyer_hour_entropy;b_items,1.83;1.44;1.14,0.20790049527774965,0
P00022,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.53;0.49;0.47,0.029990309857156495,0
P00022,2025-01-03,b_price_z_max;b_price_z_mean;buyer_hour_entropy,1.02;0.95;0.54,0.07479463721878174,0
P00022,2025-01-04,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.04798807828546307,0
P00023,2025-01-01,seller_hour_entropy;s_counterparties;s_trades,3.09;2.51;2.44,0.4300196547242637,0
P00023,2025-01-02,seller_hour_entropy;s_items;max_pair_as_seller,1.86;1.51;1.3,0.2399947169237249,0
P00023,2025-01-03,b_price_z_mean;buyer_hour_entropy;b_items,1.89;1.44;1.14,0.21260277225338436,0
P00023,2025-01-04,b_price_z_mean;b_price_z_max;s_items,0.69;0.57;0.49,0.04335899708225202,0
P00024,2025-01-01,s_price_z_mean;s_price_z_max;s_items,2.08;1.89;1.51,0.3932156003577132,0
P00024,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.09578479864000082,0
P00024,2025-01-04,seller_hour_entropy;s_items;max_pair_as_seller,1.54;1.51;1.3,0.24790594604850041,0
P00025,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.06653413300838042,0
P00025,2025-01-02,buyer_hour_entropy;s_items;b_price_z_max,0.54;0.49;0.49,0.007747535673219646,0
P00025,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.006828933723059704,0
P00025,2025-01-04,b_price_z_mean;s_items;max_pair_as_seller,0.62;0.49;0.47,0.010512325266716454,0
P00026,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.04798807828546307,0
P00026,2025-01-02,b_price_z_max;b_price_z_mean;s_items,0.7;0.5;0.49,0.046276212784719314,0
P00026,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.79;0.71;0.49,0.0591600075299608,0
P00026,2025-01-04,buyer_hour_entropy;b_price_z_mean;b_items,1.44;1.32;1.14,0.14615226442318263,0
P00027,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.058028596048992964,0
P00027,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07551500583254682,0
P00027,2025-01-03,s_items;s_price_z_mean;seller_hour_entropy,1.51;1.48;1.36,0.32879917711949747,0
P00027,2025-01-04,s_items;s_price_z_mean;s_price_z_max,1.51;1.48;1.33,0.287752622533422,0
P00028,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.04798807828546307,0
P00028,2025-01-03,b_price_z_max;b_items;b_counterparties,1.2;1.17;1.12,0.11119053073472676,0
P00028,2025-01-04,b_price_z_max;b_price_z_mean;s_items,0.69;0.51;0.49,0.046276212784719314,0
P00029,2025-01-01,s_counterparties;s_trades;s_items,3.95;3.84;3.51,0.6015477386835373,0
P00029,2025-01-02,b_trades;max_pair_as_buyer;b_items,3.16;3.14;2.72,0.7420845434497108,1
P00029,2025-01-03,s_price_z_mean;s_price_z_max;s_items,2.06;1.86;1.51,0.3452494405058573,0
P00029,2025-01-04,s_price_z_mean;s_price_z_max;s_items,2.06;1.86;1.51,0.38762729538830065,0
P00030,2025-01-01,s_items;seller_hour_entropy;s_counterparties,3.51;2.45;1.51,0.4659412373191137,0
P00030,2025-01-02,s_counterparties;s_trades;s_items,5.81;5.81;5.51,0.8862371593713512,1
P00030,2025-01-03,s_trades;s_counterparties;seller_hour_entropy,5.25;5.24;3.67,0.6727728490418375,0
P00030,2025-01-04,s_items;buyer_hour_entropy;max_pair_as_seller,1.51;1.44;1.3,0.33171499055728754,0
P00031,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.14028282731007335,0
P00031,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.06099146317060958,0
P00031,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07332174350026512,0
P00031,2025-01-04,b_price_z_mean;s_items;max_pair_as_seller,0.61;0.49;0.47,0.03869460146418096,0
P00032,2025-01-01,s_counterparties;s_trades;seller_hour_entropy,2.94;2.86;2.55,0.371945142949034,0
P00032,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.1397243889733742,0
P00032,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.0618675188615546,0
P00032,2025-01-04,s_items;b_price_z_max;max_pair_as_seller,0.49;0.48;0.47,0.0037136575734427507,0
P00033,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.10803225995537472,0
P00033,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.1043041030451416,0
P00033,2025-01-03,b_price_z_mean;buyer_hour_entropy;s_items,0.77;0.54;0.49,0.04821075315582442,0
P00033,2025-01-04,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.08206080771378739,0
P00034,2025-01-01,b_counterparties;buyer_hour_entropy;b_trades,1.12;1.06;1.02,0.08501399668715634,0
P00034,2025-01-02,s_items;b_price_z_max;max_pair_as_seller,0.49;0.49;0.47,0.0043949812958589555,0
P00034,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.027770215038845615,0
P00034,2025-01-04,b_price_z_max;b_price_z_mean;s_items,0.57;0.53;0.49,0.04104188860769755,0
P00035,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.11767944034750961,0
P00035,2025-01-02,b_price_z_mean;buyer_hour_entropy;s_items,0.57;0.54;0.49,0.01488592016707847,0
P00035,2025-01-03,s_price_z_mean;s_price_z_max;b_items,2.2;2.0;1.95,0.5273035350712245,0
P00035,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.08568633491132896,0
P00036,2025-01-01,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.019920853539718723,0
P00036,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07541805919343873,0
P00036,2025-01-03,b_price_z_mean;b_price_z_max;b_items,1.29;1.2;1.17,0.15704212467617895,0
P00036,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.006625112957770091,0
P00037,2025-01-01,b_price_z_mean;b_price_z_max;s_items,0.82;0.66;0.49,0.027100376575218514,0
P00037,2025-01-02,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.14;1.73;1.46,0.30129952342165794,0
P00037,2025-01-03,b_items;s_items;max_pair_as_seller,1.14;0.49;0.47,0.07863587422526452,0
P00037,2025-01-04,b_items;b_counterparties;b_trades,1.95;1.87;1.73,0.18368839259384662,0
P00038,2025-01-01,max_pair_as_seller;seller_hour_entropy;s_trades,3.08;2.99;2.44,0.49181109061073064,0
P00038,2025-01-02,s_items;max_pair_as_seller;s_price_z_mean,1.51;1.3;1.02,0.26601752533894996,0
P00038,2025-01-03,b_price_z_mean;b_price_z_max;s_items,1.31;0.83;0.49,0.08367067541155754,0
P00038,2025-01-04,seller_hour_entropy;s_counterparties;s_trades,3.21;2.65;2.58,0.38854852071333185,0
P00039,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.59;0.49;0.47,0.01136777420861411,0
P00039,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.05926310163804147,0
P00039,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.059462503282172174,0
P00039,2025-01-04,s_items;max_pair_as_seller;b_price_z_mean,1.51;1.3;1.29,0.27179487748163017,0
P00040,2025-01-01,b_price_z_max;b_price_z_mean;s_items,0.98;0.77;0.49,0.07280458202135916,0
P00040,2025-01-03,b_price_z_mean;b_price_z_max;buyer_hour_entropy,1.36;1.02;0.54,0.09350335843742305,0
P00040,2025-01-04,s_items;b_price_z_max;max_pair_as_seller,0.49;0.49;0.47,0.0026138875910241975,0
P00041,2025-01-01,b_price_z_max;b_price_z_mean;b_items,2.83;2.01;1.17,0.3023515336115404,0
P00041,2025-01-02,b_price_z_max;b_price_z_mean;s_items,0.8;0.71;0.49,0.031640139806406974,0
P00041,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.0618675188615546,0
P00042,2025-01-01,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.023910923267792168,0
P00042,2025-01-02,buyer_hour_entropy;s_items;b_price_z_max,0.54;0.49;0.49,0.007781920234342581,0
P00042,2025-01-03,b_price_z_max;b_items;b_counterparties,1.21;1.17;1.12,0.1147950102790955,0
P00042,2025-01-04,b_price_z_max;buyer_hour_entropy;s_items,0.69;0.54;0.49,0.035967434159998826,0
P00043,2025-01-01,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.14;1.73;1.46,0.2809988971830517,0
P00043,2025-01-03,max_pair_as_buyer;b_items;b_counterparties,3.46;1.91;1.89,0.5800959989416573,0
P00043,2025-01-04,b_price_z_max;b_price_z_mean;s_items,1.15;1.08;0.49,0.08985423198201138,0
P00044,2025-01-01,s_trades;s_counterparties;s_items,5.95;5.81;3.51,0.7385279803359541,1
P00044,2025-01-02,s_items;seller_hour_entropy;buyer_hour_entropy,3.51;1.66;1.44,0.4335806350262615,0
P00044,2025-01-03,b_price_z_mean;b_price_z_max;b_items,1.74;1.2;1.17,0.20356610887113727,0
P00044,2025-01-04,seller_hour_entropy;s_counterparties;s_trades,2.55;2.51;2.44,0.3488667868757013,0
P00045,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07492466037970535,0
P00045,2025-01-02,b_price_z_max;buyer_hour_entropy;s_items,0.7;0.54;0.49,0.037419805028281336,0
P00045,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.05819507203460812,0
P00045,2025-01-04,b_items;b_counterparties;b_trades,1.95;1.87;1.73,0.17520273475627166,0
P00046,2025-01-01,s_items;max_pair_as_seller;b_price_z_mean,1.51;1.3;0.93,0.24164443170060235,0
P00046,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.004696461765037284,0
P00046,2025-01-03,seller_hour_entropy;s_items;s_price_z_mean,1.52;1.51;1.43,0.3034088749382158,0
P00046,2025-01-04,buyer_hour_entropy;b_price_z_mean;s_items,0.54;0.52;0.49,0.010327168727125378,0
P00047,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.06777407541421729,0
P00047,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07284739341944713,0
P00047,2025-01-03,seller_hour_entropy;s_counterparties;s_trades,2.33;1.65;1.6,0.35340625999471964,0
P00047,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.06144314832505417,0
P00048,2025-01-02,b_items;b_counterparties;b_trades,3.49;3.38;3.16,0.5431246493242728,0
P00048,2025-01-04,seller_hour_entropy;s_items;max_pair_as_seller,1.82;1.51;1.3,0.22589416186728278,0
P00049,2025-01-01,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.01998741197343435,0
P00049,2025-01-02,b_price_z_mean;b_items;s_items,1.21;1.14;0.49,0.11764673787815681,0
P00049,2025-01-03,b_price_z_max;b_price_z_mean;buyer_hour_entropy,1.02;0.81;0.54,0.0693375103193696,0
P00049,2025-01-04,b_price_z_mean;b_price_z_max;buyer_hour_entropy,1.4;0.87;0.54,0.09347398787930497,0
P00050,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.08839788657755977,0
P00050,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.08467061022434845,0
P00050,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.058539623092379825,0
P00051,2025-01-01,b_price_z_max;s_items;max_pair_as_seller,0.67;0.49;0.47,0.04294674538318546,0
P00051,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.06704855802945028,0
P00051,2025-01-03,b_items;b_counterparties;b_trades,1.95;1.87;1.73,0.19013735207307736,0
P00051,2025-01-04,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.13319981796436314,0
P00052,2025-01-02,s_items;b_price_z_max;max_pair_as_seller,0.49;0.49;0.47,0.006758057258626989,0
P00052,2025-01-03,b_items;b_counterparties;b_trades,2.72;2.62;2.44,0.38257237911673847,0
P00052,2025-01-04,buyer_hour_entropy;b_price_z_mean;s_items,0.54;0.51;0.49,0.011569230865568271,0
P00053,2025-01-01,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.003126303380863981,0
P00053,2025-01-02,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.0034906480942977964,0
P00053,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.81;0.73;0.49,0.06149189900457838,0
P00053,2025-01-04,b_price_z_mean;buyer_hour_entropy;s_items,1.12;0.54;0.49,0.04152115924788158,0
P00054,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.59;0.49;0.47,0.011350820342447844,0
P00054,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.0784379613302368,0
P00054,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.10367587428211719,0
P00054,2025-01-04,b_price_z_mean;b_price_z_max;s_items,0.89;0.69;0.49,0.05911299194154215,0
P00055,2025-01-01,s_price_z_mean;s_price_z_max;b_price_z_max,9.32;8.54;7.4,0.941997970301353,1
P00055,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.04798807828546307,0
P00055,2025-01-03,b_price_z_mean;buyer_hour_entropy;b_items,1.69;1.44;1.14,0.2021431035618456,0
P00055,2025-01-04,s_items;max_pair_as_seller;b_price_z_max,1.51;1.3;1.15,0.28874036969030137,0
P00056,2025-01-01,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.001667566888237373,0
P00056,2025-01-02,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.0725308076695501,0
P00056,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.009617747850239809,0
P00056,2025-01-04,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.04798807828546307,0
P00057,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07735718333168096,0
P00057,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.06229341751554154,0
P00057,2025-01-03,b_price_z_mean;b_price_z_max;b_items,1.35;1.2;1.17,0.15973182509180525,0
P00057,2025-01-04,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.14;1.73;1.46,0.29199281018659107,0
P00058,2025-01-01,b_price_z_mean;s_items;b_price_z_max,0.83;0.49;0.49,0.01914456416631942,0
P00058,2025-01-02,b_price_z_mean;b_price_z_max;s_items,1.43;0.65;0.49,0.08190279198479744,0
P00058,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.17;1.12;1.06,0.060931818397362496,0
P00058,2025-01-04,b_price_z_mean;buyer_hour_entropy;s_items,0.55;0.54;0.49,0.034583055976326334,0
P00059,2025-01-01,s_price_z_mean;s_price_z_max;s_items,2.6;2.41;1.51,0.47224495472080713,0
P00059,2025-01-02,b_price_z_mean;s_items;b_price_z_max,0.83;0.49;0.49,0.01914456416631942,0
P00059,2025-01-03,b_price_z_mean;b_price_z_max;s_items,1.52;1.02;0.49,0.11262933415462074,0
P00060,2025-01-01,b_price_z_max;b_price_z_mean;buyer_hour_entropy,1.98;1.51;0.54,0.17865896504272902,0
P00060,2025-01-03,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.0023176360684595276,0
P00060,2025-01-04,b_items;b_counterparties;b_trades,4.26;4.13;3.87,0.5923947731017006,0
P00061,2025-01-01,b_price_z_max;b_price_z_mean;s_items,0.95;0.73;0.49,0.06833493006988932,0
P00061,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.005001398751913221,0
P00061,2025-01-04,b_price_z_max;s_items;max_pair_as_seller,0.55;0.49;0.47,0.006736524264512482,0
P00062,2025-01-01,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.020486793848597203,0
P00062,2025-01-04,seller_hour_entropy;s_items;buyer_hour_entropy,1.59;1.51;1.44,0.31888226566246886,0
P00063,2025-01-01,b_price_z_mean;b_price_z_max;buyer_hour_entropy,0.79;0.78;0.54,0.043083159247899815,0
P00063,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.022180116846629423,0
P00063,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.97;0.83;0.49,0.07152559498070295,0
P00063,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.005354625507382383,0
P00064,2025-01-01,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.14028282731007335,0
P00064,2025-01-02,s_price_z_mean;s_price_z_max;b_items,4.61;4.21;1.95,0.527181077314165,0
P00064,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.04798807828546307,0
P00064,2025-01-04,max_pair_as_buyer;buyer_hour_entropy;b_trades,3.14;1.06;1.02,0.2439965414552387,0
P00065,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.008969974984667702,0
P00065,2025-01-03,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.0033302312973644047,0
P00065,2025-01-04,s_items;max_pair_as_seller;seller_hour_entropy,1.51;1.3;1.2,0.2929426726468841,0
P00066,2025-01-01,b_price_z_max;b_price_z_mean;s_items,2.45;1.9;0.49,0.23151787048637137,0
P00066,2025-01-02,buyer_hour_entropy;s_items;b_price_z_max,0.54;0.49;0.49,0.009038359319713455,0
P00066,2025-01-03,b_price_z_max;b_price_z_mean;buyer_hour_entropy,1.02;0.78;0.54,0.06705543746631361,0
P00066,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.54;0.49;0.47,0.0031900633189763713,0
P00067,2025-01-02,b_price_z_mean;buyer_hour_entropy;s_items,0.61;0.54;0.49,0.01647219996798628,0
P00067,2025-01-03,buyer_hour_entropy;b_items;b_counterparties,1.44;1.14;1.14,0.07332174350026512,0
P00067,2025-01-04,s_items;max_pair_as_seller;seller_hour_entropy,0.49;0.47;0.42,0.006068188944275359,0
P00068,2025-01-01,b_price_z_mean;buyer_hour_entropy;b_price_z_max,1.54;1.44;1.41,0.18504008693287619,0
