player_id,region,playstyle,account_age_days
P00554,EU,casual,266
P00555,EU,casual,740
P00556,ASIA,raider,115
P00557,EU,trader,1084
P00558,EU,farmer,665
P00559,EU,casual,873
P00560,NA,farmer,504
P00561,EU,casual,76
P00562,NA,trader,477
P00563,EU,casual,542
P00564,EU,casual,459
P00565,NA,farmer,257
P00566,EU,casual,227
P00567,NA,farmer,113
P00568,EU,raider,545
P00569,EU,casual,214
P00570,ASIA,casual,685
P00571,EU,farmer,272
P00572,ASIA,casual,477
P00573,ASIA,trader,1050
P00574,NA,trader,574
P00575,EU,casual,815
P00576,NA,casual,746
P00577,NA,trader,934
P00578,NA,casual,62
P00579,EU,casual,765
P00580,ASIA,casual,261
P00581,ASIA,casual,346
P00582,EU,casual,991
P00583,EU,raider,428
P00584,EU,trader,564
P00585,ASIA,farmer,483
P00586,ASIA,casual,118
P00587,ASIA,casual,321
P00588,NA,casual,166
P00589,NA,trader,462
P00590,NA,casual,3
P00591,NA,casual,844
P00592,ASIA,trader,586
P00593,NA,casual,83
P00594,EU,casual,1085
P00595,NA,raider,303
P00596,EU,casual,382
P00597,NA,trader,525
P00598,NA,casual,586
P00599,EU,casual,740
