entity_type,entity_id,risk,code,detail
trade,T0002879,0.85,UNDERPRICED,-8.5σ vs median
trade,T0002876,0.85,UNDERPRICED,-8.5σ vs median
trade,T0002968,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005073,0.85,UNDERPRICED,-5.3σ vs median
trade,T0005042,0.85,UNDERPRICED,-5.3σ vs median
trade,T0005145,0.85,UNDERPRICED,-5.3σ vs median
trade,T0005197,0.85,UNDERPRICED,-5.3σ vs median
trade,T0005151,0.85,UNDERPRICED,-5.3σ vs median
trade,T0000051,0.85,UNDERPRICED,-3.1σ vs median
trade,T0003051,0.85,OVERPRICED,+3.3σ vs median
trade,T0003029,0.85,OVERPRICED,+3.3σ vs median
trade,T0003105,0.85,OVERPRICED,+3.3σ vs median
trade,T0003179,0.85,OVERPRICED,+3.3σ vs median
trade,T0003197,0.85,OVERPRICED,+3.3σ vs median
trade,T0003204,0.85,OVERPRICED,+3.3σ vs median
trade,T0003171,0.85,OVERPRICED,+3.3σ vs median
trade,T0003274,0.85,OVERPRICED,+3.3σ vs median
trade,T0003310,0.85,OVERPRICED,+3.3σ vs median
trade,T0003343,0.85,OVERPRICED,+3.3σ vs median
trade,T0005739,0.85,UNDERPRICED,-5.0σ vs median
trade,T0003380,0.85,OVERPRICED,+3.3σ vs median
trade,T0003374,0.85,OVERPRICED,+3.3σ vs median
trade,T0003345,0.85,OVERPRICED,+3.3σ vs median
trade,T0003413,0.85,OVERPRICED,+3.3σ vs median
trade,T0003496,0.85,OVERPRICED,+3.3σ vs median
trade,T0003576,0.85,OVERPRICED,+17.2σ vs median
trade,T0003602,0.85,OVERPRICED,+8.6σ vs median
trade,T0004851,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004904,0.85,UNDERPRICED,-2.6σ vs median
trade,T0004959,0.85,UNDERPRICED,-2.6σ vs median
trade,T0004937,0.85,UNDERPRICED,-2.6σ vs median
trade,T0005031,0.85,UNDERPRICED,-2.6σ vs median
trade,T0004986,0.85,UNDERPRICED,-2.6σ vs median
trade,T0004985,0.85,UNDERPRICED,-2.6σ vs median
trade,T0005689,0.85,OVERPRICED,+9.0σ vs median
trade,T0005692,0.85,OVERPRICED,+9.0σ vs median
trade,T0005691,0.85,OVERPRICED,+2.6σ vs median
trade,T0000150,0.85,UNDERPRICED,-5.0σ vs median
trade,T0000124,0.85,UNDERPRICED,-5.0σ vs median
trade,T0004027,0.85,OVERPRICED,+20.4σ vs median
trade,T0004036,0.85,OVERPRICED,+20.4σ vs median
trade,T0004096,0.85,OVERPRICED,+20.4σ vs median
trade,T0004111,0.85,OVERPRICED,+20.4σ vs median
trade,T0004198,0.85,OVERPRICED,+20.4σ vs median
trade,T0004184,0.85,OVERPRICED,+20.4σ vs median
trade,T0004185,0.85,OVERPRICED,+20.4σ vs median
trade,T0004165,0.85,OVERPRICED,+20.4σ vs median
trade,T0004263,0.85,OVERPRICED,+20.4σ vs median
trade,T0004211,0.85,OVERPRICED,+20.4σ vs median
trade,T0004254,0.85,OVERPRICED,+20.4σ vs median
trade,T0004400,0.85,OVERPRICED,+20.4σ vs median
trade,T0004458,0.85,OVERPRICED,+15.4σ vs median
trade,T0004429,0.85,OVERPRICED,+15.4σ vs median
trade,T0004412,0.85,OVERPRICED,+15.4σ vs median
trade,T0004473,0.85,OVERPRICED,+15.4σ vs median
trade,T0004521,0.85,OVERPRICED,+15.4σ vs median
trade,T0004493,0.85,OVERPRICED,+15.4σ vs median
trade,T0004574,0.85,OVERPRICED,+15.4σ vs median
trade,T0004564,0.85,OVERPRICED,+15.4σ vs median
trade,T0000298,0.85,UNDERPRICED,-23.3σ vs median
trade,T0000401,0.85,UNDERPRICED,-23.3σ vs median
trade,T0000558,0.85,UNDERPRICED,-23.3σ vs median
trade,T0001525,0.85,OVERPRICED,+9.3σ vs median
trade,T0001495,0.85,OVERPRICED,+9.3σ vs median
trade,T0001535,0.85,OVERPRICED,+9.3σ vs median
trade,T0001621,0.85,OVERPRICED,+9.3σ vs median
trade,T0001813,0.85,OVERPRICED,+9.3σ vs median
trade,T0001820,0.85,OVERPRICED,+9.3σ vs median
trade,T0001879,0.85,OVERPRICED,+9.3σ vs median
trade,T0001875,0.85,OVERPRICED,+9.3σ vs median
trade,T0002085,0.85,OVERPRICED,+15.5σ vs median
trade,T0002142,0.85,OVERPRICED,+15.5σ vs median
trade,T0002204,0.85,OVERPRICED,+15.5σ vs median
trade,T0002202,0.85,OVERPRICED,+15.5σ vs median
trade,T0002364,0.85,OVERPRICED,+15.5σ vs median
trade,T0004927,0.85,UNDERPRICED,-3.7σ vs median
trade,T0004946,0.85,UNDERPRICED,-3.7σ vs median
trade,T0005030,0.85,UNDERPRICED,-3.7σ vs median
trade,T0005008,0.85,UNDERPRICED,-3.7σ vs median
trade,T0005052,0.85,UNDERPRICED,-4.3σ vs median
trade,T0005146,0.85,UNDERPRICED,-4.3σ vs median
trade,T0005182,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005221,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001019,0.85,UNDERPRICED,-135.2σ vs median
trade,T0005724,0.85,UNDERPRICED,-696.2σ vs median
trade,T0002383,0.85,OVERPRICED,+202.1σ vs median
trade,T0005719,0.85,UNDERPRICED,-560.9σ vs median
trade,T0002653,0.85,OVERPRICED,+454.4σ vs median
trade,T0002754,0.85,UNDERPRICED,-11.4σ vs median
trade,T0002889,0.85,UNDERPRICED,-11.4σ vs median
trade,T0003554,0.85,OVERPRICED,+10.9σ vs median
trade,T0003536,0.85,OVERPRICED,+10.5σ vs median
trade,T0003583,0.85,OVERPRICED,+8.3σ vs median
trade,T0004796,0.85,UNDERPRICED,-116.0σ vs median
trade,T0005006,0.85,UNDERPRICED,-116.0σ vs median
trade,T0000369,0.85,UNDERPRICED,-4.5σ vs median
trade,T0000418,0.85,UNDERPRICED,-4.5σ vs median
trade,T0000878,0.85,UNDERPRICED,-3.3σ vs median
trade,T0000430,0.85,UNDERPRICED,-2.8σ vs median
trade,T0002210,0.85,OVERPRICED,+8.0σ vs median
trade,T0002895,0.85,OVERPRICED,+2.7σ vs median
trade,T0002964,0.85,OVERPRICED,+2.7σ vs median
trade,T0003023,0.85,OVERPRICED,+2.7σ vs median
trade,T0002985,0.85,OVERPRICED,+2.7σ vs median
trade,T0003052,0.85,OVERPRICED,+2.7σ vs median
trade,T0003134,0.85,OVERPRICED,+2.7σ vs median
trade,T0003099,0.85,OVERPRICED,+2.7σ vs median
trade,T0003182,0.85,OVERPRICED,+2.7σ vs median
trade,T0005743,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005744,0.85,UNDERPRICED,-7.6σ vs median
trade,T0004321,0.85,UNDERPRICED,-10.3σ vs median
trade,T0004368,0.85,UNDERPRICED,-10.3σ vs median
trade,T0004572,0.85,UNDERPRICED,-19.8σ vs median
trade,T0004622,0.85,UNDERPRICED,-19.8σ vs median
trade,T0004614,0.85,UNDERPRICED,-9.9σ vs median
trade,T0004605,0.85,UNDERPRICED,-6.6σ vs median
trade,T0004586,0.85,UNDERPRICED,-5.0σ vs median
trade,T0004627,0.85,UNDERPRICED,-5.0σ vs median
trade,T0004653,0.85,UNDERPRICED,-5.0σ vs median
trade,T0004716,0.85,UNDERPRICED,-5.0σ vs median
trade,T0004748,0.85,UNDERPRICED,-10.6σ vs median
trade,T0004769,0.85,UNDERPRICED,-10.6σ vs median
trade,T0004760,0.85,UNDERPRICED,-10.6σ vs median
trade,T0004779,0.85,UNDERPRICED,-10.6σ vs median
trade,T0004784,0.85,UNDERPRICED,-10.6σ vs median
trade,T0001304,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001363,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001464,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001415,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001484,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001545,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001577,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001587,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001607,0.85,UNDERPRICED,-5.5σ vs median
trade,T0001630,0.85,UNDERPRICED,-5.5σ vs median
trade,T0004112,0.85,OVERPRICED,+12.6σ vs median
trade,T0004124,0.85,OVERPRICED,+12.6σ vs median
trade,T0004115,0.85,OVERPRICED,+12.6σ vs median
trade,T0004141,0.85,OVERPRICED,+12.6σ vs median
trade,T0004247,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004314,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004323,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004363,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004433,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004430,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004486,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004543,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004545,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004536,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004560,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004581,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004661,0.85,UNDERPRICED,-6.4σ vs median
trade,T0000282,0.85,UNDERPRICED,-8.3σ vs median
trade,T0000390,0.85,UNDERPRICED,-8.3σ vs median
trade,T0000341,0.85,UNDERPRICED,-8.3σ vs median
trade,T0000410,0.85,UNDERPRICED,-8.3σ vs median
trade,T0000445,0.85,UNDERPRICED,-8.3σ vs median
trade,T0000439,0.85,UNDERPRICED,-8.3σ vs median
trade,T0000434,0.85,UNDERPRICED,-8.3σ vs median
trade,T0000403,0.85,UNDERPRICED,-8.3σ vs median
trade,T0005722,0.85,UNDERPRICED,-84.8σ vs median
trade,T0001450,0.85,UNDERPRICED,-3.8σ vs median
trade,T0001418,0.85,UNDERPRICED,-3.8σ vs median
trade,T0001611,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001596,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001632,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001671,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001673,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001707,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001718,0.85,UNDERPRICED,-2.9σ vs median
trade,T0004305,0.85,OVERPRICED,+15.0σ vs median
trade,T0004389,0.85,OVERPRICED,+15.0σ vs median
trade,T0004457,0.85,OVERPRICED,+15.0σ vs median
trade,T0004463,0.85,OVERPRICED,+15.0σ vs median
trade,T0004503,0.85,OVERPRICED,+15.0σ vs median
trade,T0004524,0.85,OVERPRICED,+15.0σ vs median
trade,T0004535,0.85,OVERPRICED,+15.0σ vs median
trade,T0004640,0.85,OVERPRICED,+14.0σ vs median
trade,T0004649,0.85,OVERPRICED,+14.0σ vs median
trade,T0004791,0.85,OVERPRICED,+14.0σ vs median
trade,T0005020,0.85,UNDERPRICED,-5.0σ vs median
trade,T0004974,0.85,UNDERPRICED,-5.0σ vs median
trade,T0000060,0.85,UNDERPRICED,-3.7σ vs median
trade,T0003357,0.85,OVERPRICED,+4.5σ vs median
trade,T0003456,0.85,OVERPRICED,+10.2σ vs median
trade,T0003451,0.85,OVERPRICED,+10.2σ vs median
trade,T0003405,0.85,OVERPRICED,+10.2σ vs median
trade,T0003507,0.85,OVERPRICED,+10.2σ vs median
trade,T0003492,0.85,OVERPRICED,+10.2σ vs median
trade,T0003511,0.85,OVERPRICED,+10.2σ vs median
trade,T0003494,0.85,OVERPRICED,+10.2σ vs median
trade,T0000145,0.85,UNDERPRICED,-4.6σ vs median
trade,T0000159,0.85,UNDERPRICED,-4.6σ vs median
trade,T0000125,0.85,UNDERPRICED,-4.6σ vs median
trade,T0000205,0.85,UNDERPRICED,-4.6σ vs median
trade,T0005735,0.85,UNDERPRICED,-3.9σ vs median
trade,T0000107,0.85,UNDERPRICED,-9.8σ vs median
trade,T0000122,0.85,UNDERPRICED,-11.3σ vs median
trade,T0000211,0.85,UNDERPRICED,-11.3σ vs median
trade,T0000217,0.85,UNDERPRICED,-11.3σ vs median
trade,T0000256,0.85,UNDERPRICED,-11.3σ vs median
trade,T0000296,0.85,UNDERPRICED,-11.3σ vs median
trade,T0003467,0.85,OVERPRICED,+3.6σ vs median
trade,T0003560,0.85,OVERPRICED,+3.9σ vs median
trade,T0003543,0.85,OVERPRICED,+3.9σ vs median
trade,T0003685,0.85,OVERPRICED,+3.9σ vs median
trade,T0003723,0.85,OVERPRICED,+3.9σ vs median
trade,T0003784,0.85,OVERPRICED,+4.2σ vs median
trade,T0000444,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000502,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000489,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000557,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000585,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000655,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000686,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000831,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000809,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000886,0.85,UNDERPRICED,-20.0σ vs median
trade,T0000909,0.85,UNDERPRICED,-20.0σ vs median
trade,T0001009,0.85,UNDERPRICED,-20.0σ vs median
trade,T0005721,0.85,UNDERPRICED,-8.2σ vs median
trade,T0002657,0.85,OVERPRICED,+17.9σ vs median
trade,T0002634,0.85,OVERPRICED,+17.9σ vs median
trade,T0002705,0.85,OVERPRICED,+28.0σ vs median
trade,T0002722,0.85,OVERPRICED,+28.0σ vs median
trade,T0002684,0.85,OVERPRICED,+28.0σ vs median
trade,T0002796,0.85,OVERPRICED,+28.0σ vs median
trade,T0002912,0.85,OVERPRICED,+28.0σ vs median
trade,T0002890,0.85,OVERPRICED,+28.0σ vs median
trade,T0002870,0.85,OVERPRICED,+28.0σ vs median
trade,T0002972,0.85,OVERPRICED,+9.2σ vs median
trade,T0002974,0.85,OVERPRICED,+9.2σ vs median
trade,T0003138,0.85,OVERPRICED,+9.2σ vs median
trade,T0003141,0.85,OVERPRICED,+9.2σ vs median
trade,T0003175,0.85,OVERPRICED,+9.2σ vs median
trade,T0003420,0.85,OVERPRICED,+9.2σ vs median
trade,T0000270,0.85,UNDERPRICED,-4.9σ vs median
trade,T0000285,0.85,UNDERPRICED,-4.9σ vs median
trade,T0000348,0.85,UNDERPRICED,-5.9σ vs median
trade,T0000347,0.85,UNDERPRICED,-5.9σ vs median
trade,T0002863,0.85,OVERPRICED,+5.8σ vs median
trade,T0002808,0.85,OVERPRICED,+2.6σ vs median
trade,T0002913,0.85,OVERPRICED,+2.6σ vs median
trade,T0002959,0.85,OVERPRICED,+2.6σ vs median
trade,T0002925,0.85,OVERPRICED,+2.6σ vs median
trade,T0002951,0.85,OVERPRICED,+2.6σ vs median
trade,T0003016,0.85,OVERPRICED,+2.6σ vs median
trade,T0003041,0.85,OVERPRICED,+2.6σ vs median
trade,T0003031,0.85,OVERPRICED,+2.6σ vs median
trade,T0003071,0.85,OVERPRICED,+2.6σ vs median
trade,T0003145,0.85,OVERPRICED,+2.6σ vs median
trade,T0003165,0.85,OVERPRICED,+2.6σ vs median
trade,T0000075,0.85,UNDERPRICED,-10.5σ vs median
trade,T0000076,0.85,UNDERPRICED,-10.5σ vs median
trade,T0000111,0.85,UNDERPRICED,-10.5σ vs median
trade,T0000142,0.85,UNDERPRICED,-10.5σ vs median
trade,T0000198,0.85,UNDERPRICED,-10.5σ vs median
trade,T0000222,0.85,UNDERPRICED,-10.5σ vs median
trade,T0000228,0.85,UNDERPRICED,-10.5σ vs median
trade,T0005727,0.85,UNDERPRICED,-2.5σ vs median
trade,T0004688,0.85,OVERPRICED,+3.7σ vs median
trade,T0004680,0.85,OVERPRICED,+3.7σ vs median
trade,T0004671,0.85,OVERPRICED,+3.7σ vs median
trade,T0004697,0.85,OVERPRICED,+3.7σ vs median
trade,T0004728,0.85,OVERPRICED,+3.7σ vs median
trade,T0005489,0.85,UNDERPRICED,-5.4σ vs median
trade,T0005468,0.85,UNDERPRICED,-5.4σ vs median
trade,T0005477,0.85,UNDERPRICED,-5.4σ vs median
trade,T0005469,0.85,UNDERPRICED,-5.4σ vs median
trade,T0005553,0.85,UNDERPRICED,-5.3σ vs median
trade,T0005563,0.85,UNDERPRICED,-5.3σ vs median
trade,T0005658,0.85,UNDERPRICED,-3.7σ vs median
trade,T0005714,0.85,UNDERPRICED,-86.2σ vs median
trade,T0000591,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000575,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000572,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000654,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000703,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000790,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000842,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000832,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000823,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000904,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000911,0.85,UNDERPRICED,-15.7σ vs median
trade,T0000959,0.85,UNDERPRICED,-15.7σ vs median
trade,T0002513,0.85,OVERPRICED,+11.7σ vs median
trade,T0002504,0.85,OVERPRICED,+11.7σ vs median
trade,T0002638,0.85,OVERPRICED,+8.1σ vs median
trade,T0002736,0.85,OVERPRICED,+8.1σ vs median
trade,T0002689,0.85,OVERPRICED,+8.1σ vs median
trade,T0002729,0.85,OVERPRICED,+8.1σ vs median
trade,T0002963,0.85,OVERPRICED,+8.1σ vs median
trade,T0002931,0.85,OVERPRICED,+8.1σ vs median
trade,T0000441,0.85,UNDERPRICED,-32.2σ vs median
trade,T0000501,0.85,UNDERPRICED,-16.1σ vs median
trade,T0002887,0.85,OVERPRICED,+3.4σ vs median
trade,T0004413,0.85,UNDERPRICED,-2.7σ vs median
trade,T0004425,0.85,UNDERPRICED,-2.7σ vs median
trade,T0004449,0.85,UNDERPRICED,-2.7σ vs median
trade,T0004517,0.85,UNDERPRICED,-8.5σ vs median
trade,T0004479,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004566,0.85,UNDERPRICED,-6.4σ vs median
trade,T0004606,0.85,UNDERPRICED,-4.1σ vs median
trade,T0004647,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004861,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004822,0.85,UNDERPRICED,-2.7σ vs median
trade,T0000940,0.85,OVERPRICED,+27.8σ vs median
trade,T0000972,0.85,OVERPRICED,+27.8σ vs median
trade,T0001130,0.85,OVERPRICED,+240.6σ vs median
trade,T0001306,0.85,OVERPRICED,+184.5σ vs median
trade,T0001320,0.85,OVERPRICED,+8.3σ vs median
trade,T0005713,0.85,UNDERPRICED,-19.0σ vs median
trade,T0001383,0.85,OVERPRICED,+4.1σ vs median
trade,T0001408,0.85,OVERPRICED,+3.8σ vs median
trade,T0002969,0.85,OVERPRICED,+19.0σ vs median
trade,T0002919,0.85,OVERPRICED,+19.0σ vs median
trade,T0003240,0.85,OVERPRICED,+19.0σ vs median
trade,T0003586,0.85,OVERPRICED,+226.3σ vs median
trade,T0003647,0.85,OVERPRICED,+7.3σ vs median
trade,T0003689,0.85,OVERPRICED,+7.3σ vs median
trade,T0003688,0.85,OVERPRICED,+7.3σ vs median
trade,T0000291,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000323,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000302,0.85,UNDERPRICED,-2.8σ vs median
trade,T0002153,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002151,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002155,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002200,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002352,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002373,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002466,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002430,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002509,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002547,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002595,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002597,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002560,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002746,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002697,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002687,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002740,0.85,UNDERPRICED,-2.7σ vs median
trade,T0002816,0.85,OVERPRICED,+3.5σ vs median
trade,T0002835,0.85,OVERPRICED,+3.5σ vs median
trade,T0002943,0.85,OVERPRICED,+3.5σ vs median
trade,T0002938,0.85,OVERPRICED,+3.5σ vs median
