entity_type,entity_id,fraud_type,is_fraud
listing,L0004647,collusive_flip,1
trade,T0005851,collusive_flip,1
listing,L0004648,collusive_flip,1
trade,T0005852,collusive_flip,1
listing,L0004649,collusive_flip,1
trade,T0005853,collusive_flip,1
listing,L0004650,collusive_flip,1
trade,T0005854,collusive_flip,1
listing,L0004651,collusive_flip,1
trade,T0005855,collusive_flip,1
listing,L0004652,collusive_flip,1
trade,T0005856,collusive_flip,1
listing,L0004653,collusive_flip,1
trade,T0005857,collusive_flip,1
listing,L0004654,collusive_flip,1
trade,T0005858,collusive_flip,1
listing,L0004655,collusive_flip,1
