player_id,region,playstyle,account_age_days
P00389,ASIA,raider,449
P00390,EU,farmer,409
P00391,NA,casual,583
P00392,ASIA,casual,67
P00393,ASIA,casual,212
P00394,NA,casual,828
P00395,NA,raider,904
P00396,NA,casual,1082
P00397,EU,casual,1052
P00398,EU,raider,440
P00399,NA,trader,101
P00400,ASIA,casual,361
P00401,NA,casual,940
P00402,EU,farmer,1055
P00403,NA,casual,925
P00404,EU,casual,26
P00405,NA,casual,1024
P00406,ASIA,casual,1073
P00407,NA,casual,179
P00408,EU,casual,174
P00409,EU,trader,244
P00410,EU,casual,420
P00411,EU,raider,1034
P00412,ASIA,trader,1022
P00413,EU,casual,1
P00414,ASIA,farmer,465
P00415,EU,casual,800
P00416,EU,trader,866
P00417,ASIA,casual,1041
P00418,EU,casual,1027
P00419,EU,trader,363
P00420,NA,raider,288
P00421,EU,casual,70
P00422,EU,trader,209
P00423,ASIA,casual,660
P00424,NA,casual,382
P00425,EU,raider,791
P00426,NA,casual,734
P00427,NA,casual,651
P00428,EU,casual,783
P00429,EU,raider,205
P00430,EU,raider,589
P00431,EU,raider,305
P00432,EU,casual,527
P00433,NA,trader,592
P00434,EU,casual,230
P00435,NA,farmer,557
P00436,NA,trader,640
P00437,EU,raider,640
P00438,EU,casual,214
P00439,NA,casual,1085
P00440,EU,casual,241
P00441,NA,casual,527
P00442,EU,casual,1050
P00443,EU,casual,485
P00444,EU,trader,46
P00445,NA,raider,95
P00446,NA,casual,379
P00447,ASIA,farmer,34
P00448,NA,casual,604
P00449,ASIA,casual,1065
P00450,NA,farmer,213
P00451,ASIA,casual,635
P00452,EU,casual,57
P00453,ASIA,casual,972
P00454,EU,casual,507
P00455,EU,farmer,770
P00456,ASIA,casual,892
P00457,EU,trader,890
P00458,EU,farmer,669
P00459,EU,casual,712
P00460,NA,casual,1023
P00461,NA,casual,199
P00462,EU,casual,501
P00463,NA,farmer,118
P00464,EU,casual,835
P00465,ASIA,casual,763
P00466,EU,casual,940
P00467,ASIA,trader,323
P00468,NA,casual,73
P00469,NA,raider,607
P00470,EU,casual,443
P00471,EU,casual,804
P00472,EU,raider,69
P00473,EU,trader,985
P00474,NA,raider,571
P00475,EU,casual,596
P00476,EU,trader,264
P00477,NA,casual,512
P00478,ASIA,farmer,87
P00479,ASIA,trader,431
P00480,EU,casual,358
P00481,EU,casual,623
P00482,NA,casual,347
P00483,ASIA,raider,918
P00484,NA,casual,673
P00485,EU,casual,699
P00486,NA,farmer,901
P00487,NA,trader,331
P00488,NA,casual,393
P00489,NA,raider,90
P00490,EU,trader,858
P00491,NA,casual,381
P00492,ASIA,farmer,877
P00493,NA,casual,151
P00494,NA,trader,150
P00495,EU,raider,149
P00496,ASIA,trader,638
P00497,ASIA,casual,443
P00498,ASIA,casual,939
P00499,EU,casual,972
P00500,ASIA,farmer,971
P00501,NA,raider,487
P00502,EU,raider,66
P00503,NA,farmer,263
P00504,NA,raider,590
P00505,NA,casual,849
P00506,EU,casual,637
P00507,EU,trader,986
P00508,EU,raider,782
P00509,EU,casual,1006
P00510,EU,trader,740
P00511,EU,casual,739
P00512,EU,trader,880
P00513,ASIA,casual,427
P00514,EU,casual,390
P00515,EU,raider,4
P00516,NA,casual,1060
P00517,NA,raider,994
P00518,EU,raider,490
P00519,NA,raider,881
P00520,EU,casual,489
P00521,NA,casual,284
P00522,ASIA,raider,808
P00523,ASIA,farmer,1071
P00524,NA,casual,360
P00525,NA,farmer,654
P00526,NA,casual,901
P00527,EU,casual,529
P00528,EU,casual,554
P00529,EU,casual,919
P00530,ASIA,trader,683
P00531,EU,farmer,542
P00532,EU,trader,534
P00533,EU,raider,1005
P00534,EU,casual,1091
P00535,EU,casual,200
P00536,EU,casual,404
P00537,ASIA,casual,242
P00538,NA,casual,86
P00539,EU,farmer,563
P00540,NA,farmer,842
P00541,EU,raider,96
P00542,EU,raider,106
P00543,ASIA,trader,57
P00544,EU,casual,244
P00545,ASIA,farmer,1043
P00546,EU,casual,7
P00547,EU,casual,30
P00548,NA,trader,127
P00549,EU,farmer,966
P00550,EU,casual,823
P00551,NA,raider,102
P00552,EU,casual,597
P00553,EU,casual,864
P00554,NA,trader,686
P00555,EU,farmer,610
P00556,EU,casual,1052
P00557,EU,raider,867
P00558,ASIA,casual,70
P00559,ASIA,casual,1059
P00560,NA,farmer,876
P00561,ASIA,trader,754
P00562,NA,casual,553
P00563,NA,casual,665
P00564,NA,trader,528
P00565,EU,casual,411
P00566,ASIA,farmer,49
P00567,ASIA,casual,480
P00568,NA,casual,247
P00569,ASIA,raider,781
P00570,NA,casual,644
P00571,EU,casual,692
P00572,EU,casual,155
P00573,EU,casual,801
P00574,EU,raider,20
P00575,EU,farmer,649
P00576,EU,casual,509
P00577,NA,casual,232
P00578,NA,farmer,37
P00579,NA,casual,306
P00580,EU,casual,15
P00581,ASIA,casual,790
P00582,NA,casual,224
P00583,ASIA,casual,904
P00584,NA,raider,386
P00585,EU,trader,354
P00586,ASIA,trader,134
P00587,EU,raider,485
P00588,ASIA,casual,946
P00589,NA,casual,1027
P00590,EU,casual,998
P00591,EU,casual,612
P00592,EU,raider,313
P00593,ASIA,casual,609
P00594,EU,casual,838
P00595,EU,casual,819
P00596,ASIA,casual,731
P00597,NA,casual,52
P00598,ASIA,farmer,648
P00599,EU,casual,695
