trade_id,ts,buyer_id,seller_id,item_id,qty,price,listing_id
T0000170,2025-01-01 02:00:00,P00159,P00186,I0012,1,31.8,L0000057
T0000171,2025-01-01 02:00:00,P00167,P00339,I0007,1,584.07,L0000069
T0000145,2025-01-01 02:00:00,P00532,P00342,I0036,1,38.2,L0000117
T0000159,2025-01-01 02:00:00,P00324,P00145,I0034,1,41.29,L0000011
T0000144,2025-01-01 02:00:00,P00036,P00076,I0027,1,40.9,L0000094
T0000172,2025-01-01 02:00:00,P00200,P00076,I0027,1,40.9,L0000094
T0000142,2025-01-01 02:00:00,P00010,P00190,I0011,1,500.14,L0000015
T0000169,2025-01-01 02:00:00,P00491,P00258,I0031,1,30.8,L0000109
T0000116,2025-01-01 02:00:00,P00122,P00186,I0012,1,31.8,L0000057
T0000143,2025-01-01 02:00:00,P00531,P00258,I0031,1,30.8,L0000109
T0000165,2025-01-01 02:00:00,P00423,P00125,I0021,1,435.47,L0000097
T0000167,2025-01-01 02:00:00,P00092,P00342,I0036,1,38.2,L0000117
T0000156,2025-01-01 02:00:00,P00467,P00145,I0034,1,41.29,L0000011
T0000124,2025-01-01 02:00:00,P00466,P00107,I0039,1,53.54,L0000054
T0000123,2025-01-01 02:00:00,P00089,P00145,I0034,1,41.29,L0000011
T0000168,2025-01-01 02:00:00,P00541,P00145,I0034,1,41.29,L0000011
T0000135,2025-01-01 02:00:00,P00383,P00312,I0023,1,44.46,L0000115
T0000120,2025-01-01 02:00:00,P00523,P00239,I0014,1,324.55,L0000017
T0000119,2025-01-01 02:00:00,P00326,P00312,I0023,1,44.46,L0000115
T0000118,2025-01-01 02:00:00,P00040,P00107,I0039,1,53.54,L0000054
T0000117,2025-01-01 02:00:00,P00590,P00536,I0032,1,30.28,L0000127
T0000181,2025-01-01 03:00:00,P00034,P00593,I0020,1,43.42,L0000132
T0000185,2025-01-01 03:00:00,P00398,P00313,I0023,1,30.43,L0000154
T0000183,2025-01-01 03:00:00,P00567,P00557,I0008,1,39.22,L0000131
T0000182,2025-01-01 03:00:00,P00549,P00586,I0018,1,63.39,L0000087
T0000177,2025-01-01 03:00:00,P00093,P00575,I0024,1,36.86,L0000046
T0000186,2025-01-01 03:00:00,P00135,P00313,I0023,1,30.43,L0000154
T0000178,2025-01-01 03:00:00,P00240,P00225,I0025,1,337.31,L0000061
T0000187,2025-01-01 03:00:00,P00417,P00314,I0017,1,54.86,L0000021
T0000175,2025-01-01 03:00:00,P00126,P00022,I0030,1,36.75,L0000002
T0000174,2025-01-01 03:00:00,P00490,P00225,I0025,1,337.31,L0000061
T0000173,2025-01-01 03:00:00,P00277,P00239,I0014,1,324.55,L0000017
T0000188,2025-01-01 03:00:00,P00158,P00009,I0016,1,24.21,L0000088
T0000179,2025-01-01 03:00:00,P00323,P00354,I0015,1,52.98,L0000072
T0000180,2025-01-01 03:00:00,P00335,P00313,I0023,1,30.43,L0000154
T0000176,2025-01-01 03:00:00,P00225,P00113,I0002,1,44.78,L0000096
T0000193,2025-01-01 03:00:00,P00248,P00230,I0027,1,38.92,L0000147
T0000184,2025-01-01 03:00:00,P00555,P00222,I0037,1,41.74,L0000060
T0000199,2025-01-01 03:00:00,P00068,P00186,I0012,1,31.8,L0000057
T0000189,2025-01-01 03:00:00,P00423,P00342,I0036,1,38.2,L0000117
T0000205,2025-01-01 03:00:00,P00124,P00113,I0002,1,44.78,L0000096
T0000203,2025-01-01 03:00:00,P00402,P00022,I0030,1,36.75,L0000002
T0000202,2025-01-01 03:00:00,P00082,P00586,I0018,1,63.39,L0000087
T0000201,2025-01-01 03:00:00,P00149,P00487,I0026,1,50.15,L0000080
T0000204,2025-01-01 03:00:00,P00183,P00519,I0009,1,35.75,L0000084
T0000194,2025-01-01 03:00:00,P00295,P00190,I0011,1,500.14,L0000015
T0000200,2025-01-01 03:00:00,P00215,P00314,I0017,1,54.86,L0000021
T0000196,2025-01-01 03:00:00,P00113,P00313,I0023,1,30.43,L0000154
T0000195,2025-01-01 03:00:00,P00010,P00109,I0032,1,29.74,L0000141
T0000190,2025-01-01 03:00:00,P00594,P00378,I0003,1,56.87,L0000028
T0000192,2025-01-01 03:00:00,P00005,P00573,I0013,1,36.22,L0000168
T0000197,2025-01-01 03:00:00,P00498,P00239,I0014,1,324.55,L0000017
T0000198,2025-01-01 03:00:00,P00390,P00557,I0008,1,39.22,L0000131
T0000191,2025-01-01 03:00:00,P00284,P00483,I0019,1,205.16,L0000037
T0000220,2025-01-01 04:00:00,P00500,P00487,I0026,1,50.15,L0000080
T0000263,2025-01-01 04:00:00,P00052,P00526,I0022,1,56.63,L0000043
T0000261,2025-01-01 04:00:00,P00135,P00186,I0012,1,31.8,L0000057
T0000242,2025-01-01 04:00:00,P00266,P00354,I0015,1,52.98,L0000072
T0000244,2025-01-01 04:00:00,P00124,P00351,I0013,1,28.19,L0000191
T0000240,2025-01-01 04:00:00,P00211,P00486,I0010,1,399.09,L0000201
T0000219,2025-01-01 04:00:00,P00287,P00162,I0033,1,497.32,L0000056
T0000211,2025-01-01 04:00:00,P00071,P00009,I0016,1,24.21,L0000088
T0000217,2025-01-01 04:00:00,P00203,P00190,I0011,1,500.14,L0000015
T0000216,2025-01-01 04:00:00,P00015,P00575,I0024,1,36.86,L0000046
T0000215,2025-01-01 04:00:00,P00590,P00022,I0030,1,36.75,L0000002
T0000214,2025-01-01 04:00:00,P00164,P00390,I0000,1,38.12,L0000195
T0000212,2025-01-01 04:00:00,P00477,P00113,I0002,1,44.78,L0000096
T0000264,2025-01-01 04:00:00,P00560,P00486,I0010,1,399.09,L0000201
T0000209,2025-01-01 04:00:00,P00596,P00586,I0018,1,63.39,L0000087
T0000218,2025-01-01 04:00:00,P00305,P00155,I0029,1,49.17,L0000103
T0000265,2025-01-01 04:00:00,P00507,P00296,I0003,1,51.89,L0000186
T0000206,2025-01-01 04:00:00,P00034,P00296,I0003,1,51.89,L0000186
T0000269,2025-01-01 04:00:00,P00210,P00313,I0023,1,30.43,L0000154
T0000271,2025-01-01 04:00:00,P00117,P00483,I0019,1,205.16,L0000037
T0000208,2025-01-01 04:00:00,P00353,P00050,I0028,1,46.18,L0000092
T0000207,2025-01-01 04:00:00,P00545,P00296,I0003,1,51.89,L0000186
T0000241,2025-01-01 04:00:00,P00206,P00145,I0034,1,41.29,L0000011
T0000221,2025-01-01 04:00:00,P00108,P00258,I0031,1,30.8,L0000109
T0000222,2025-01-01 04:00:00,P00306,P00050,I0028,1,46.18,L0000092
T0000213,2025-01-01 04:00:00,P00061,P00125,I0021,1,435.47,L0000097
T0000224,2025-01-01 04:00:00,P00557,P00125,I0021,1,435.47,L0000097
T0000239,2025-01-01 04:00:00,P00150,P00050,I0028,1,46.18,L0000092
T0000223,2025-01-01 04:00:00,P00553,P00311,I0001,1,54.77,L0000188
T0000253,2025-01-01 04:00:00,P00452,P00311,I0001,1,54.77,L0000188
T0000258,2025-01-01 04:00:00,P00106,P00354,I0015,1,52.98,L0000072
T0000257,2025-01-01 04:00:00,P00373,P00313,I0023,1,30.43,L0000154
T0000237,2025-01-01 04:00:00,P00320,P00162,I0033,1,497.32,L0000056
T0000270,2025-01-01 04:00:00,P00140,P00313,I0023,1,30.43,L0000154
T0000266,2025-01-01 04:00:00,P00195,P00296,I0003,1,51.89,L0000186
T0000272,2025-01-01 04:00:00,P00520,P00342,I0036,1,38.2,L0000117
T0000210,2025-01-01 04:00:00,P00107,P00586,I0018,1,63.39,L0000087
T0000246,2025-01-01 04:00:00,P00435,P00145,I0034,1,41.29,L0000011
T0000275,2025-01-01 04:00:00,P00499,P00314,I0017,1,54.86,L0000021
T0000238,2025-01-01 04:00:00,P00309,P00022,I0030,1,36.75,L0000002
T0000267,2025-01-01 04:00:00,P00090,P00107,I0039,1,53.54,L0000054
T0000236,2025-01-01 04:00:00,P00367,P00297,I0005,1,308.18,L0000187
T0000229,2025-01-01 04:00:00,P00364,P00313,I0023,1,30.43,L0000154
T0000225,2025-01-01 04:00:00,P00225,P00314,I0017,1,54.86,L0000021
T0000226,2025-01-01 04:00:00,P00420,P00487,I0026,1,50.15,L0000080
T0000228,2025-01-01 04:00:00,P00454,P00483,I0019,1,205.16,L0000037
T0000234,2025-01-01 04:00:00,P00402,P00369,I0006,1,38.7,L0000026
T0000230,2025-01-01 04:00:00,P00581,P00145,I0034,1,41.29,L0000011
T0000235,2025-01-01 04:00:00,P00100,P00311,I0001,1,54.77,L0000188
T0000232,2025-01-01 04:00:00,P00183,P00501,I0004,1,362.96,L0000202
T0000233,2025-01-01 04:00:00,P00336,P00222,I0037,1,41.74,L0000060
T0000231,2025-01-01 04:00:00,P00333,P00050,I0028,1,46.18,L0000092
T0000273,2025-01-01 04:00:00,P00458,P00258,I0031,1,30.8,L0000109
T0000276,2025-01-01 04:00:00,P00216,P00586,I0018,1,63.39,L0000087
T0000277,2025-01-01 04:00:00,P00494,P00575,I0024,1,36.86,L0000046
T0000227,2025-01-01 04:00:00,P00084,P00050,I0028,1,46.18,L0000092
T0000262,2025-01-01 04:00:00,P00234,P00526,I0022,1,56.63,L0000043
T0000256,2025-01-01 04:00:00,P00486,P00009,I0016,1,24.21,L0000088
T0000243,2025-01-01 04:00:00,P00192,P00109,I0032,1,29.74,L0000141
T0000255,2025-01-01 04:00:00,P00298,P00141,I0027,1,37.05,L0000179
T0000254,2025-01-01 04:00:00,P00279,P00313,I0023,1,30.43,L0000154
T0000252,2025-01-01 04:00:00,P00204,P00107,I0039,1,53.54,L0000054
T0000250,2025-01-01 04:00:00,P00049,P00557,I0008,1,39.22,L0000131
T0000249,2025-01-01 04:00:00,P00492,P00314,I0017,1,54.86,L0000021
T0000248,2025-01-01 04:00:00,P00251,P00369,I0006,1,38.7,L0000026
T0000245,2025-01-01 04:00:00,P00462,P00593,I0020,1,43.42,L0000132
T0000247,2025-01-01 04:00:00,P00555,P00311,I0001,1,54.77,L0000188
T0000259,2025-01-01 04:00:00,P00466,P00186,I0012,1,31.8,L0000057
T0000274,2025-01-01 04:00:00,P00276,P00354,I0015,1,52.98,L0000072
T0000278,2025-01-01 04:00:00,P00448,P00297,I0005,1,308.18,L0000187
T0000251,2025-01-01 04:00:00,P00447,P00258,I0031,1,30.8,L0000109
T0000260,2025-01-01 04:00:00,P00497,P00113,I0002,1,44.78,L0000096
T0000268,2025-01-01 04:00:00,P00383,P00107,I0039,1,53.54,L0000054
T0000282,2025-01-01 05:00:00,P00357,P00225,I0025,1,337.31,L0000061
T0000281,2025-01-01 05:00:00,P00323,P00133,I0027,1,36.16,L0000218
T0000286,2025-01-01 05:00:00,P00239,P00080,I0017,1,48.22,L0000211
T0000285,2025-01-01 05:00:00,P00085,P00109,I0032,1,29.74,L0000141
T0000313,2025-01-01 05:00:00,P00524,P00189,I0000,1,37.58,L0000222
T0000284,2025-01-01 05:00:00,P00394,P00106,I0001,1,41.01,L0000215
T0000288,2025-01-01 05:00:00,P00582,P00328,I0010,1,389.6,L0000237
T0000280,2025-01-01 05:00:00,P00228,P00022,I0030,1,36.75,L0000002
T0000316,2025-01-01 05:00:00,P00288,P00109,I0032,1,29.74,L0000141
T0000297,2025-01-01 05:00:00,P00106,P00557,I0008,1,39.22,L0000131
T0000296,2025-01-01 05:00:00,P00483,P00106,I0001,1,41.01,L0000215
T0000293,2025-01-01 05:00:00,P00254,P00297,I0005,1,308.18,L0000187
T0000298,2025-01-01 05:00:00,P00434,P00109,I0032,1,29.74,L0000141
