listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0004541,2025-01-01 00:36:00,P00474,,I0033,1,925.72,2025-01-01 06:36:00
L0004542,2025-01-01 00:36:00,P00585,,I0033,1,925.72,2025-01-01 06:36:00
L0004550,2025-01-01 00:37:00,P00557,,I0037,1,84.48,2025-01-01 06:37:00
L0004534,2025-01-01 00:43:00,P00352,,I0028,1,101.6,2025-01-01 06:43:00
L0004533,2025-01-01 00:45:00,P00247,,I0028,1,101.6,2025-01-01 06:45:00
L0004544,2025-01-01 00:54:00,P00474,,I0033,1,925.72,2025-01-01 06:54:00
L0004576,2025-01-01 00:57:00,P00156,,I0000,1,77.29,2025-01-01 06:57:00
L0004568,2025-01-01 00:58:00,P00342,,I0023,1,71.15,2025-01-01 06:58:00
L0000081,2025-01-01 01:00:00,P00493,NA,I0019,3,224.26,2025-01-02 04:00:00
L0000083,2025-01-01 01:00:00,P00516,NA,I0009,3,45.64,2025-01-02 12:00:00
L0000078,2025-01-01 01:00:00,P00450,NA,I0021,2,481.54,2025-01-02 02:00:00
L0000076,2025-01-01 01:00:00,P00426,NA,I0008,2,44.01,2025-01-01 13:00:00
L0000074,2025-01-01 01:00:00,P00414,ASIA,I0016,1,33.12,2025-01-01 14:00:00
L0000085,2025-01-01 01:00:00,P00561,ASIA,I0025,1,434.74,2025-01-02 00:00:00
L0000086,2025-01-01 01:00:00,P00563,NA,I0016,1,30.54,2025-01-01 14:00:00
L0000052,2025-01-01 01:00:00,P00069,NA,I0011,1,530.08,2025-01-01 17:00:00
L0000068,2025-01-01 01:00:00,P00318,NA,I0002,1,61.21,2025-01-02 07:00:00
L0000079,2025-01-01 01:00:00,P00485,EU,I0006,2,46.01,2025-01-02 01:00:00
L0000082,2025-01-01 01:00:00,P00504,NA,I0025,3,337.56,2025-01-02 08:00:00
L0000067,2025-01-01 01:00:00,P00310,EU,I0036,1,46.58,2025-01-01 17:00:00
L0000049,2025-01-01 01:00:00,P00051,EU,I0039,2,61.05,2025-01-02 11:00:00
L0000048,2025-01-01 01:00:00,P00026,EU,I0030,2,39.91,2025-01-01 22:00:00
L0000087,2025-01-01 01:00:00,P00586,ASIA,I0018,2,63.39,2025-01-02 10:00:00
L0000047,2025-01-01 01:00:00,P00012,ASIA,I0024,2,38.27,2025-01-01 23:00:00
L0000075,2025-01-01 01:00:00,P00415,EU,I0017,1,61.22,2025-01-01 14:00:00
L0000065,2025-01-01 01:00:00,P00288,NA,I0002,1,61.83,2025-01-02 07:00:00
L0000050,2025-01-01 01:00:00,P00055,EU,I0002,1,54.75,2025-01-02 08:00:00
L0000084,2025-01-01 01:00:00,P00519,NA,I0009,1,35.75,2025-01-02 10:00:00
L0000080,2025-01-01 01:00:00,P00487,NA,I0026,2,50.15,2025-01-01 19:00:00
L0000072,2025-01-01 01:00:00,P00354,NA,I0015,1,52.98,2025-01-02 05:00:00
L0000073,2025-01-01 01:00:00,P00409,EU,I0009,1,42.24,2025-01-01 17:00:00
L0000066,2025-01-01 01:00:00,P00290,NA,I0000,1,39.55,2025-01-01 20:00:00
L0000057,2025-01-01 01:00:00,P00186,ASIA,I0012,2,31.8,2025-01-02 05:00:00
L0000058,2025-01-01 01:00:00,P00204,NA,I0029,1,59.15,2025-01-01 14:00:00
L0000059,2025-01-01 01:00:00,P00221,NA,I0034,1,55.07,2025-01-01 20:00:00
L0000060,2025-01-01 01:00:00,P00222,ASIA,I0037,1,41.74,2025-01-02 04:00:00
L0000061,2025-01-01 01:00:00,P00225,EU,I0025,1,337.31,2025-01-01 21:00:00
L0000062,2025-01-01 01:00:00,P00228,NA,I0030,3,54.66,2025-01-01 22:00:00
L0000064,2025-01-01 01:00:00,P00274,NA,I0032,3,32.26,2025-01-01 16:00:00
L0000055,2025-01-01 01:00:00,P00145,ASIA,I0023,1,52.2,2025-01-02 05:00:00
L0000056,2025-01-01 01:00:00,P00162,ASIA,I0033,1,497.32,2025-01-02 04:00:00
L0000069,2025-01-01 01:00:00,P00339,NA,I0007,1,584.07,2025-01-02 10:00:00
L0000077,2025-01-01 01:00:00,P00443,EU,I0024,1,40.11,2025-01-02 06:00:00
L0000070,2025-01-01 01:00:00,P00341,EU,I0006,1,45.44,2025-01-01 17:00:00
L0000071,2025-01-01 01:00:00,P00345,EU,I0020,3,59.27,2025-01-01 15:00:00
L0004577,2025-01-01 01:00:00,P00532,,I0000,1,77.29,2025-01-01 07:00:00
L0000051,2025-01-01 01:00:00,P00068,NA,I0030,3,47.92,2025-01-02 06:00:00
L0000063,2025-01-01 01:00:00,P00236,NA,I0029,1,64.37,2025-01-02 01:00:00
L0000054,2025-01-01 01:00:00,P00107,EU,I0039,1,53.54,2025-01-02 06:00:00
L0000053,2025-01-01 01:00:00,P00084,NA,I0036,2,52.22,2025-01-02 06:00:00
L0004549,2025-01-01 01:03:00,P00064,,I0037,1,84.48,2025-01-01 07:03:00
L0004579,2025-01-01 01:03:00,P00156,,I0000,1,77.29,2025-01-01 07:03:00
L0004537,2025-01-01 01:04:00,P00352,,I0028,1,101.6,2025-01-01 07:04:00
L0004557,2025-01-01 01:05:00,P00236,,I0030,1,94.47,2025-01-01 07:05:00
L0004564,2025-01-01 01:05:00,P00117,,I0030,1,94.47,2025-01-01 07:05:00
L0004559,2025-01-01 01:06:00,P00119,,I0030,1,94.47,2025-01-01 07:06:00
L0004573,2025-01-01 01:06:00,P00156,,I0000,1,77.29,2025-01-01 07:06:00
L0004565,2025-01-01 01:08:00,P00342,,I0023,1,71.15,2025-01-01 07:08:00
L0004575,2025-01-01 01:08:00,P00003,,I0000,1,77.29,2025-01-01 07:08:00
L0004558,2025-01-01 01:09:00,P00117,,I0030,1,94.47,2025-01-01 07:09:00
L0004578,2025-01-01 01:09:00,P00003,,I0000,1,77.29,2025-01-01 07:09:00
L0004555,2025-01-01 01:12:00,P00064,,I0037,1,84.48,2025-01-01 07:12:00
L0004561,2025-01-01 01:14:00,P00117,,I0030,1,94.47,2025-01-01 07:14:00
L0004552,2025-01-01 01:17:00,P00064,,I0037,1,84.48,2025-01-01 07:17:00
L0004539,2025-01-01 01:18:00,P00247,,I0028,1,101.6,2025-01-01 07:18:00
L0004567,2025-01-01 01:21:00,P00023,,I0023,1,71.15,2025-01-01 07:21:00
L0004570,2025-01-01 01:22:00,P00023,,I0023,1,71.15,2025-01-01 07:22:00
L0004571,2025-01-01 01:25:00,P00342,,I0023,1,71.15,2025-01-01 07:25:00
L0004574,2025-01-01 01:25:00,P00532,,I0000,1,77.29,2025-01-01 07:25:00
L0004548,2025-01-01 01:27:00,P00585,,I0033,1,925.72,2025-01-01 07:27:00
L0004580,2025-01-01 01:29:00,P00532,,I0000,1,77.29,2025-01-01 07:29:00
L0004562,2025-01-01 01:30:00,P00119,,I0030,1,94.47,2025-01-01 07:30:00
L0004566,2025-01-01 01:30:00,P00191,,I0023,1,71.15,2025-01-01 07:30:00
L0004554,2025-01-01 01:30:00,P00411,,I0037,1,84.48,2025-01-01 07:30:00
L0004551,2025-01-01 01:30:00,P00411,,I0037,1,84.48,2025-01-01 07:30:00
L0004545,2025-01-01 01:31:00,P00585,,I0033,1,925.72,2025-01-01 07:31:00
L0004543,2025-01-01 01:31:00,P00224,,I0033,1,925.72,2025-01-01 07:31:00
L0004535,2025-01-01 01:32:00,P00133,,I0028,1,101.6,2025-01-01 07:32:00
L0004569,2025-01-01 01:33:00,P00191,,I0023,1,71.15,2025-01-01 07:33:00
L0004553,2025-01-01 01:35:00,P00557,,I0037,1,84.48,2025-01-01 07:35:00
L0004546,2025-01-01 01:39:00,P00224,,I0033,1,925.72,2025-01-01 07:39:00
L0004560,2025-01-01 01:40:00,P00236,,I0030,1,94.47,2025-01-01 07:40:00
L0004538,2025-01-01 01:40:00,P00133,,I0028,1,101.6,2025-01-01 07:40:00
L0004536,2025-01-01 01:40:00,P00247,,I0028,1,101.6,2025-01-01 07:40:00
L0004556,2025-01-01 01:44:00,P00557,,I0037,1,84.48,2025-01-01 07:44:00
L0004572,2025-01-01 01:48:00,P00191,,I0023,1,71.15,2025-01-01 07:48:00
L0004540,2025-01-01 01:52:00,P00352,,I0028,1,101.6,2025-01-01 07:52:00
L0004547,2025-01-01 01:58:00,P00474,,I0033,1,925.72,2025-01-01 07:58:00
L0004563,2025-01-01 01:58:00,P00236,,I0030,1,94.47,2025-01-01 07:58:00
L0000129,2025-01-01 02:00:00,P00546,EU,I0030,2,52.16,2025-01-01 19:00:00
L0000092,2025-01-01 02:00:00,P00050,EU,I0028,1,46.18,2025-01-02 07:00:00
L0000127,2025-01-01 02:00:00,P00536,EU,I0032,3,30.28,2025-01-01 14:00:00
L0000126,2025-01-01 02:00:00,P00504,NA,I0018,3,65.27,2025-01-02 08:00:00
L0000108,2025-01-01 02:00:00,P00256,NA,I0003,1,60.5,2025-01-01 21:00:00
L0000094,2025-01-01 02:00:00,P00076,ASIA,I0027,2,40.9,2025-01-01 23:00:00
L0000101,2025-01-01 02:00:00,P00143,NA,I0036,1,42.21,2025-01-01 22:00:00
L0000103,2025-01-01 02:00:00,P00155,EU,I0029,2,49.17,2025-01-02 04:00:00
L0000100,2025-01-01 02:00:00,P00141,EU,I0013,2,39.52,2025-01-01 19:00:00
L0000102,2025-01-01 02:00:00,P00153,NA,I0018,1,75.35,2025-01-02 03:00:00
L0000095,2025-01-01 02:00:00,P00096,EU,I0026,1,56.61,2025-01-02 09:00:00
L0000104,2025-01-01 02:00:00,P00201,NA,I0018,2,66.91,2025-01-02 09:00:00
L0000106,2025-01-01 02:00:00,P00233,NA,I0017,2,55.64,2025-01-02 09:00:00
L0000105,2025-01-01 02:00:00,P00229,EU,I0016,1,26.0,2025-01-01 21:00:00
L0000099,2025-01-01 02:00:00,P00132,ASIA,I0020,1,51.69,2025-01-01 17:00:00
L0000089,2025-01-01 02:00:00,P00040,NA,I0018,1,64.05,2025-01-01 22:00:00
L0000097,2025-01-01 02:00:00,P00125,ASIA,I0021,3,435.47,2025-01-02 01:00:00
L0000096,2025-01-01 02:00:00,P00113,EU,I0002,1,44.78,2025-01-02 08:00:00
L0000130,2025-01-01 02:00:00,P00555,EU,I0024,2,44.27,2025-01-02 13:00:00
L0000098,2025-01-01 02:00:00,P00127,EU,I0029,1,61.64,2025-01-01 20:00:00
L0000107,2025-01-01 02:00:00,P00239,NA,I0018,1,68.9,2025-01-01 22:00:00
L0000111,2025-01-01 02:00:00,P00295,NA,I0029,2,66.18,2025-01-02 11:00:00
L0000132,2025-01-01 02:00:00,P00593,ASIA,I0020,1,43.42,2025-01-01 22:00:00
L0000093,2025-01-01 02:00:00,P00061,EU,I0017,2,55.74,2025-01-01 15:00:00
L0000120,2025-01-01 02:00:00,P00426,NA,I0008,1,45.99,2025-01-02 02:00:00
L0000114,2025-01-01 02:00:00,P00308,NA,I0019,1,212.66,2025-01-02 11:00:00
L0000115,2025-01-01 02:00:00,P00312,NA,I0023,2,44.46,2025-01-02 11:00:00
L0000116,2025-01-01 02:00:00,P00318,NA,I0019,1,243.73,2025-01-01 14:00:00
L0000113,2025-01-01 02:00:00,P00307,EU,I0032,1,32.91,2025-01-01 14:00:00
L0000117,2025-01-01 02:00:00,P00342,NA,I0036,2,38.2,2025-01-02 05:00:00
L0000121,2025-01-01 02:00:00,P00448,NA,I0020,2,54.38,2025-01-01 19:00:00
L0000125,2025-01-01 02:00:00,P00499,EU,I0034,1,51.97,2025-01-01 20:00:00
L0000118,2025-01-01 02:00:00,P00381,ASIA,I0000,1,39.91,2025-01-02 04:00:00
L0000119,2025-01-01 02:00:00,P00423,ASIA,I0008,2,58.55,2025-01-02 13:00:00
L0000112,2025-01-01 02:00:00,P00305,EU,I0028,1,50.84,2025-01-02 06:00:00
L0000128,2025-01-01 02:00:00,P00537,ASIA,I0037,2,47.18,2025-01-01 20:00:00
L0000123,2025-01-01 02:00:00,P00457,EU,I0002,2,56.76,2025-01-01 19:00:00
L0000131,2025-01-01 02:00:00,P00557,EU,I0008,1,39.22,2025-01-02 09:00:00
L0000091,2025-01-01 02:00:00,P00048,EU,I0009,2,47.93,2025-01-02 07:00:00
L0000090,2025-01-01 02:00:00,P00044,NA,I0029,1,63.92,2025-01-01 18:00:00
L0000109,2025-01-01 02:00:00,P00258,NA,I0031,2,30.8,2025-01-01 22:00:00
L0000110,2025-01-01 02:00:00,P00271,NA,I0006,2,65.02,2025-01-02 08:00:00
L0000088,2025-01-01 02:00:00,P00009,EU,I0016,1,24.21,2025-01-01 15:00:00
L0000124,2025-01-01 02:00:00,P00476,EU,I0030,2,56.8,2025-01-01 18:00:00
L0000122,2025-01-01 02:00:00,P00455,EU,I0003,3,61.07,2025-01-02 11:00:00
L0000139,2025-01-01 03:00:00,P00090,NA,I0036,1,38.85,2025-01-02 13:00:00
L0000150,2025-01-01 03:00:00,P00260,EU,I0002,1,52.11,2025-01-02 14:00:00
L0000138,2025-01-01 03:00:00,P00066,EU,I0032,2,29.89,2025-01-02 12:00:00
L0000164,2025-01-01 03:00:00,P00497,ASIA,I0017,2,73.5,2025-01-01 22:00:00
L0000137,2025-01-01 03:00:00,P00041,EU,I0023,2,37.2,2025-01-02 03:00:00
L0000135,2025-01-01 03:00:00,P00027,NA,I0039,1,65.45,2025-01-02 06:00:00
L0000134,2025-01-01 03:00:00,P00017,EU,I0012,1,43.68,2025-01-01 23:00:00
L0000140,2025-01-01 03:00:00,P00108,EU,I0036,1,42.56,2025-01-02 07:00:00
L0000168,2025-01-01 03:00:00,P00573,EU,I0013,2,36.22,2025-01-02 07:00:00
L0000162,2025-01-01 03:00:00,P00484,NA,I0021,2,496.65,2025-01-01 18:00:00
L0000153,2025-01-01 03:00:00,P00299,EU,I0037,1,51.28,2025-01-02 13:00:00
L0000169,2025-01-01 03:00:00,P00578,NA,I0030,2,51.93,2025-01-01 22:00:00
L0000167,2025-01-01 03:00:00,P00568,NA,I0039,2,55.89,2025-01-02 05:00:00
L0000136,2025-01-01 03:00:00,P00039,ASIA,I0015,1,63.72,2025-01-02 07:00:00
L0000148,2025-01-01 03:00:00,P00248,EU,I0003,1,80.93,2025-01-02 09:00:00
L0000151,2025-01-01 03:00:00,P00286,NA,I0036,1,48.2,2025-01-02 08:00:00
L0000152,2025-01-01 03:00:00,P00292,EU,I0006,1,71.74,2025-01-02 10:00:00
L0000141,2025-01-01 03:00:00,P00109,ASIA,I0032,1,29.74,2025-01-02 05:00:00
L0000144,2025-01-01 03:00:00,P00162,ASIA,I0024,1,41.41,2025-01-01 21:00:00
L0000143,2025-01-01 03:00:00,P00144,ASIA,I0006,1,59.48,2025-01-01 15:00:00
L0000133,2025-01-01 03:00:00,P00000,EU,I0013,1,45.06,2025-01-02 06:00:00
L0000161,2025-01-01 03:00:00,P00441,NA,I0005,1,435.87,2025-01-02 06:00:00
L0000159,2025-01-01 03:00:00,P00404,EU,I0008,3,43.49,2025-01-01 23:00:00
L0000157,2025-01-01 03:00:00,P00373,ASIA,I0024,3,36.93,2025-01-02 05:00:00
L0000146,2025-01-01 03:00:00,P00207,EU,I0033,2,515.86,2025-01-02 01:00:00
L0000155,2025-01-01 03:00:00,P00319,EU,I0018,1,72.97,2025-01-02 06:00:00
L0000154,2025-01-01 03:00:00,P00313,NA,I0023,1,30.43,2025-01-01 15:00:00
L0000160,2025-01-01 03:00:00,P00421,EU,I0028,1,49.67,2025-01-02 04:00:00
L0000158,2025-01-01 03:00:00,P00388,ASIA,I0013,2,40.74,2025-01-01 20:00:00
L0000156,2025-01-01 03:00:00,P00334,EU,I0005,1,443.21,2025-01-02 03:00:00
L0000147,2025-01-01 03:00:00,P00230,EU,I0027,1,38.92,2025-01-02 07:00:00
L0000163,2025-01-01 03:00:00,P00492,ASIA,I0011,1,517.55,2025-01-01 18:00:00
L0000165,2025-01-01 03:00:00,P00521,NA,I0012,2,47.04,2025-01-02 10:00:00
L0000149,2025-01-01 03:00:00,P00256,NA,I0007,1,622.71,2025-01-01 16:00:00
L0000142,2025-01-01 03:00:00,P00130,EU,I0027,2,44.19,2025-01-02 07:00:00
L0000145,2025-01-01 03:00:00,P00179,EU,I0011,1,545.51,2025-01-01 15:00:00
L0000166,2025-01-01 03:00:00,P00565,EU,I0016,3,27.15,2025-01-02 13:00:00
L0000184,2025-01-01 04:00:00,P00240,EU,I0039,1,67.7,2025-01-01 18:00:00
L0000183,2025-01-01 04:00:00,P00229,EU,I0031,2,43.75,2025-01-02 10:00:00
L0000182,2025-01-01 04:00:00,P00200,EU,I0039,1,58.82,2025-01-02 03:00:00
L0000181,2025-01-01 04:00:00,P00163,NA,I0002,1,62.25,2025-01-02 09:00:00
L0000180,2025-01-01 04:00:00,P00144,ASIA,I0032,2,31.12,2025-01-02 11:00:00
L0000190,2025-01-01 04:00:00,P00340,NA,I0024,3,46.87,2025-01-02 05:00:00
L0000173,2025-01-01 04:00:00,P00057,NA,I0002,2,58.74,2025-01-01 21:00:00
L0000177,2025-01-01 04:00:00,P00127,EU,I0039,1,55.25,2025-01-01 20:00:00
L0000172,2025-01-01 04:00:00,P00056,ASIA,I0016,1,32.43,2025-01-02 10:00:00
L0000175,2025-01-01 04:00:00,P00108,EU,I0023,2,40.06,2025-01-02 09:00:00
L0000174,2025-01-01 04:00:00,P00093,ASIA,I0016,3,37.63,2025-01-02 06:00:00
L0000171,2025-01-01 04:00:00,P00012,ASIA,I0000,1,55.39,2025-01-01 19:00:00
L0000170,2025-01-01 04:00:00,P00007,ASIA,I0029,1,81.07,2025-01-02 15:00:00
L0000187,2025-01-01 04:00:00,P00297,NA,I0005,1,308.18,2025-01-02 11:00:00
L0000185,2025-01-01 04:00:00,P00284,NA,I0022,3,80.82,2025-01-02 04:00:00
L0000186,2025-01-01 04:00:00,P00296,NA,I0003,1,51.89,2025-01-02 14:00:00
L0000176,2025-01-01 04:00:00,P00118,NA,I0009,2,40.79,2025-01-02 12:00:00
L0000191,2025-01-01 04:00:00,P00351,EU,I0013,2,28.19,2025-01-01 18:00:00
L0000179,2025-01-01 04:00:00,P00141,EU,I0027,1,37.05,2025-01-01 20:00:00
L0000198,2025-01-01 04:00:00,P00409,EU,I0039,1,61.88,2025-01-01 16:00:00
L0000188,2025-01-01 04:00:00,P00311,EU,I0001,1,54.77,2025-01-02 01:00:00
L0000199,2025-01-01 04:00:00,P00410,EU,I0027,1,41.11,2025-01-02 12:00:00
L0000178,2025-01-01 04:00:00,P00132,ASIA,I0022,2,61.81,2025-01-02 09:00:00
L0000206,2025-01-01 04:00:00,P00598,ASIA,I0029,1,67.43,2025-01-01 23:00:00
L0000204,2025-01-01 04:00:00,P00538,NA,I0039,1,54.71,2025-01-02 10:00:00
L0000203,2025-01-01 04:00:00,P00524,NA,I0027,1,44.82,2025-01-02 05:00:00
L0000201,2025-01-01 04:00:00,P00486,NA,I0010,1,399.09,2025-01-02 05:00:00
L0000200,2025-01-01 04:00:00,P00436,NA,I0009,1,52.46,2025-01-02 07:00:00
L0000205,2025-01-01 04:00:00,P00557,EU,I0036,1,40.98,2025-01-01 16:00:00
L0000202,2025-01-01 04:00:00,P00501,NA,I0004,2,362.96,2025-01-02 15:00:00
L0000189,2025-01-01 04:00:00,P00315,NA,I0011,2,511.02,2025-01-02 15:00:00
L0000193,2025-01-01 04:00:00,P00382,EU,I0030,1,49.36,2025-01-01 18:00:00
L0000194,2025-01-01 04:00:00,P00388,ASIA,I0023,1,45.96,2025-01-02 13:00:00
L0000192,2025-01-01 04:00:00,P00358,NA,I0030,1,63.03,2025-01-02 11:00:00
L0000196,2025-01-01 04:00:00,P00406,ASIA,I0028,2,46.68,2025-01-02 07:00:00
L0000197,2025-01-01 04:00:00,P00407,NA,I0015,2,72.71,2025-01-02 01:00:00
L0000195,2025-01-01 04:00:00,P00390,EU,I0000,2,38.12,2025-01-02 15:00:00
L0000244,2025-01-01 05:00:00,P00418,EU,I0012,1,40.6,2025-01-02 14:00:00
L0000242,2025-01-01 05:00:00,P00403,NA,I0016,2,37.85,2025-01-02 01:00:00
L0000240,2025-01-01 05:00:00,P00370,ASIA,I0005,1,504.94,2025-01-02 13:00:00
L0000239,2025-01-01 05:00:00,P00366,EU,I0028,2,51.95,2025-01-02 11:00:00
L0000236,2025-01-01 05:00:00,P00326,EU,I0015,2,50.54,2025-01-02 06:00:00
L0000237,2025-01-01 05:00:00,P00328,NA,I0010,2,389.6,2025-01-02 01:00:00
L0000235,2025-01-01 05:00:00,P00322,NA,I0006,1,53.5,2025-01-02 02:00:00
L0000243,2025-01-01 05:00:00,P00404,EU,I0036,1,48.22,2025-01-01 17:00:00
L0000238,2025-01-01 05:00:00,P00359,EU,I0011,1,509.27,2025-01-02 03:00:00
L0000216,2025-01-01 05:00:00,P00122,NA,I0016,1,40.92,2025-01-02 12:00:00
L0000233,2025-01-01 05:00:00,P00300,NA,I0017,2,55.67,2025-01-02 05:00:00
L0000247,2025-01-01 05:00:00,P00514,EU,I0034,2,49.43,2025-01-02 10:00:00
L0000248,2025-01-01 05:00:00,P00522,ASIA,I0018,2,88.49,2025-01-02 10:00:00
L0000249,2025-01-01 05:00:00,P00530,ASIA,I0023,2,45.03,2025-01-02 00:00:00
L0000250,2025-01-01 05:00:00,P00536,EU,I0020,2,50.75,2025-01-01 21:00:00
L0000251,2025-01-01 05:00:00,P00547,EU,I0016,2,27.17,2025-01-02 09:00:00
L0000253,2025-01-01 05:00:00,P00563,NA,I0005,2,372.21,2025-01-02 00:00:00
L0000254,2025-01-01 05:00:00,P00565,EU,I0021,1,442.32,2025-01-02 03:00:00
L0000252,2025-01-01 05:00:00,P00562,NA,I0025,2,356.09,2025-01-02 08:00:00
L0000245,2025-01-01 05:00:00,P00496,ASIA,I0009,1,53.13,2025-01-02 12:00:00
L0000232,2025-01-01 05:00:00,P00293,EU,I0031,2,39.3,2025-01-01 21:00:00
L0000255,2025-01-01 05:00:00,P00597,NA,I0036,1,40.96,2025-01-02 12:00:00
L0000229,2025-01-01 05:00:00,P00258,NA,I0025,2,442.17,2025-01-01 19:00:00
L0000230,2025-01-01 05:00:00,P00261,NA,I0029,1,63.44,2025-01-01 23:00:00
L0000241,2025-01-01 05:00:00,P00378,NA,I0002,2,52.12,2025-01-02 09:00:00
L0000220,2025-01-01 05:00:00,P00158,EU,I0031,1,35.5,2025-01-02 07:00:00
L0000231,2025-01-01 05:00:00,P00279,ASIA,I0008,1,43.1,2025-01-01 22:00:00
L0000246,2025-01-01 05:00:00,P00510,EU,I0031,1,41.63,2025-01-01 20:00:00
L0000234,2025-01-01 05:00:00,P00314,NA,I0012,2,35.19,2025-01-01 19:00:00
L0000208,2025-01-01 05:00:00,P00047,EU,I0016,1,29.54,2025-01-02 08:00:00
L0000209,2025-01-01 05:00:00,P00074,NA,I0002,1,49.33,2025-01-02 05:00:00
L0000210,2025-01-01 05:00:00,P00075,EU,I0015,1,45.73,2025-01-02 13:00:00
L0000213,2025-01-01 05:00:00,P00099,EU,I0020,1,56.34,2025-01-01 17:00:00
L0000214,2025-01-01 05:00:00,P00101,NA,I0008,2,54.81,2025-01-02 13:00:00
L0000215,2025-01-01 05:00:00,P00106,ASIA,I0001,1,41.01,2025-01-01 20:00:00
L0000217,2025-01-01 05:00:00,P00130,EU,I0013,1,37.68,2025-01-02 15:00:00
