entity_type,entity_id,risk,code,detail
trade,T0005232,0.85,OVERPRICED,+9.5σ vs median
trade,T0005275,0.85,OVERPRICED,+9.5σ vs median
trade,T0005344,0.85,OVERPRICED,+9.5σ vs median
trade,T0005397,0.85,OVERPRICED,+9.5σ vs median
trade,T0005355,0.85,OVERPRICED,+9.5σ vs median
trade,T0005445,0.85,UNDERPRICED,-5.2σ vs median
trade,T0005471,0.85,UNDERPRICED,-5.2σ vs median
trade,T0005503,0.85,UNDERPRICED,-5.2σ vs median
trade,T0005550,0.85,UNDERPRICED,-5.2σ vs median
trade,T0005560,0.85,UNDERPRICED,-5.2σ vs median
trade,T0000572,0.85,UNDERPRICED,-3.1σ vs median
trade,T0000646,0.85,UNDERPRICED,-3.1σ vs median
trade,T0000648,0.85,UNDERPRICED,-3.1σ vs median
trade,T0000664,0.85,UNDERPRICED,-3.1σ vs median
trade,T0000722,0.85,UNDERPRICED,-3.1σ vs median
trade,T0000693,0.85,UNDERPRICED,-3.1σ vs median
trade,T0005838,0.85,UNDERPRICED,-2.8σ vs median
trade,T0005834,0.85,UNDERPRICED,-6.7σ vs median
trade,T0005824,0.85,UNDERPRICED,-3.5σ vs median
trade,T0005822,0.85,UNDERPRICED,-4.7σ vs median
trade,T0005823,0.85,UNDERPRICED,-3.7σ vs median
trade,T0005819,0.85,UNDERPRICED,-7.2σ vs median
trade,T0005820,0.85,UNDERPRICED,-5.7σ vs median
trade,T0001661,0.85,UNDERPRICED,-3.1σ vs median
trade,T0001718,0.85,UNDERPRICED,-3.1σ vs median
trade,T0001781,0.85,UNDERPRICED,-3.1σ vs median
trade,T0001782,0.85,UNDERPRICED,-3.1σ vs median
trade,T0001865,0.85,UNDERPRICED,-3.1σ vs median
trade,T0001910,0.85,UNDERPRICED,-3.1σ vs median
trade,T0001928,0.85,UNDERPRICED,-3.1σ vs median
trade,T0002053,0.85,UNDERPRICED,-3.1σ vs median
trade,T0002004,0.85,UNDERPRICED,-3.1σ vs median
trade,T0002059,0.85,UNDERPRICED,-3.1σ vs median
trade,T0002117,0.85,UNDERPRICED,-3.1σ vs median
trade,T0002173,0.85,UNDERPRICED,-3.1σ vs median
trade,T0002192,0.85,UNDERPRICED,-3.1σ vs median
trade,T0002321,0.85,UNDERPRICED,-54.1σ vs median
trade,T0002405,0.85,UNDERPRICED,-3.4σ vs median
trade,T0002410,0.85,UNDERPRICED,-2.7σ vs median
trade,T0005807,0.85,UNDERPRICED,-4.1σ vs median
trade,T0004067,0.85,OVERPRICED,+3.7σ vs median
trade,T0004064,0.85,OVERPRICED,+3.7σ vs median
trade,T0004021,0.85,OVERPRICED,+3.7σ vs median
trade,T0004111,0.85,OVERPRICED,+3.7σ vs median
trade,T0004154,0.85,OVERPRICED,+3.7σ vs median
trade,T0004320,0.85,OVERPRICED,+3.7σ vs median
trade,T0004341,0.85,OVERPRICED,+3.7σ vs median
trade,T0004409,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004443,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004508,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004486,0.85,UNDERPRICED,-3.9σ vs median
trade,T0004484,0.85,UNDERPRICED,-3.9σ vs median
trade,T0000191,0.85,UNDERPRICED,-5.9σ vs median
trade,T0000189,0.85,UNDERPRICED,-2.6σ vs median
trade,T0000184,0.85,UNDERPRICED,-2.6σ vs median
trade,T0000278,0.85,UNDERPRICED,-2.6σ vs median
trade,T0000568,0.85,UNDERPRICED,-12.6σ vs median
trade,T0000621,0.85,UNDERPRICED,-6.3σ vs median
trade,T0000724,0.85,UNDERPRICED,-6.3σ vs median
trade,T0000730,0.85,UNDERPRICED,-6.3σ vs median
trade,T0000688,0.85,UNDERPRICED,-4.3σ vs median
trade,T0000709,0.85,UNDERPRICED,-3.3σ vs median
trade,T0003898,0.85,OVERPRICED,+19.0σ vs median
trade,T0003937,0.85,OVERPRICED,+19.0σ vs median
trade,T0003992,0.85,OVERPRICED,+19.0σ vs median
trade,T0003994,0.85,OVERPRICED,+19.0σ vs median
trade,T0003978,0.85,OVERPRICED,+19.0σ vs median
trade,T0003968,0.85,OVERPRICED,+19.0σ vs median
trade,T0004018,0.85,OVERPRICED,+11.6σ vs median
trade,T0004100,0.85,OVERPRICED,+11.6σ vs median
trade,T0004097,0.85,OVERPRICED,+11.6σ vs median
trade,T0004117,0.85,OVERPRICED,+11.6σ vs median
trade,T0004132,0.85,OVERPRICED,+11.6σ vs median
trade,T0004142,0.85,OVERPRICED,+11.6σ vs median
trade,T0004224,0.85,OVERPRICED,+5.8σ vs median
trade,T0004338,0.85,OVERPRICED,+5.8σ vs median
trade,T0004357,0.85,OVERPRICED,+5.8σ vs median
trade,T0004400,0.85,OVERPRICED,+3.2σ vs median
trade,T0001533,0.85,OVERPRICED,+181.4σ vs median
trade,T0002110,0.85,OVERPRICED,+30.0σ vs median
trade,T0005790,0.85,UNDERPRICED,-28.8σ vs median
trade,T0003765,0.85,OVERPRICED,+73.9σ vs median
trade,T0003874,0.85,OVERPRICED,+73.9σ vs median
trade,T0003950,0.85,OVERPRICED,+73.9σ vs median
trade,T0004791,0.85,UNDERPRICED,-2.5σ vs median
trade,T0004830,0.85,UNDERPRICED,-2.5σ vs median
trade,T0000148,0.85,UNDERPRICED,-7.8σ vs median
trade,T0002827,0.85,OVERPRICED,+11.5σ vs median
trade,T0002808,0.85,OVERPRICED,+5.7σ vs median
trade,T0002775,0.85,OVERPRICED,+5.7σ vs median
trade,T0002847,0.85,OVERPRICED,+5.7σ vs median
trade,T0002850,0.85,OVERPRICED,+5.7σ vs median
trade,T0002943,0.85,OVERPRICED,+5.7σ vs median
trade,T0002953,0.85,OVERPRICED,+5.7σ vs median
trade,T0003043,0.85,OVERPRICED,+5.7σ vs median
trade,T0003076,0.85,OVERPRICED,+11.5σ vs median
trade,T0003071,0.85,OVERPRICED,+5.7σ vs median
trade,T0005176,0.85,OVERPRICED,+118.2σ vs median
trade,T0005249,0.85,UNDERPRICED,-24.5σ vs median
trade,T0005287,0.85,UNDERPRICED,-36.7σ vs median
trade,T0005307,0.85,UNDERPRICED,-24.5σ vs median
trade,T0005308,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005492,0.85,UNDERPRICED,-73.4σ vs median
trade,T0005448,0.85,UNDERPRICED,-36.7σ vs median
trade,T0005486,0.85,UNDERPRICED,-24.5σ vs median
trade,T0005440,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005666,0.85,UNDERPRICED,-24.5σ vs median
trade,T0005653,0.85,UNDERPRICED,-18.3σ vs median
trade,T0005685,0.85,UNDERPRICED,-62.1σ vs median
trade,T0005724,0.85,UNDERPRICED,-62.1σ vs median
trade,T0005775,0.85,OVERPRICED,+19.4σ vs median
trade,T0000141,0.85,UNDERPRICED,-20.4σ vs median
trade,T0000202,0.85,UNDERPRICED,-25.3σ vs median
trade,T0000301,0.85,UNDERPRICED,-34.9σ vs median
trade,T0000377,0.85,UNDERPRICED,-17.4σ vs median
trade,T0001329,0.85,OVERPRICED,+3.4σ vs median
trade,T0003799,0.85,UNDERPRICED,-3.0σ vs median
trade,T0003805,0.85,UNDERPRICED,-3.0σ vs median
trade,T0003883,0.85,UNDERPRICED,-3.0σ vs median
trade,T0003982,0.85,UNDERPRICED,-3.0σ vs median
trade,T0003989,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004104,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004115,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004102,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004157,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004146,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004144,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004206,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004282,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004228,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004288,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004273,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004276,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004262,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004332,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004305,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004390,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004414,0.85,UNDERPRICED,-3.0σ vs median
trade,T0002538,0.85,UNDERPRICED,-15.7σ vs median
trade,T0002570,0.85,UNDERPRICED,-15.7σ vs median
trade,T0002586,0.85,UNDERPRICED,-15.7σ vs median
trade,T0002600,0.85,UNDERPRICED,-10.3σ vs median
trade,T0002688,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002685,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002732,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002721,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002728,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002717,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002817,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002866,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002861,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002883,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002927,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002933,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002895,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002990,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002992,0.85,UNDERPRICED,-5.1σ vs median
trade,T0002950,0.85,UNDERPRICED,-5.1σ vs median
trade,T0003008,0.85,UNDERPRICED,-5.1σ vs median
trade,T0004608,0.85,OVERPRICED,+3.0σ vs median
trade,T0004697,0.85,OVERPRICED,+3.0σ vs median
trade,T0004794,0.85,OVERPRICED,+3.0σ vs median
trade,T0004803,0.85,OVERPRICED,+3.0σ vs median
trade,T0004813,0.85,OVERPRICED,+3.0σ vs median
trade,T0004798,0.85,OVERPRICED,+3.0σ vs median
trade,T0004751,0.85,OVERPRICED,+3.0σ vs median
trade,T0000808,0.85,UNDERPRICED,-11.6σ vs median
trade,T0000815,0.85,UNDERPRICED,-11.6σ vs median
trade,T0000921,0.85,UNDERPRICED,-11.6σ vs median
trade,T0004346,0.85,OVERPRICED,+8.6σ vs median
trade,T0004501,0.85,OVERPRICED,+8.6σ vs median
trade,T0004552,0.85,OVERPRICED,+8.6σ vs median
trade,T0004559,0.85,OVERPRICED,+4.3σ vs median
trade,T0004575,0.85,OVERPRICED,+2.9σ vs median
trade,T0004912,0.85,UNDERPRICED,-5.2σ vs median
trade,T0004883,0.85,UNDERPRICED,-2.6σ vs median
trade,T0000094,0.85,UNDERPRICED,-3.8σ vs median
trade,T0000058,0.85,UNDERPRICED,-3.8σ vs median
trade,T0000149,0.85,UNDERPRICED,-3.8σ vs median
trade,T0005740,0.85,OVERPRICED,+10.7σ vs median
trade,T0005734,0.85,OVERPRICED,+10.7σ vs median
trade,T0000125,0.85,UNDERPRICED,-10.7σ vs median
trade,T0000127,0.85,UNDERPRICED,-10.7σ vs median
trade,T0000172,0.85,UNDERPRICED,-10.7σ vs median
trade,T0000201,0.85,UNDERPRICED,-10.7σ vs median
trade,T0001231,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001199,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001208,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001206,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001213,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001291,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001258,0.85,UNDERPRICED,-3.5σ vs median
trade,T0001323,0.85,UNDERPRICED,-3.2σ vs median
trade,T0001395,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001379,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001361,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001482,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001575,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001525,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001572,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001637,0.85,UNDERPRICED,-2.9σ vs median
trade,T0001682,0.85,UNDERPRICED,-2.9σ vs median
trade,T0005587,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000620,0.85,UNDERPRICED,-3.4σ vs median
trade,T0000375,0.85,UNDERPRICED,-6.2σ vs median
trade,T0000357,0.85,UNDERPRICED,-6.2σ vs median
trade,T0000423,0.85,UNDERPRICED,-8.7σ vs median
trade,T0000472,0.85,UNDERPRICED,-8.7σ vs median
trade,T0000546,0.85,UNDERPRICED,-8.7σ vs median
trade,T0000526,0.85,UNDERPRICED,-8.7σ vs median
trade,T0000552,0.85,UNDERPRICED,-8.7σ vs median
trade,T0000592,0.85,UNDERPRICED,-8.7σ vs median
trade,T0000628,0.85,UNDERPRICED,-6.2σ vs median
trade,T0000609,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000755,0.85,UNDERPRICED,-2.8σ vs median
trade,T0000791,0.85,UNDERPRICED,-2.8σ vs median
trade,T0002341,0.85,OVERPRICED,+23.7σ vs median
trade,T0002355,0.85,OVERPRICED,+23.7σ vs median
trade,T0002329,0.85,OVERPRICED,+23.7σ vs median
trade,T0002397,0.85,OVERPRICED,+23.7σ vs median
trade,T0002793,0.85,OVERPRICED,+19.8σ vs median
trade,T0002782,0.85,OVERPRICED,+19.8σ vs median
trade,T0003493,0.85,UNDERPRICED,-5.2σ vs median
trade,T0003470,0.85,UNDERPRICED,-5.2σ vs median
trade,T0003481,0.85,UNDERPRICED,-5.2σ vs median
trade,T0003533,0.85,UNDERPRICED,-5.2σ vs median
trade,T0003592,0.85,UNDERPRICED,-5.2σ vs median
trade,T0003580,0.85,UNDERPRICED,-5.2σ vs median
trade,T0003682,0.85,UNDERPRICED,-5.2σ vs median
trade,T0003709,0.85,UNDERPRICED,-5.2σ vs median
trade,T0000335,0.85,UNDERPRICED,-138.9σ vs median
trade,T0000402,0.85,UNDERPRICED,-69.5σ vs median
trade,T0000388,0.85,UNDERPRICED,-46.3σ vs median
trade,T0000439,0.85,UNDERPRICED,-34.7σ vs median
trade,T0000436,0.85,UNDERPRICED,-2.9σ vs median
trade,T0002289,0.85,OVERPRICED,+6.2σ vs median
trade,T0002293,0.85,OVERPRICED,+6.2σ vs median
trade,T0002301,0.85,OVERPRICED,+6.2σ vs median
trade,T0000237,0.85,UNDERPRICED,-37.7σ vs median
trade,T0000379,0.85,UNDERPRICED,-37.7σ vs median
trade,T0000330,0.85,UNDERPRICED,-37.7σ vs median
trade,T0002009,0.85,OVERPRICED,+5.4σ vs median
trade,T0002017,0.85,OVERPRICED,+5.4σ vs median
trade,T0002062,0.85,OVERPRICED,+5.4σ vs median
trade,T0002149,0.85,OVERPRICED,+5.4σ vs median
trade,T0002246,0.85,OVERPRICED,+5.4σ vs median
trade,T0002305,0.85,OVERPRICED,+5.4σ vs median
trade,T0002314,0.85,OVERPRICED,+5.4σ vs median
trade,T0002384,0.85,OVERPRICED,+5.4σ vs median
trade,T0002446,0.85,OVERPRICED,+5.4σ vs median
trade,T0003629,0.85,OVERPRICED,+4.4σ vs median
trade,T0003634,0.85,OVERPRICED,+4.4σ vs median
trade,T0003652,0.85,OVERPRICED,+4.4σ vs median
trade,T0003692,0.85,OVERPRICED,+4.4σ vs median
trade,T0003729,0.85,OVERPRICED,+4.4σ vs median
trade,T0003730,0.85,OVERPRICED,+4.4σ vs median
trade,T0003714,0.85,OVERPRICED,+17.5σ vs median
trade,T0003777,0.85,OVERPRICED,+17.5σ vs median
trade,T0003819,0.85,OVERPRICED,+17.5σ vs median
trade,T0003868,0.85,OVERPRICED,+8.7σ vs median
trade,T0003970,0.85,OVERPRICED,+4.4σ vs median
trade,T0004048,0.85,OVERPRICED,+4.4σ vs median
trade,T0004063,0.85,OVERPRICED,+17.5σ vs median
trade,T0004059,0.85,OVERPRICED,+8.7σ vs median
trade,T0004120,0.85,OVERPRICED,+4.4σ vs median
trade,T0004156,0.85,OVERPRICED,+4.4σ vs median
trade,T0005073,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005151,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005156,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005179,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005404,0.85,UNDERPRICED,-12.1σ vs median
trade,T0005606,0.85,UNDERPRICED,-12.1σ vs median
trade,T0000367,0.85,UNDERPRICED,-3.2σ vs median
trade,T0000463,0.85,UNDERPRICED,-17.9σ vs median
trade,T0000478,0.85,UNDERPRICED,-9.0σ vs median
trade,T0000450,0.85,UNDERPRICED,-6.0σ vs median
trade,T0000500,0.85,UNDERPRICED,-4.5σ vs median
trade,T0000638,0.85,UNDERPRICED,-4.5σ vs median
trade,T0000682,0.85,UNDERPRICED,-4.5σ vs median
trade,T0000754,0.85,UNDERPRICED,-4.5σ vs median
trade,T0000746,0.85,UNDERPRICED,-4.5σ vs median
trade,T0001337,0.85,OVERPRICED,+7.2σ vs median
trade,T0001327,0.85,OVERPRICED,+6.9σ vs median
trade,T0001415,0.85,OVERPRICED,+4.1σ vs median
trade,T0001446,0.85,OVERPRICED,+4.1σ vs median
trade,T0004291,0.85,UNDERPRICED,-2.5σ vs median
trade,T0002375,0.85,OVERPRICED,+3.7σ vs median
trade,T0005682,0.85,UNDERPRICED,-2.9σ vs median
trade,T0000071,0.85,UNDERPRICED,-3.8σ vs median
trade,T0005795,0.85,UNDERPRICED,-8.0σ vs median
trade,T0001207,0.85,UNDERPRICED,-2.6σ vs median
trade,T0003703,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003689,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003639,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003685,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003707,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003645,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003705,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003697,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003627,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003726,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003749,0.85,UNDERPRICED,-2.7σ vs median
trade,T0003811,0.85,UNDERPRICED,-2.7σ vs median
trade,T0005187,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005224,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005241,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005282,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005262,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005276,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005426,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005423,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005424,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005461,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005450,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005482,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005464,0.85,UNDERPRICED,-4.5σ vs median
trade,T0005511,0.85,UNDERPRICED,-4.5σ vs median
trade,T0004202,0.85,UNDERPRICED,-5.1σ vs median
trade,T0005184,0.85,OVERPRICED,+2.6σ vs median
trade,T0004436,0.85,OVERPRICED,+9.0σ vs median
trade,T0004451,0.85,OVERPRICED,+6.1σ vs median
trade,T0004503,0.85,OVERPRICED,+4.0σ vs median
trade,T0004548,0.85,OVERPRICED,+3.0σ vs median
trade,T0004543,0.85,OVERPRICED,+3.0σ vs median
trade,T0004516,0.85,OVERPRICED,+3.0σ vs median
trade,T0005425,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005413,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005433,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005466,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005488,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005514,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005506,0.85,UNDERPRICED,-3.4σ vs median
trade,T0005571,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005610,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005644,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005640,0.85,UNDERPRICED,-3.2σ vs median
trade,T0005624,0.85,UNDERPRICED,-3.2σ vs median
trade,T0000092,0.85,UNDERPRICED,-4.4σ vs median
trade,T0004537,0.85,UNDERPRICED,-2.8σ vs median
trade,T0004605,0.85,UNDERPRICED,-3.2σ vs median
trade,T0004600,0.85,UNDERPRICED,-3.0σ vs median
trade,T0004656,0.85,UNDERPRICED,-2.7σ vs median
trade,T0000232,0.85,UNDERPRICED,-5.7σ vs median
trade,T0000305,0.85,UNDERPRICED,-5.7σ vs median
trade,T0000514,0.85,UNDERPRICED,-8.1σ vs median
trade,T0000508,0.85,UNDERPRICED,-8.1σ vs median
trade,T0000587,0.85,UNDERPRICED,-8.1σ vs median
trade,T0000559,0.85,UNDERPRICED,-8.1σ vs median
trade,T0000714,0.85,UNDERPRICED,-3.8σ vs median
trade,T0002550,0.85,OVERPRICED,+13.0σ vs median
trade,T0002605,0.85,OVERPRICED,+13.0σ vs median
trade,T0002671,0.85,OVERPRICED,+13.0σ vs median
trade,T0002684,0.85,OVERPRICED,+13.0σ vs median
trade,T0002731,0.85,OVERPRICED,+13.0σ vs median
trade,T0002758,0.85,OVERPRICED,+13.0σ vs median
trade,T0002788,0.85,OVERPRICED,+13.0σ vs median
trade,T0002822,0.85,OVERPRICED,+13.0σ vs median
trade,T0002893,0.85,OVERPRICED,+13.0σ vs median
trade,T0002940,0.85,OVERPRICED,+13.0σ vs median
trade,T0002984,0.85,OVERPRICED,+13.0σ vs median
trade,T0002971,0.85,OVERPRICED,+13.0σ vs median
trade,T0002979,0.85,OVERPRICED,+13.0σ vs median
trade,T0003042,0.85,OVERPRICED,+13.0σ vs median
trade,T0003024,0.85,OVERPRICED,+13.0σ vs median
trade,T0003146,0.85,OVERPRICED,+12.4σ vs median
trade,T0003139,0.85,OVERPRICED,+12.4σ vs median
trade,T0003227,0.85,OVERPRICED,+12.4σ vs median
trade,T0003248,0.85,OVERPRICED,+12.1σ vs median
trade,T0003680,0.85,UNDERPRICED,-14.6σ vs median
trade,T0003674,0.85,UNDERPRICED,-14.6σ vs median
trade,T0000577,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000606,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000644,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000667,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000694,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000741,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000826,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000810,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000900,0.85,UNDERPRICED,-5.4σ vs median
trade,T0000899,0.85,UNDERPRICED,-3.1σ vs median
trade,T0005799,0.85,UNDERPRICED,-3.6σ vs median
trade,T0005805,0.85,UNDERPRICED,-4.2σ vs median
trade,T0002551,0.85,OVERPRICED,+4.1σ vs median
trade,T0000166,0.85,UNDERPRICED,-13.4σ vs median
trade,T0000215,0.85,UNDERPRICED,-13.4σ vs median
trade,T0000265,0.85,UNDERPRICED,-13.4σ vs median
trade,T0000293,0.85,UNDERPRICED,-13.4σ vs median
trade,T0000339,0.85,UNDERPRICED,-13.4σ vs median
trade,T0000341,0.85,UNDERPRICED,-13.4σ vs median
trade,T0005803,0.85,UNDERPRICED,-3.4σ vs median
trade,T0000348,0.85,UNDERPRICED,-36.3σ vs median
trade,T0000322,0.85,UNDERPRICED,-36.3σ vs median
trade,T0000456,0.85,UNDERPRICED,-36.3σ vs median
trade,T0000460,0.85,UNDERPRICED,-36.3σ vs median
trade,T0000539,0.85,UNDERPRICED,-36.3σ vs median
trade,T0001180,0.85,OVERPRICED,+29.7σ vs median
trade,T0001243,0.85,OVERPRICED,+29.7σ vs median
trade,T0001306,0.85,OVERPRICED,+20.9σ vs median
trade,T0001336,0.85,OVERPRICED,+20.9σ vs median
trade,T0001384,0.85,OVERPRICED,+19.3σ vs median
trade,T0001364,0.85,OVERPRICED,+19.3σ vs median
trade,T0001453,0.85,OVERPRICED,+19.3σ vs median
