player_id,day,top_features,top_feature_abs_z,anomaly_score,is_suspicious
P00009,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00009,2025-01-04,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.008110913001813323,0
P00010,2025-01-01,s_items;buyer_hour_entropy;max_pair_as_seller,1.51;1.51;1.34,0.3214924555083215,0
P00010,2025-01-02,seller_hour_entropy;s_counterparties;s_trades,2.66;2.5;2.43,0.39019134129842376,0
P00010,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.06338475737757385,0
P00010,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00011,2025-01-01,s_items;max_pair_as_seller;b_price_z_max,0.48;0.47;0.46,0.008219970435116368,0
P00011,2025-01-02,b_items;b_counterparties;b_trades,2.68;2.6;2.44,0.3712677630529251,0
P00011,2025-01-03,b_price_z_max;b_price_z_mean;buyer_hour_entropy,0.93;0.88;0.52,0.08670761107109658,0
P00011,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00012,2025-01-01,max_pair_as_seller;s_items;seller_hour_entropy,3.16;1.51;1.09,0.38932477673068266,0
P00012,2025-01-02,b_price_z_mean;s_items;max_pair_as_seller,0.67;0.48;0.47,0.023793824840883,0
P00012,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.07322760169345038,0
P00012,2025-01-04,b_price_z_mean;buyer_hour_entropy;s_items,0.64;0.52;0.48,0.02615481158355556,0
P00013,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.05708177390987606,0
P00013,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.1033606223967185,0
P00013,2025-01-03,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.1941875724656121,0
P00013,2025-01-04,b_price_z_max;b_price_z_mean;s_items,0.7;0.55;0.48,0.04195145255449388,0
P00014,2025-01-01,b_price_z_max;s_items;max_pair_as_seller,0.54;0.48;0.47,0.027684406439048074,0
P00014,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.07212304218494896,0
P00014,2025-01-03,seller_hour_entropy;s_counterparties;s_trades,2.62;1.93;1.87,0.44397766956890977,0
P00014,2025-01-04,b_items;b_counterparties;b_trades,2.68;2.6;2.44,0.39052347910290763,0
P00015,2025-01-01,b_items;b_counterparties;b_trades,2.68;2.6;2.44,0.5242969038870062,0
P00015,2025-01-02,b_items;b_counterparties;b_trades,2.68;2.6;2.44,0.3716292257895729,0
P00015,2025-01-03,s_price_z_mean;s_price_z_max;b_items,2.62;2.5;1.91,0.5021136972896119,0
P00016,2025-01-01,s_trades;s_counterparties;seller_hour_entropy,5.23;5.22;3.51,0.6719291550814301,0
P00016,2025-01-02,seller_hour_entropy;s_items;s_counterparties,2.12;1.51;1.35,0.2830350438838246,0
P00016,2025-01-03,s_items;seller_hour_entropy;s_counterparties,3.5;2.99;2.79,0.6782316356852244,0
P00016,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.08967389896803857,0
P00017,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.78;0.48;0.47,0.02761535155783903,0
P00017,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00017,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.15853951093612492,0
P00017,2025-01-04,b_price_z_mean;b_items;b_price_z_max,1.85;1.16;0.82,0.19402426558780758,0
P00018,2025-01-01,s_items;seller_hour_entropy;s_counterparties,3.5;2.67;2.36,0.5452452034176701,0
P00018,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.12934781988404204,0
P00018,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.04932888799661149,0
P00018,2025-01-04,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.0077834895945242625,0
P00019,2025-01-01,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.09115381428260248,0
P00019,2025-01-02,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.0015421953837907207,0
P00019,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00019,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.0779908705531867,0
P00020,2025-01-01,max_pair_as_buyer;b_counterparties;b_items,3.24;1.17;1.16,0.32496066310554916,0
P00020,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.1033606223967185,0
P00020,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.07835728247039042,0
P00020,2025-01-04,s_price_z_mean;s_price_z_max;seller_hour_entropy,1.88;1.8;1.51,0.41877798677829325,0
P00021,2025-01-01,b_counterparties;b_trades;b_items,2.6;2.44;1.91,0.3111423423400644,0
P00021,2025-01-02,max_pair_as_buyer;b_items;b_counterparties,3.52;1.93;1.92,0.599813403549628,0
P00021,2025-01-03,b_items;b_counterparties;b_trades,3.44;3.36;3.16,0.5670716333477898,0
P00021,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.06723545843716919,0
P00022,2025-01-01,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.0530730996770908,0
P00022,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.046477685389942264,0
P00022,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.04880924121922333,0
P00022,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.061279172592671946,0
P00023,2025-01-01,s_price_z_mean;s_price_z_max;s_items,6.44;6.11;1.51,0.5511950941723285,0
P00023,2025-01-02,b_price_z_mean;b_items;b_counterparties,2.42;1.14;1.1,0.19162283697508267,0
P00023,2025-01-03,s_items;max_pair_as_seller;b_trades,1.51;1.34;0.44,0.24324615951971373,0
P00023,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.010999808364441465,0
P00024,2025-01-01,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.018134859029274693,0
P00024,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.06102639311230899,0
P00024,2025-01-03,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.0057353445672971405,0
P00025,2025-01-01,b_items;b_counterparties;b_trades,2.68;2.6;2.44,0.3705834105069495,0
P00025,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.0941799846990005,0
P00025,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.003826468621451511,0
P00025,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.06091136102638213,0
P00026,2025-01-01,b_price_z_max;b_price_z_mean;buyer_hour_entropy,2.26;1.8;0.52,0.24383945004769988,0
P00026,2025-01-02,b_price_z_max;buyer_hour_entropy;s_items,1.0;0.52;0.48,0.05840698571731725,0
P00026,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.059217481975350005,0
P00026,2025-01-04,b_price_z_mean;b_price_z_max;buyer_hour_entropy,0.67;0.55;0.52,0.03948442970781365,0
P00027,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.05859205097867042,0
P00027,2025-01-02,b_price_z_max;b_price_z_mean;buyer_hour_entropy,0.88;0.55;0.52,0.06640784597054084,0
P00027,2025-01-03,b_price_z_mean;b_price_z_max;s_items,1.72;1.62;0.48,0.20570668674087453,0
P00027,2025-01-04,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.18696558336979122,0
P00028,2025-01-01,s_counterparties;s_trades;seller_hour_entropy,3.79;3.69;3.64,0.7280814357839791,1
P00028,2025-01-02,seller_hour_entropy;s_items;buyer_hour_entropy,2.1;1.51;1.51,0.42695498550919386,0
P00028,2025-01-03,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.006822769771586238,0
P00028,2025-01-04,b_price_z_max;s_items;max_pair_as_seller,0.6;0.48;0.47,0.01752139449841714,0
P00029,2025-01-01,b_price_z_max;b_price_z_mean;b_items,2.4;1.81;1.14,0.3081999607297723,0
P00029,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.05582968440279547,0
P00029,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.015454860054612381,0
P00030,2025-01-01,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.0530730996770908,0
P00030,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.0045160547089689,0
P00030,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.06448009652681055,0
P00030,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.0037281689420612337,0
P00031,2025-01-01,s_items;buyer_hour_entropy;max_pair_as_seller,1.51;1.51;1.34,0.3652502542540146,0
P00031,2025-01-02,s_trades;s_counterparties;seller_hour_entropy,5.37;5.22;3.53,0.5951001769792256,0
P00031,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.64;0.52;0.48,0.03619779799186871,0
P00031,2025-01-04,seller_hour_entropy;s_price_z_mean;s_price_z_max,2.62;2.2;2.1,0.5417669560968702,0
P00032,2025-01-02,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.005547593871031618,0
P00032,2025-01-03,b_price_z_mean;buyer_hour_entropy;b_price_z_max,0.66;0.52;0.52,0.042857553129282355,0
P00032,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.0033226884327774353,0
P00033,2025-01-01,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.0530730996770908,0
P00033,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.1033606223967185,0
P00033,2025-01-03,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.24;1.72;1.46,0.3497599964852283,0
P00033,2025-01-04,b_price_z_mean;b_price_z_max;s_items,1.53;1.25;0.48,0.14299383072653507,0
P00034,2025-01-01,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.10755287820644056,0
P00034,2025-01-02,b_price_z_mean;s_items;max_pair_as_seller,0.7;0.48;0.47,0.025266284863171288,0
P00034,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.051277697643924765,0
P00034,2025-01-04,b_items;b_counterparties;b_trades,2.68;2.6;2.44,0.6219147703836024,0
P00035,2025-01-01,b_price_z_mean;s_items;max_pair_as_seller,0.7;0.48;0.47,0.023577502087594255,0
P00035,2025-01-02,s_price_z_mean;s_price_z_max;max_pair_as_buyer,6.44;6.11;3.52,0.7303674899443975,1
P00035,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.06760714441563892,0
P00035,2025-01-04,s_items;max_pair_as_seller;seller_hour_entropy,1.51;1.34;0.59,0.23787865186086227,0
P00036,2025-01-01,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.0517092483340376,0
P00036,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.13789953463511087,0
P00036,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.0862066877271996,0
P00036,2025-01-04,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.0028939509461364268,0
P00037,2025-01-01,s_items;s_counterparties;s_trades,3.5;3.36;3.27,0.6552419698222923,0
P00037,2025-01-02,s_counterparties;s_trades;s_items,3.79;3.69;3.5,0.5498320837801303,0
P00037,2025-01-03,max_pair_as_buyer;b_items;b_counterparties,3.52;1.93;1.92,0.5463206179145862,0
P00037,2025-01-04,b_price_z_mean;b_price_z_max;s_items,1.05;0.73;0.48,0.05583550755232638,0
P00038,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.049000201917567966,0
P00038,2025-01-03,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.24;1.72;1.46,0.3271613012494218,0
P00038,2025-01-04,s_items;max_pair_as_seller;b_price_z_mean,0.48;0.47;0.47,0.003950604381270701,0
P00039,2025-01-01,b_price_z_max;buyer_hour_entropy;s_items,0.77;0.52;0.48,0.044332574045529094,0
P00039,2025-01-02,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.1831941772321147,0
P00039,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.052074931543971255,0
P00039,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.06817701057005655,0
P00040,2025-01-01,max_pair_as_buyer;s_price_z_mean;s_price_z_max,3.52;2.62;2.5,0.6272921356225939,0
P00040,2025-01-02,b_price_z_mean;b_price_z_max;s_items,0.64;0.52;0.48,0.03619779799186871,0
P00040,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.004631710451788553,0
P00040,2025-01-04,b_price_z_mean;buyer_hour_entropy;s_items,1.02;0.52;0.48,0.04189968111750563,0
P00041,2025-01-01,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.010195102762156296,0
P00041,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.06723545843716919,0
P00042,2025-01-01,b_items;b_counterparties;b_trades,2.68;2.6;2.44,0.5324061193209638,0
P00042,2025-01-02,b_price_z_mean;b_price_z_max;s_items,1.01;0.62;0.48,0.050664149509552094,0
P00042,2025-01-03,s_items;max_pair_as_seller;b_price_z_max,0.48;0.47;0.46,0.01109843798561822,0
P00042,2025-01-04,s_items;buyer_hour_entropy;max_pair_as_seller,1.51;1.51;1.34,0.28305275272828834,0
P00043,2025-01-01,b_price_z_mean;b_price_z_max;buyer_hour_entropy,4.2;2.4;1.51,0.4046136952224921,0
P00043,2025-01-02,b_counterparties;buyer_hour_entropy;b_trades,1.1;1.05;1.0,0.0748365046585349,0
P00043,2025-01-03,s_items;buyer_hour_entropy;max_pair_as_seller,1.51;1.51;1.34,0.35013615926213004,0
P00043,2025-01-04,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.005411777331348665,0
P00044,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.08015562489806338,0
P00044,2025-01-02,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.007803814735878048,0
P00044,2025-01-03,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.18239602444289313,0
P00044,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00045,2025-01-01,max_pair_as_buyer;buyer_hour_entropy;b_trades,3.24;1.05;1.0,0.288251476754454,0
P00045,2025-01-02,s_items;max_pair_as_seller;b_price_z_mean,1.51;1.34;1.07,0.23959351048223673,0
P00045,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.057017324473806676,0
P00045,2025-01-04,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.18085309499977728,0
P00046,2025-01-01,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.20495466960972775,0
P00046,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.08220831251711298,0
P00046,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.54;0.52;0.48,0.0297217348117147,0
P00046,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.0584857303712023,0
P00047,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.05651465433143455,0
P00047,2025-01-02,s_items;max_pair_as_seller;b_price_z_max,0.48;0.47;0.46,0.007479017981924601,0
P00047,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00048,2025-01-01,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.0026025818556571815,0
P00048,2025-01-02,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.05312634139096667,0
P00048,2025-01-03,b_price_z_mean;s_items;max_pair_as_seller,0.67;0.48;0.47,0.023500791364371516,0
P00048,2025-01-04,s_items;max_pair_as_seller;b_items,1.51;1.34;1.14,0.32810502585363926,0
P00049,2025-01-01,b_price_z_mean;b_price_z_max;s_items,0.77;0.7;0.48,0.036224850189665404,0
P00049,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00049,2025-01-03,b_price_z_mean;b_price_z_max;s_items,0.84;0.79;0.48,0.0735400928155541,0
P00049,2025-01-04,b_price_z_mean;s_items;max_pair_as_seller,0.94;0.48;0.47,0.03522049114923954,0
P00050,2025-01-01,b_price_z_mean;buyer_hour_entropy;s_items,0.57;0.52;0.48,0.02903559914955407,0
P00050,2025-01-02,b_counterparties;b_trades;buyer_hour_entropy,1.85;1.72;1.46,0.24630036135546185,0
P00050,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.009295916912140422,0
P00050,2025-01-04,max_pair_as_buyer;b_items;b_trades,3.24;1.91;1.72,0.34714773700180385,0
P00051,2025-01-01,max_pair_as_buyer;s_items;seller_hour_entropy,3.52;3.5;2.44,0.6775047411371645,0
P00051,2025-01-02,s_trades;s_counterparties;seller_hour_entropy,3.83;3.79;3.27,0.5598915541826126,0
P00051,2025-01-03,seller_hour_entropy;s_items;max_pair_as_seller,1.79;1.51;1.34,0.41358160603833716,0
P00051,2025-01-04,max_pair_as_buyer;b_trades;buyer_hour_entropy,3.24;1.72;1.46,0.33252541542897124,0
P00052,2025-01-02,seller_hour_entropy;s_items;buyer_hour_entropy,1.56;1.51;1.51,0.36438071350002055,0
P00052,2025-01-03,b_price_z_max;b_price_z_mean;buyer_hour_entropy,0.95;0.72;0.52,0.07244869986607191,0
P00052,2025-01-04,b_price_z_mean;b_price_z_max;s_items,0.64;0.55;0.48,0.020167175855556465,0
P00053,2025-01-01,max_pair_as_buyer;b_trades;b_items,3.24;2.44;1.91,0.5799387640445923,0
P00053,2025-01-02,s_items;max_pair_as_seller;b_price_z_max,0.48;0.47;0.46,0.008219970435116368,0
P00053,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.1077988659024554,0
P00053,2025-01-04,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.22213493067027046,0
P00054,2025-01-01,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.05492965709819295,0
P00054,2025-01-02,b_price_z_mean;b_items;b_counterparties,2.8;1.14;1.1,0.20917722806559366,0
P00054,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.06149033869792928,0
P00054,2025-01-04,s_items;max_pair_as_seller;b_price_z_max,0.48;0.47;0.46,0.009742104291019404,0
P00055,2025-01-01,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.007846286445336323,0
P00055,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00055,2025-01-03,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.007854524733704007,0
P00055,2025-01-04,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.12619356547095745,0
P00056,2025-01-01,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.19155996034898035,0
P00056,2025-01-02,buyer_hour_entropy;b_price_z_mean;b_counterparties,1.51;1.27;1.17,0.1607420222589232,0
P00056,2025-01-03,s_price_z_mean;s_price_z_max;s_items,2.62;2.5;1.51,0.3733733410598872,0
P00056,2025-01-04,buyer_hour_entropy;s_items;max_pair_as_seller,0.52;0.48;0.47,0.012856048212877919,0
P00057,2025-01-01,s_price_z_mean;s_price_z_max;s_items,6.44;6.11;1.51,0.48802326122077094,0
P00057,2025-01-02,b_items;b_counterparties;b_trades,1.91;1.85;1.72,0.2037769143057268,0
P00057,2025-01-03,b_price_z_mean;s_items;max_pair_as_seller,0.5;0.48;0.47,0.015549903625958348,0
P00057,2025-01-04,buyer_hour_entropy;b_price_z_mean;b_price_z_max,1.51;1.28;1.25,0.18644843524750235,0
P00058,2025-01-01,buyer_hour_entropy;b_price_z_max;s_items,0.52;0.49;0.48,0.020342298243085432,0
P00058,2025-01-02,b_price_z_mean;buyer_hour_entropy;s_items,0.84;0.52;0.48,0.03797339170989968,0
P00058,2025-01-03,b_price_z_mean;s_items;max_pair_as_seller,0.71;0.48;0.47,0.026159999281936772,0
P00058,2025-01-04,s_counterparties;s_trades;seller_hour_entropy,3.65;3.55;3.04,0.49553855594734986,0
P00059,2025-01-01,b_price_z_max;s_items;max_pair_as_seller,0.49;0.48;0.47,0.015676497735608703,0
P00059,2025-01-02,b_price_z_mean;b_price_z_max;s_items,1.4;1.14;0.48,0.11944765247877098,0
P00059,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.048967563549425844,0
P00059,2025-01-04,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.002177889401326506,0
P00060,2025-01-03,b_price_z_mean;s_items;max_pair_as_seller,0.67;0.48;0.47,0.018240412551195507,0
P00060,2025-01-04,b_price_z_mean;buyer_hour_entropy;s_items,0.56;0.52;0.48,0.021404419509817096,0
P00061,2025-01-01,b_price_z_max;b_price_z_mean;buyer_hour_entropy,1.91;0.66;0.52,0.183780952769174,0
P00061,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.07884262676210421,0
P00061,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.04927063205511141,0
P00061,2025-01-04,seller_hour_entropy;s_counterparties;s_trades,2.2;1.93;1.87,0.39103542890724263,0
P00062,2025-01-01,s_price_z_mean;s_price_z_max;b_price_z_max,10.11;9.53;9.05,0.9451704008705261,1
P00062,2025-01-02,s_price_z_mean;s_price_z_max;s_items,6.44;6.11;1.51,0.4799760272336993,0
P00062,2025-01-03,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.1325901999692902,0
P00062,2025-01-04,s_counterparties;s_trades;seller_hour_entropy,2.36;2.29;2.29,0.42321129600863183,0
P00063,2025-01-01,seller_hour_entropy;s_counterparties;s_trades,2.86;2.36;2.29,0.3554435045705656,0
P00063,2025-01-02,s_items;buyer_hour_entropy;max_pair_as_seller,1.51;1.51;1.34,0.31472714401257046,0
P00063,2025-01-03,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.08360150007526979,0
P00063,2025-01-04,seller_hour_entropy;s_items;s_counterparties,1.88;1.51;1.5,0.3043208955284092,0
P00064,2025-01-01,s_items;max_pair_as_seller;b_price_z_max,0.48;0.47;0.46,0.009847585623904523,0
P00064,2025-01-02,buyer_hour_entropy;b_counterparties;b_items,1.51;1.17;1.16,0.15853951093612492,0
P00064,2025-01-03,s_items;max_pair_as_seller;b_trades,0.48;0.47;0.44,0.00253315771722798,0
P00064,2025-01-04,b_items;b_counterparties;buyer_hour_entropy,1.14;1.1;1.05,0.054428113694443926,0
